business_id,birank_score,name,city,state,stars,review_count,subcategory
yip92_y6BgpQdcX486b_RQ,0.0010221920154486765,Sabino Canyon,Tucson,AZ,4.5,269,Hotel
OKpM0cvlI7rb5j_K1XDa7A,0.0010214877688831242,Southern Style Tours,New Orleans,LA,4.0,175,Hotel
EgI6S-JxwpxICPsqmaggiw,0.0010210950915095036,Sofitel Philadelphia,Philadelphia,PA,4.0,373,Hotel
cC8PZ_FhQNnMm2YCYyOA1A,0.0010139295772998277,Hilton St. Louis at the Ballpark,Saint Louis,MO,2.5,340,Hotel
xTCSNzu7387VHOPO7DkEzA,0.0009954676681528704,"The Notary Hotel, Autograph Collection",Philadelphia,PA,3.5,286,Hotel
RboUn4PX9dXlpMY-w9MNtw,0.0009912766623892053,Epicurean Hotel Autograph Collection,Tampa,FL,4.0,193,Hotel
jTI5Xjk27An8ceJ6VwpXiQ,0.00099002814931676,DoubleTree by Hilton Hotel Philadelphia Center City,Philadelphia,PA,3.0,338,Hotel
ntAX_1tnOIPTyDNB3yfyww,0.0009898929907880822,Spirit Airlines,Tampa,FL,1.5,167,Hotel
nsWxhtg7XAnl5DtH-_d-vA,0.000989514712643465,Tucson Botanical Gardens,Tucson,AZ,4.0,209,Hotel
eoR7g773B74AwcAeP_x01A,0.000987600959657765,Dollar Rent A Car,Philadelphia,PA,1.5,211,Hotel
El1_Myk6dJ2JSapIsONsxw,0.000986444166178374,Old Town Trolley Tours Nashville,Nashville,TN,3.5,154,Hotel
qaW-xH2tjfG0bUisSSdfAA,0.000986128164744193,Ala Mar Motel,Santa Barbara,CA,2.0,139,Hotel
j_MFw1jIyDU_Nt-J4wKCHA,0.0009857711563132734,Harbor House Inn,Santa Barbara,CA,4.5,322,B&B
z_UEbYUqX5aMIPgg_L0Z9g,0.0009826035830461178,Boomtown Reno,Verdi,NV,2.5,385,Hotel
fwOViOCLXKwW-pmxUzEKIQ,0.0009819972201032833,Gators and Ghosts A New Orleans Tour Company,New Orleans,LA,4.5,171,Hotel
Xq-8-I0U8Artr7d70SjX-g,0.0009756801055609066,30th Street Station,Philadelphia,PA,4.0,381,Hotel
6IlR-3BtA1GISMljfRZfEw,0.0009701149237230224,Hotel Indigo Santa Barbara by IHG,Santa Barbara,CA,3.5,248,Resort
LnN94-sJc8U6shh_i0oclw,0.0009671859717095521,New Hope Railroad,New Hope,PA,2.0,150,Hotel
PcX8zGIJ_XHTAQAcEOwhLw,0.0009627999897101201,Hyatt Regency Clearwater Beach Resort & Spa,Clearwater,FL,4.0,213,Resort
3MieDW5uihkPvXqnxAIGmg,0.0009609536959647892,SB Buggie,Santa Barbara,CA,5.0,231,Hotel
kvvQoiwCk3TzyYGh9B7m_Q,0.0009606602567245032,Pacifica Suites,Santa Barbara,CA,3.5,183,Hotel
H9maLikU78-rYvDFxRJ6Zw,0.0009582748987434125,Hacienda Del Sol Guest Ranch Resort,Tucson,AZ,4.0,162,Resort
b_aa5heHW9jG8gbAxTqo_g,0.0009576265759268945,Sandpearl Resort,Clearwater Beach,FL,4.0,236,Resort
djRxgaeunEN6a5XG24BzVg,0.0009548142151960032,Bourbon Orleans Hotel,New Orleans,LA,4.0,306,Hotel
yGvPhL8LwQtyCtMrAgIvBA,0.0009547604961059923,Mt Rose Ski Tahoe,Reno,NV,4.0,378,Resort
shtNOsRUiZtTa36RNzI32A,0.0009540445499620094,Hyatt Place Santa Barbara,Santa Barbara,CA,3.0,67,Hotel
grEJZ7iyhUbF8xuwmFRdAA,0.0009513634103438208,Villa Rosa Inn,Santa Barbara,CA,2.5,204,B&B
E3iF4Kw8H269jCWbdyRMQg,0.0009492143337307397,Moxy New Orleans Downtown/French Quarter Area,New Orleans,LA,3.5,158,Hotel
ms1m_m0twSJxcQz7tdyVDw,0.0009449547048749439,THE ELIZA JANE,New Orleans,LA,4.0,109,Hotel
HI8C83cLB8VgYWuNBLR4CQ,0.0009449161099436556,Comfort Inn Downtown Nashville-Vanderbilt,Nashville,TN,2.5,197,Hotel
tmOAC2OaGNGwxl_ot05Mlg,0.0009442686619559648,Smart Park,Essington,PA,4.5,165,Hotel
s2SoiyZzBwzaxxXCXqJ56g,0.0009393661161678603,The Tuxon Hotel,Tucson,AZ,4.0,56,Hotel
Sog1ZG0aJG_8Kiqn9-dH6Q,0.0009373439301260998,Hotel Vinache,New Orleans,LA,2.0,128,Hotel
Os9BcvXoEHnZ8x2Jauwwsg,0.0009328257653498197,Hilton Tampa Downtown,Tampa,FL,3.0,171,Hotel
IcqJQ3DBOGDdz70Q8DTghQ,0.0009301715438997456,Nola Ghost Riders,New Orleans,LA,4.5,80,Hotel
B1bANK-AA7Wd3KPthamcnQ,0.0009248614505680411,Dream Nashville,Nashville,TN,4.0,76,Hotel
cxupofYLq46bxBHpKyFwsQ,0.0009245924730721534,Wyndham New Orleans - French Quarter,New Orleans,LA,3.0,266,Hotel
1I_qcjb-UuAiA7kwT_xPCA,0.0009233659740305679,Sheraton Music City Hotel,Nashville,TN,3.0,257,Resort
TDEV16C4GhK5wyhL-5V7ww,0.0009224706725201461,Flambeaux Bicycle Tours,New Orleans,LA,5.0,167,Hotel
pwf8ta2ujgaVrW-TurAczw,0.0009143290261915878,New Orleans Legendary Walking Tours,New Orleans,LA,4.5,124,Hotel
9HUpW8t-GfzZbEmfX_kWYQ,0.0009115055592037711,The Grove Hotel,Boise,ID,3.5,168,Hotel
7pLyoZ8yanvjv7Ksf-vlIg,0.0009085218181489988,Ponce De Leon Hotel,Saint Petersburg,FL,2.0,182,B&B
rfYCU6ox0MWF9BSREOxdGw,0.0009045085546541044,Little Toot Dolphin Adventure,Clearwater,FL,5.0,151,Hotel
EhtqivpDttIlwY5xcmx-Pg,0.0008994569251520289,Sixt Rent A Car,Tampa,FL,1.5,97,Hotel
QlO0E5fdvxWnb3mIgCh0yw,0.0008985233932269596,The Escape Game Nashville,Nashville,TN,5.0,231,Hotel
q2Ao2HQyhvcT9UG-5-ZGYg,0.0008923355808191172,Captain Jack's Tours & Events,Santa Barbara,CA,4.5,310,Hotel
5MtFUT14Op1KRAnCa6eSbg,0.0008921051958024215,FreightCenter,Palm Harbor,FL,1.5,184,Hotel
-_DYwksHcLSXEYo_pVVENA,0.000890961251857908,InterContinental New Orleans,New Orleans,LA,3.5,329,Resort
B2wSy1zQCdZgDXOkhAKGDQ,0.0008908366190929688,Embassy Suites by Hilton Tampa Downtown Convention Center,Tampa,FL,2.5,209,Hotel
9OdJWolZyiBOdXg6rng7Iw,0.0008882777669229996,The Jesse,Reno,NV,4.5,84,B&B
l-rGtJt0E7PAklT0IK7oFQ,0.0008873523108656214,Four Seasons Resort The Biltmore Santa Barbara,Santa Barbara,CA,4.5,508,Resort
yk66KO84ftPlTpdUnYJhdg,0.0008859508000138962,Honky Tonk Party Express,Nashville,TN,4.5,93,Hotel
Yp6Qp7SMtXBpACkSaKhssQ,0.0008832350093965001,Hotel St. Pierre,New Orleans,LA,3.5,219,Hotel
P0yKtQ4cFjNTY1X2CIdzBw,0.0008779145940069605,Grand Hyatt Tampa Bay,Tampa,FL,4.0,246,Hotel
yzZI_LxiioeRP_S2ktaPTQ,0.0008775468306800637,Enterprise Rent-A-Car,Tampa,FL,3.5,343,Hotel
fG9flmeg1XSukNdXnZaP5Q,0.0008772502774894444,Nashville Shores,Hermitage,TN,2.5,184,Hotel
3C0DE-nohNsQU-q7Y6Pmrw,0.0008754512760412227,The Last Hotel,St. Louis,MO,4.0,83,Hotel
bbQZwqg5mUVS8c0Exc6jHw,0.00087218165748806,Club Cal Neva,Reno,NV,3.0,283,Hotel
Qy8eNnWB1bTYnvRQ9jgOOQ,0.0008700044143651645,Le Meridien Philadelphia,Philadelphia,PA,3.5,305,Hotel
H4Rv_BQU7we_PZmzLAP4ng,0.00086596811411787,DoubleTree by Hilton Hotel Tampa Airport - Westshore,Tampa,FL,2.0,135,Hotel
hAZlcREMAHe0z9GbMX-Faw,0.0008611254397312456,Hyatt Centric French Quarter New Orleans,New Orleans,LA,4.0,260,Hotel
3NObha3nErUqtucmcnUP5A,0.0008603159039913003,Buzz Nola Bike Tours & Rentals,New Orleans,LA,5.0,222,Hotel
OevgFa-maNijC2anmt1_mQ,0.0008590717572468766,Holiday Inn Express Santa Barbara,Santa Barbara,CA,3.5,195,Hotel
YWDbZ8lPZDwZfSjcgJifeQ,0.0008586945934213376,The Westin Tampa Waterside,Tampa,FL,2.5,244,Hotel
K29f9OJYkbxgK5P5ZqUzqA,0.0008565799493649291,"Noelle, Nashville, a Tribute Portfolio Hotel",Nashville,TN,4.0,108,Hotel
_1vpS2id9Jmd1aki_VYcVg,0.0008562581366479477,Seven Corners,Carmel,IN,1.0,120,Hotel
xeRbOKTcZZvk6BI_YQ9Ipw,0.0008540946601355118,DoubleTree by Hilton Hotel New Orleans,New Orleans,LA,3.0,257,Hotel
2ari5VTz_0bGE7WnvBylbA,0.0008535407937674889,Avis Rent A Car,Philadelphia,PA,1.5,209,Hotel
AXinWDle4ZYGtkdwqkBETQ,0.0008523592016580888,Penrose Hotel,Philadelphia,PA,1.0,148,Hotel
rNsp7nrol14yPO5tv25Qfg,0.0008521230998901377,Chollar Mine Tours,Virginia City,NV,4.5,86,Hotel
no_6nhDezYA2T_EDk6beIw,0.0008477629968688044,Lazydays RV of Tucson,Tucson,AZ,3.0,127,Hotel
mmBwAe9q062vKWanRfoagQ,0.0008438883089430759,Free Tours By Foot,Philadelphia,PA,5.0,184,Hotel
Sa4XawsvhELaeL6-5-pGKg,0.0008415576373987255,La Playa Inn,Santa Barbara,CA,4.5,54,Hotel
2KWdqoTYBTpBq-Rlb4sR5w,0.0008412620476553765,Montecito Inn,Santa Barbara,CA,3.5,262,Hotel
9EYjOTfvKWKOpCh_WY_zLg,0.000839982130281097,Beachside Inn,Santa Barbara,CA,2.5,55,Hotel
elnmOdMKGQvAF9FoVXg6Eg,0.0008294180742709287,Wheel Fun Rentals - 24 E Mason St,Santa Barbara,CA,4.5,156,Hotel
klU8EyJ8Bp1g_HTIDkER2A,0.0008265577749893402,Brandon Nissan,Tampa,FL,3.0,148,Hotel
Bp2AWqJLBJoBjBwh85rDAw,0.0008262459531068118,Valley Forge Casino Resort,King Of Prussia,PA,2.0,289,Hotel
aoBQW6IKzgE-Hst2r_oAEg,0.0008239256476727492,Sports West Athletic Club,Reno,NV,2.5,121,Hotel
2rR0dcyydaleMzJGG6if8g,0.0008197559198404237,Thompson Nashville,Nashville,TN,4.0,129,Hotel
mfTyBrvx9uCTSPjmrl8PjA,0.0008196018147581065,Maison Dupuy Hotel,New Orleans,LA,3.5,290,Hotel
bzhZ5uKxTspCIopZ6YM7ig,0.0008140859647617516,Arizona Winery Tours,Oro Valley,AZ,5.0,61,Hotel
GsAZZE7i0qMVCcRcpKBQHg,0.0008124249210750475,Bordertown Casino and RV Resort,Reno,NV,3.5,144,Hotel
rjFGFcTduZ5wh-5pl1IbCg,0.0008119045805893777,Tours by Isabelle,New Orleans,LA,4.5,223,Hotel
BvGL0uHI5laa5hKIsnPbNQ,0.0008110721207779276,Inn At East Beach,Santa Barbara,CA,3.5,257,Hotel
OvWdL6MaF76gN7mi6RDg-w,0.0008087519212443566,Hyatt Place Nashville Downtown,Nashville,TN,4.0,177,Hotel
5skL69RhjE0byYLjyqVG5w,0.0008078934101582002,Santa Barbara Inn,Santa Barbara,CA,4.0,180,Hotel
ECmPXOHont5XlHp3zs4g4A,0.0008072527239611261,Spa Atlantis,Reno,NV,4.0,221,Resort
JglSBV9cZB_fb1Zqv_nvXg,0.0008058690099654524,JW Marriott New Orleans,New Orleans,LA,3.5,75,Hotel
L4YWgRkuREPakrJKojibaQ,0.0008057791646969383,Edge Hotel,Clearwater Beach,FL,3.0,99,Resort
nQDbvoKKcQap_CIfuAU72Q,0.0008050811775013288,The Buck Hotel by Ruhling,Feasterville Trevose,PA,3.0,144,Hotel
3j7HJaFsbSlf5flDJfoyGw,0.0008032346947758929,The Jung Hotel & Residences,New Orleans,LA,3.5,106,Hotel
1PoZ8XdISWJpvcEnlNyfgg,0.0008013870145467335,La Quinta Inn & Suites by Wyndham Santa Barbara Downtown,Santa Barbara,CA,3.5,180,Hotel
qQmdJFMWoDe2T2lbacBE8g,0.0008008403802920104,Best Western Plus Pepper Tree Inn,Santa Barbara,CA,3.5,210,Hotel
a7GH7t5cJy62O6IevecFkA,0.00080048551755349,Red Lion Hotel Boise Downtowner,Boise,ID,2.5,141,Hotel
hO3VKtvRYQgepQqPX9s0xg,0.0007993099628917647,Thrifty Car Rental,Philadelphia,PA,1.5,210,Hotel
82gwcD3UmhQ7uwNwkeNKTw,0.0007988504965182343,Santa Barbara Airport,Santa Barbara,CA,4.0,192,Hotel
mkXJKCb8bbaiqzY1MGzosw,0.0007979918223192931,The Riverside Hotel ,Boise,ID,3.5,168,Hotel
yi5VHfhTIPopCob2toQH8A,0.000796587715610613,Lotz Civil War House Museum,Franklin,TN,5.0,122,Hotel
vUTkL2n4AgWj8MZuXDblWA,0.000795176667350828,Spinners Revolving Roof-Top Lounge,St. Pete Beach,FL,3.5,177,Hotel
kuPgnP7jE6FmPx8C4fIs7w,0.0007941109743619395,The Cheshire,St. Louis,MO,3.0,205,Hotel
WC_0wcISjdbmWpgfuYspsw,0.0007936751157259891,Steamboat Hot Springs Healing Center & Spa,Reno,NV,4.0,172,Resort
0gJmDImte1jwNN3leCZmPA,0.0007928077760743105,ACE Rent a Car,Tampa,FL,2.0,188,Hotel
HVOHC7EyUMYdgV7S6kd0uQ,0.0007923493692012839,Delta Hotels Philadelphia Airport,Philadelphia,PA,2.0,207,Hotel
6huJ1Tk-QiLO6FVI-5cX4A,0.0007913288670074438,The Chase Park Plaza Royal Sonesta St. Louis,St. Louis,MO,3.0,256,Hotel
eiuYtZB62adMDVRkDyLQPw,0.0007899123664312731,Mangos Restaurant & Tiki Bar,North Redington Beach,FL,3.5,163,Hotel
96myvjjiQW8ZFp4LrE1gXQ,0.0007883451634375062,Westward Look Wyndham Grand Resort and Spa,Tucson,AZ,3.0,228,Hotel
4RrwqZwLnRe0Yhkv5_03fQ,0.0007877013126736264,Alamo Rent A Car,Tampa,FL,3.5,310,Hotel
xReVzv7-wMuWLEX_8XXtcQ,0.0007856766833838567,Sheraton Tucson Hotel & Suites,Tucson,AZ,2.5,179,Hotel
w4BzWRJ3xh0uRBvfqo28RA,0.0007848196530782334,Happy Hangar Cafe,Lutz,FL,4.0,143,Hotel
9m7AuWM973AxaiK0IK0oOQ,0.0007813802120413555,Croc Encounters,Tampa,FL,4.5,94,Hotel
o3hDZ2nv80tApZMNQw2aZA,0.000779397172168808,Ameristar Casino Resort Spa St. Charles,St. Charles,MO,3.0,200,Resort
DXDoeVULsKLb7LLyAfvuVg,0.0007767690843735488,Moxy Nashville Downtown,Nashville,TN,3.5,60,Hotel
7pDoY-1hdJLdUDreEs-azg,0.0007762822153394851,Big Cat Rescue,Tampa,FL,4.5,259,Hotel
jedIpexBYaF0p56Hc_Rlgg,0.0007752012411096124,Margaritaville Hotel,Nashville,TN,4.5,53,Hotel
rR2mWg0ybsUe5smIedz4Gg,0.0007747478463091726,Marriott St. Louis Grand,Saint Louis,MO,3.0,279,Hotel
8Wcq23GYmeFNnYotBtck7g,0.000774694616059145,Brew Bus Brewing,Tampa,FL,4.5,148,Hotel
7-js-chyskuWGRfHTeItXQ,0.0007745499514911988,Enterprise Rent-A-Car,Philadelphia,PA,3.5,290,Hotel
r_mSoVE4Foil8iZNmo8ZyQ,0.0007728856264112102,Hertz Rent A Car,Tampa,FL,2.0,252,Hotel
DlU5bGy4imZ5JzZYoQkdSg,0.0007725083460890554,College Hunks Hauling Junk & Moving - St Louis,Saint Louis,MO,4.0,139,Hotel
QYYFl1WJAGX4Ffuie5SvfQ,0.0007724807509201056,Get Up And Go Kayaking - Tampa Bay,St. Petersburg,FL,5.0,58,Hotel
KQG0_Ft5HUMFEA6l5HkB6w,0.000771105161728354,Camping World of Indianapolis,Greenwood,IN,2.0,101,Hotel
uzL7P5u-VGtf7bfq6WUlPA,0.0007663193348676507,Bob Evans,Nashville,TN,2.0,133,B&B
lzo5vrmcxGcsyPMaGrnQVg,0.0007648415132722374,Aloft Nashville West End,Nashville,TN,2.5,177,Hotel
5pjdRZ9BgW70S5TO2jQY7w,0.0007624675675609651,Tucson / Lazydays KOA,Tucson,AZ,4.5,101,Hotel
-Eyt2U9zfgp0Kqgj-CjPDg,0.0007619678701711084,Miraval Arizona Resort & Spa,Tucson,AZ,3.5,147,Resort
mIhTKiCFvASrx1IrNT6Ktw,0.000760788266194874,Ramada by Wyndham Santa Barbara,Santa Barbara,CA,3.0,216,Hotel
AjxhKYSbc1NrGOxAcqxb9w,0.0007598399385386287,Biden Welcome Center,Newark,DE,3.5,216,Hotel
WF3_i_Tly4U_-lxkiLBjKQ,0.0007593390612678882,Avis Rent-A-Car - Tampa Intl Airport,Tampa,FL,2.0,130,Hotel
X_OnAUXVGHjyWP9zoPVLTA,0.0007564728343273025,Megabus,Philadelphia,PA,2.0,415,Hotel
EAGJF3Tisg2NRX03oGkmDA,0.000755736803423577,St. Louis Cemetery No. 1,New Orleans,LA,4.0,152,Hotel
uYUsK2muRiy0ahFZchlVEw,0.0007541893112912972,Bourbon O Bar,New Orleans,LA,4.5,225,Hotel
OjXIRs2Gm4H6hWo4bC7Qvg,0.0007527731981557753,The Jazz Playhouse,New Orleans,LA,4.5,268,Hotel
9m6FEbg7mXTRf-H3u8ylmQ,0.0007506542934403541,Hilton St. Louis Downtown at the Arch,Saint Louis,MO,3.0,156,Hotel
A4fbwssaFFh60rNYjKGzag,0.0007488409593678953,Fabrika Fishtown,Philadelphia,PA,4.5,52,Inn
tW5RnGlu6KZN9m9M_Uvp9Q,0.0007476668503493695,Watson Chevrolet,Tucson,AZ,2.5,98,Hotel
9WV05QIvKDnYF2ljNfRWig,0.0007439968953479673,Plumsteadville Inn,Pipersville,PA,4.0,153,B&B
lkLTSknBEvbLGwwc1lQRlQ,0.0007433096556835769,Inn by the Harbor,Santa Barbara,CA,4.0,133,Hotel
goexJ699bcLWGtL0E1G_GA,0.0007428578852788756,The Alexander,Indianapolis,IN,4.0,204,Hotel
I2Yt74AzSQFfyQqgN7PSEg,0.0007409180314986455,Sheraton Indianapolis Hotel at Keystone Crossing,Indianapolis,IN,2.5,141,Hotel
lQwSrnzTxhssWHRGyq5rvQ,0.0007383089177571937,Wyndham Philadelphia Historic District,Philadelphia,PA,2.5,211,Hotel
wkf-hG_QWUbi6ZnB4uulIg,0.0007379168894880713,Elmwood Park Zoo,Norristown,PA,3.5,168,Hotel
_W9lITxMHNInaS2Lv2XoUw,0.0007356581258457539,Casa Del Mar Inn,Santa Barbara,CA,4.0,194,B&B
LqY3NrBE0trSnDj87KAn3A,0.0007355464195190204,Sandyland Reef Inn,Carpinteria,CA,2.0,130,Hotel
7h-gAKxe_KqA5EDGCT4C2A,0.0007351389534409602,Sheraton Indianapolis City Centre Hotel,Indianapolis,IN,3.0,191,Hotel
EaBgGhjd8rB9KVvCXKaiAw,0.0007347728565293108,Aloft Philadelphia Downtown,Philadelphia,PA,3.5,104,Hotel
P2jO2azzNejxzYymqgquNQ,0.0007323233787553749,South Tahoe Airporter,Reno,NV,3.0,140,Hotel
F-PAVUz3goZWYSbsuW8z4g,0.00073167993631073,Aloft New Orleans Downtown,New Orleans,LA,3.5,145,Hotel
z-U6eeQ4QszzXxS1fNuajQ,0.0007304498954189304,The Westin Tampa Bay,Tampa,FL,3.0,148,Hotel
GTNh2Jx56qE5kJSOVZxZlg,0.0007300948066915625,Cigar City Brewing,Tampa,FL,3.0,164,Hotel
kKfwRhExL-lwLFWF3aw3nQ,0.0007295464072609799,Omni Tucson National Resort,Tucson,AZ,3.0,201,Hotel
YxhdfdhRZjJHPFxaADnNVg,0.0007295093635038822,Conicelli Toyota of Conshohocken,Conshohocken,PA,3.0,142,Hotel
KsKXCCfAqSav1PnlyEreaA,0.0007291900652920556,Hilton Garden Inn New Orleans Convention Center,New Orleans,LA,3.0,146,Hotel
WzELkgG99ZNjwHXCed-2_g,0.0007280707038415773,Western Passport Center,Tucson,AZ,4.5,91,Hotel
EDRhPfxELquxtMOGuNKFTw,0.0007271346682572295,Pass-A-Grille Beach,Pass-a-Grille Beach,FL,4.5,152,Hotel
10rYSE_daLxtpuyoTsR-oQ,0.0007269119865859589,Cambria Hotel Nashville Downtown,Nashville,TN,3.5,81,Hotel
fla7uhSa82DyFTMxiO53ng,0.0007253078892726309,Four Points by Sheraton French Quarter,New Orleans,LA,3.5,206,Hotel
N_c2SBKMc1rmTyea75ONfw,0.0007245522720377493,Hotel St Marie,New Orleans,LA,3.5,275,Hotel
b6LAC6kEj3F7SgDzlVuCpg,0.0007243778472187579,Crowne Plaza Philadelphia-Cherry Hill,Cherry Hill,NJ,2.5,162,Resort
cFDP-1jlq2pa_BPjC-wd4g,0.0007231300920414842,Camping World of Meridian,Meridian,ID,2.5,115,Hotel
Tnjw1ykBy1INMWRJcZWhJw,0.0007219546394823649,Union Common,Nashville,TN,4.0,248,Hotel
qwmlqH4blnTNTFDhUaCBXw,0.0007179782641513467,Peddler's Village,Lahaska,PA,4.0,177,Hotel
w0CgQdZtjWBNPKUdg4Pqkw,0.0007177606932525203,Hutton Hotel,Nashville,TN,3.5,93,Hotel
5-HsdtO1r_9a3aqfwqy3BQ,0.0007172420911810927,Modern Hotel,Boise,ID,4.0,275,Hotel
LtN2TAcByTf4bCaNoV5Y1g,0.0007164623539023767,Hilton Nashville-Downtown,Nashville,TN,3.5,168,Hotel
7ksGJFAvz6UJa_QrcK8ZEg,0.0007146156665762788,Hotel Santa Barbara,Santa Barbara,CA,3.5,261,Hotel
Kg0gJ_3lGToLjuXrLY12Ng,0.0007144167378227769,Embassy Suites by Hilton Philadelphia Center City,Philadelphia,PA,2.5,293,Hotel
x_LqP9PzfKw3YVk2Gh6J6g,0.0007132103293610605,The Move Crew,New Castle,DE,4.0,105,Hotel
4xNBm3oGqSryXvvl2X3TuQ,0.0007127498910292909,Shephard's Ocean Flame,Clearwater Beach,FL,3.0,254,Resort
m0dBq-YzfRbRsN4aJF5MIA,0.0007119009818814818,Charlie's Steak House,New Orleans,LA,3.5,156,Hotel
kvceM9fDRbJrTzJyxWhZpg,0.0007108841494034026,Avalon Inn,Saint Petersburg,FL,4.5,99,Hotel
Ki3yUpFcqvKORGh2b6fDew,0.0007108432488949172,Bish's RV of Meridian,Meridian,ID,3.5,75,Hotel
o5w6WfzeqpP8S_ewvy_pMA,0.0007098443756061429,Marina Beach Motel,Santa Barbara,CA,4.5,135,Hotel
m3YaaSd7UFH7f0skHO2ISg,0.000709675437471878,Calypso Queen Tropical Cruise,Clearwater,FL,3.5,111,Hotel
HsBN0LiWQnbcltRIOWOslg,0.0007084470195968061,The Windsor Suites,Philadelphia,PA,3.5,172,Hotel
pxs5hGio_GZALqhDIz-M-g,0.0007082228382028048,"Fenway Hotel, Autograph Collection",Dunedin,FL,4.0,80,Hotel
stJax2pMd3PVBbHZthlOdg,0.0007078257030203553,Hertz Rent A Car,St Louis,MO,2.0,182,Hotel
uVg0HssgFzvRU1xd_h6V6w,0.0007067770059690064,Fairlane Hotel,Nashville,TN,4.5,72,Hotel
M8gwsko2Sd1umZ_mv770vg,0.0007054154152010385,Holston House,Nashville,TN,3.5,85,Hotel
ACTZLHIiEZRNhmnnckRHTA,0.0007040965728207993,St Pete-Clearwater International Airport - PIE,Clearwater,FL,3.5,150,Hotel
QBiNLoutKIgS6lzGks-50A,0.0007038123429002011,Bilmar Beach Resort,Treasure Island,FL,3.5,130,Resort
rtx99T9WseyVjw59LWrG-Q,0.000703571491550016,DoubleTree Beach Resort by Hilton Hotel Tampa Bay,North Redington Beach,FL,3.5,156,Resort
4ePmqbV4Gggp1G8m7mCEuA,0.0007020371848005871,Hertz Rent a Car,Nashville,TN,2.0,178,Hotel
jX1kNhinDzathM9gLumIjA,0.0006995876479645916,"Brisas Del Mar, Inn at the Beach",Santa Barbara,CA,4.5,194,Hotel
GSOu9eugfZRtCndhMSEiNQ,0.0006994049850610718,Best Western Plus Santa Barbara,Santa Barbara,CA,3.5,177,Hotel
DVL9mc_UTAmMqHAsfBvZfg,0.0006988406283687878,"Q&C HotelBar New Orleans, Autograph Collection®",New Orleans,LA,4.0,120,Hotel
TsZEKqs0wzP3WHnPkV0Eig,0.0006983006633894756,Hotel Indigo Nashville,Nashville,TN,3.5,193,Resort
8NSzJSdgt1IMkTdA2Cf65g,0.0006955454908743719,Q&C Hotel,New Orleans,LA,4.0,233,Hotel
uA65fNR33daws3d2SoEvIA,0.0006946854014713872,The Hermitage Hotel,Nashville,TN,4.5,206,Hotel
ZBL2sGJCI-oHHjwo17WWng,0.0006938522354040297,AC Hotel by Marriott New Orleans French Quarter,New Orleans,LA,3.5,177,Hotel
r927Gq5XfO1lCPkbhc83_A,0.0006935583781765619,Motel 6,Reno,NV,2.0,96,Hotel
uK0rzqteCVdcpy9FXW3EFg,0.0006929160343934811,Spirit Airlines,Kenner,LA,1.5,143,Hotel
toEYTrafM81UMo2GyCSxFw,0.0006917844938176671,Cambria Hotel Philadelphia Downtown Center City,Philadelphia,PA,3.5,84,Hotel
JKR09pJneafnwpUg0FNEzw,0.0006905126930287836,Hilton Garden Inn Philadelphia Center City,Philadelphia,PA,3.0,237,Hotel
w7AqAGhGX-zlCM-pVdXntA,0.0006894497137944312,Ironworks Hotel Indianapolis,Indianapolis,IN,4.5,83,Hotel
kfqgGm2hJUj4NXEkkk1qIA,0.0006891403414939596,Indianapolis Motor Speedway,Indianapolis,IN,4.5,214,Hotel
J86LJtszDf3saL0B51W_xw,0.0006870336243082416,Holiday Inn Express & Suites Carpinteria,Carpinteria,CA,3.5,149,Hotel
zJErbOQMKX-MwHs_ulV7DA,0.0006868477923234238,Philadelphia Marriott Old City,Philadelphia,PA,3.0,217,Hotel
R-FCQ9R0emv37lMJt4hN9Q,0.0006851377754359023,The Westin St. Louis,Saint Louis,MO,3.5,235,Hotel
41VRaFKM_6EaBX7eiM5dog,0.0006847555429111223,Ramada by Wyndham Reno Hotel and Casino,Reno,NV,2.0,239,Hotel
Gq0uY-nzwgHjlTGLSogKGg,0.0006827919513636215,Omni Severin Hotel,Indianapolis,IN,3.5,202,Hotel
3LYKr4nbBVcNUlC4QelSfA,0.0006821316224312781,215 Get A Cab,Philadelphia,PA,2.0,112,Hotel
L6HZpnV4UAyPJWxApKjSzg,0.0006807295959129088,Budget Car Rental,Tampa,FL,1.5,141,Hotel
trOD5OIN83lD21DnqWy2QA,0.0006803797825660324,Lambertville Station,Lambertville,NJ,4.0,122,Hotel
OqG-r8_91lZMJ_QxUP5RCA,0.0006796821498864515,Holiday Inn Express Nashville Downtown Conf Ctr,Nashville,TN,2.5,158,Hotel
9rBBukqUuhHQfh4_1V3vhw,0.0006795245142328489,Dollar Rent A Car,Tampa,FL,1.5,219,Hotel
WWAMlOhMaD8df2clXWcTPQ,0.0006790789601620704,"The Troubadour Hotel New Orleans, Tapestry Collection by Hilton",New Orleans,LA,3.5,121,Hotel
QCPhg4xl22h2IuCKGmkaNw,0.0006789390101576601,City Place Hotel,St. Louis,MO,1.5,150,Hotel
5jY7Bm7ELIptRsVyY9xSTA,0.0006781469748664334,Reno-Sparks Cab Co,Reno,NV,2.0,94,Hotel
w37sJQmXgGzRK6MCackIyw,0.0006777724063724842,Seaside Inn & Suites,Clearwater,FL,1.5,69,Hotel
_QohBRBxWuwlIUuHj5_fZQ,0.0006753743807892901,Fess Parker's DoubleTree Resort,Santa Barbara,CA,3.0,692,Hotel
