yelp_business_id,friend_checkin_count,fof_checkin_count,social_unique_visitors,social_diversity_index,mean_bridge_confidence
5tZJaEsvEDowvbAtL8Jfig,4.5545,3.9066,2,1.0986,0.253
Q4PsKtbnsRlccjs2C-oMng,4.5422,9.3451,7,2.0794,0.2523
XDJn1OQeu9IRZCEiGvmYzQ,4.5414,9.32,5,1.7918,0.2785
ItgkjSjo5rXmnBH3Vww_Xg,4.5312,1.6576,1,0.6931,0.2266
MzBXuXfCZi2VJ-ZKPAfdvw,4.5312,0.9634,1,0.6931,0.2266
2K75poiMupFTvpQq5REWTA,4.5308,8.7752,4,1.6094,0.2199
SKuJ1RAVcqpKMPa21DLt8w,4.5249,1.9018,2,1.0986,0.2514
BmRiZG7YUTQ1lfK61J6zLA,4.5076,13.3094,5,1.7918,0.2624
z5BtMgsnlFU8j30JrHf8QA,4.5,19.8282,1,0.6931,0.225
_C7QiQQc47AOEv4PE3Kong,4.4967,13.4078,6,1.9459,0.2647
nR5YybQrv7P62jd_oP5p7g,4.469,7.2038,5,1.7918,0.2352
ud_HS1sBJ1XgOOxqHukkww,4.4649,5.1594,2,1.0986,0.2246
j8JOZvfeHEfUWq3gEz6ABQ,4.4585,10.4647,6,1.9459,0.282
3bZADX_g9efvqGXaAY7Kbg,4.4262,19.556,1,0.6931,0.2459
cCMYCWvvYFQbAbEY4Gnrxg,4.4227,17.8356,3,1.3863,0.264
iNiAJAtsbV5xOQGRtce-NQ,4.4079,33.9731,6,1.9459,0.2449
zK3Oz5jc1wWFZ10XwV4fiQ,4.4029,1.1512,3,1.3863,0.2607
7evVLlKovx8DV4CfqJgXww,4.3808,11.914,3,1.3863,0.2306
Qn520DfJjI7CHIIFP_mPjA,4.3749,1.9018,1,0.6931,0.2573
LuD8Ci-eTKyYnaLv9frAag,4.3749,1.9018,1,0.6931,0.2573
nYatqvA8fMP96S-WT-WFdg,4.3654,5.4731,2,1.0986,0.2183
OFzOce5dfz1BgayT33KtjA,4.339,1.537,3,1.3863,0.2827
688sqo63oc2y535vI2UbhQ,4.3328,5.9989,2,1.0986,0.2905
AlH5V97JSAu7AL_xdibMIg,4.3133,16.0115,5,1.7918,0.2115
wbLXXbI-T6Av71i9AoiZRQ,4.3064,8.4804,5,1.7918,0.2434
nahN-ApZQZlfg3-q-Jai1A,4.3044,3.5258,1,0.6931,0.2152
q6ZWTck4tagoc3pyZL9buw,4.2758,4.9147,1,0.6931,0.2851
1JPQaMkBHjTS7tnyc7vAWw,4.2758,4.9147,1,0.6931,0.2851
q1whmG4Jdift2yL5nSJR_Q,4.2733,4.3183,3,1.3863,0.2249
-K_FDDqmOt6hJLTOPgpnlA,4.2537,3.6901,3,1.3863,0.2687
0eP5RJNSsSYdPvUY3ZbTvw,4.2479,13.7088,8,2.1972,0.2929
-5UQGwUZWUhPi5pJlcwEYA,4.246,5.0084,2,1.0986,0.2231
2qHkwqao9GyxnDXHzCv4JA,4.2295,12.0988,4,1.6094,0.282
oApZNJtRz5TYSQq4eshsSw,4.229,7.0004,3,1.3863,0.2634
VVHfqUeYyAA9FEsH-6PI2A,4.2217,5.7057,3,1.3863,0.2485
YDfQlJKpocV51jCL5Eavrw,4.2206,9.3352,3,1.3863,0.2237
uZsStnH9w2xY15og9VsQZA,4.2131,13.1529,3,1.3863,0.2217
_rLyUxKd3oIi-bZPSzottg,4.2127,7.3984,3,1.3863,0.2217
yPxNNSmPHKO3m_kq53D4Jg,4.2068,14.312,3,1.3863,0.2804
8iW9nmiG1EcfhWdmfbAuGw,4.2,1.155,1,0.6931,0.6
MUBk0fgk0ViHwEiNnRitWA,4.1967,3.609,3,1.3863,0.2623
2pjrY3JvBJoB91n1-ayTLw,4.1946,11.6671,3,1.3863,0.2798
w5FjaN7TdoduMUD0CYYD8g,4.1945,8.6815,2,1.0986,0.2543
gSLWjGwRqXSq5HzsoP183g,4.1828,10.4135,2,1.0986,0.2236
q5AbgnNJdCEZBqImP3kOuw,4.1654,7.2141,2,1.0986,0.2317
S_9YbiMLXILvAGojZ1mKRw,4.16,6.6871,1,0.6931,0.26
zFcE7bQ2oDfwpPgl_PxOTA,4.146,13.0196,4,1.6094,0.2109
JVdRFZ0fZmd36f-s3FtS5A,4.1429,6.1572,2,1.0986,0.2458
ZgmEBmGQbSHj8YZgN2pPLQ,4.1275,7.1526,5,1.7918,0.3032
p6vv_4zOjIEweianfq78yQ,4.096,12.5912,2,1.0986,0.2276
uiVFEAmfCmUkJ0ESEU5OmA,4.086,9.4808,2,1.0986,0.2086
ZIfvFrdyT1L9mS-NpGhuMA,4.0777,10.0224,8,2.1972,0.2878
fOhnSqmO4XY5vSI8whVKSA,4.0684,18.4596,3,1.3863,0.2486
2S_CEQYBbp8RO1bJm_1mng,4.0662,6.8218,4,1.6094,0.2259
g6ksRl9phOuyJBw6RhuxDQ,4.0583,8.1056,2,1.0986,0.2109
BxtiMqwciL7Yf7W8qKrN1g,4.0456,5.6904,1,0.6931,0.2248
wMVOVVLAUsKaktQPtj5vlw,4.0336,0.7103,2,1.0986,0.2918
2Rsi5vCf2MXjwTKl-Gtz7A,4.0257,4.2118,4,1.6094,0.2688
d3dw3YihB3WuU1Sb_i74-w,3.9899,5.5168,4,1.6094,0.2347
Ld3qgGua7MqrFnZY8AIo0A,3.9814,3.0954,4,1.6094,0.2488
GdLJIhP0BSI-wSACyUribg,3.9801,10.8751,5,1.7918,0.2224
cpsdgiE7hmOw8UtymGTkCQ,3.9731,10.6232,5,1.7918,0.2641
q2gRx1K1mbk6zHV4ZOCChQ,3.9545,9.5272,5,1.7918,0.2326
h8h1QvEQruTkBI50NlWsyA,3.9432,2.4165,2,1.0986,0.2629
aAj8lBJmVvf-Pe2Vzmbh_g,3.9409,9.8281,2,1.0986,0.2189
lnT7jlgdGpn-vppgToIDCg,3.94,4.9913,2,1.0986,0.2284
dLE_UPVDhz_semNRNSNxGg,3.9348,17.335,2,1.0986,0.2249
-6kIZWnXPuDC6JiQJ-A1fg,3.9155,2.5832,3,1.3863,0.261
9nkYaCQRyO0fi8SrXDFhGw,3.8959,1.5275,2,1.0986,0.2486
VvfvtuVehnBOn6AeQvovZg,3.8926,7.7515,3,1.3863,0.2513
6JLxX4zuBC-F-zkx995NYw,3.8892,5.2057,6,1.9459,0.2161
SJEtfe8kL60bh3D40KTRMw,3.8794,5.398,2,1.0986,0.2586
RL1mug4X2HghyPZwkd8lSA,3.8675,7.394,4,1.6094,0.2762
9fy2D4yZtve4Zb6SKLlJhQ,3.8648,2.6677,2,1.0986,0.2436
X3EWeF5S6S2BHE4imhba0A,3.8622,0.7103,1,0.6931,0.3219
B8ymWjJT4EA8UzaFaiC0pQ,3.8476,5.3188,3,1.3863,0.2565
qXcRu-FIVzlbkyrg1HVAPg,3.8419,3.9675,3,1.3863,0.2561
IJjpo6_n4nZWG25kDIFfBA,3.8383,2.6734,2,1.0986,0.2399
E4G-vk-ur7SdmOSHcum7aw,3.8356,5.4285,4,1.6094,0.2489
3z6NoBqJ1JbVId7vxRcBfw,3.8223,5.5425,7,2.0794,0.2389
PPyawYLWYksePybbGmlpMw,3.8154,6.8961,1,0.6931,0.2544
dS1kSy0qBqi2zP6WkHVO4g,3.8121,2.4664,3,1.3863,0.2242
_jq-6kt_DW1SLeeXdvXcwg,3.8074,5.9136,6,1.9459,0.238
JlxvJPucR0TygeXiIYtrBg,3.8045,5.4562,3,1.3863,0.2584
Hr6aM0s-woIJaW6DJSbvNQ,3.8034,6.9399,4,1.6094,0.2278
ozvuAWFQf528aHHOnrM0yw,3.8017,16.5155,6,1.9459,0.2001
M1hsyjJDdQQeNP164FJ1pA,3.8014,8.0967,5,1.7918,0.2394
LiENf54-IvO7aSSI_-j_Qg,3.7873,2.7348,3,1.3863,0.2705
eTKbC1ixChJvOgGnyQHYQw,3.7805,3.2616,2,1.0986,0.2224
JgBdKjE8cCB4eWRtRDGeVQ,3.7533,7.292,5,1.7918,0.2502
cKSGrUPLEMTcA8oiIDn_RA,3.7381,2.6169,5,1.7918,0.2875
_RTpa-9N1RW58StUeco9jA,3.7339,8.985,3,1.3863,0.2196
AoFrYmTcO0tk8yktsQaVjQ,3.725,6.4695,5,1.7918,0.2661
yknrZPcoy2mvZKJPiVKKZg,3.7215,8.9983,1,0.6931,0.2067
jVJH1KfitQi87MYMh6vyMg,3.72,10.0574,2,1.0986,0.328
XAAHadX1iU-ueAMPWZ--_A,3.7125,9.1113,2,1.0986,0.2475
NRe9ab3HAlXHI1Le4mznlQ,3.68,3.7687,1,0.6931,0.23
140trrDRmr0oKHY_AmVmyA,3.6778,3.4582,4,1.6094,0.2627
BGLwAUo3603af9_Wd06PBw,3.6677,8.7359,4,1.6094,0.2292
l9vdM2DtlJo3EYpxgW-efQ,3.6617,6.8494,2,1.0986,0.2616
cdZf-iYQRy5D18gTM95aew,3.6531,2.5082,2,1.0986,0.281
U_qJFLZ_iGCfy8R3gO8JVw,3.6273,9.0682,4,1.6094,0.237
GCCWrGIxEYXaeq1orbKbtA,3.62,11.1552,3,1.3863,0.2345
4RnSN4oamiATCEpEI3UHlQ,3.6194,10.1704,1,0.6931,0.2011
0THt7q5pk6FBVYjeGsITaA,3.6112,5.9321,1,0.6931,0.2257
Am6LrTyW0ijOfeGzFc7hTQ,3.6,13.3637,1,0.6931,0.6
VHAfSIxcdmpQOTD0_ofbfw,3.5872,2.9847,2,1.0986,0.2143
WbCCGpq_XIr-2_jSXISZKQ,3.5861,2.3559,3,1.3863,0.2241
vVfP0O7SvcBphLYQ6CFNKg,3.5839,4.6205,1,0.6931,0.256
LImOqXSWUq-E_eNZhTUzmQ,3.5839,4.6205,1,0.6931,0.256
T57pARC36apZzr3CSCs4-w,3.5839,4.6205,1,0.6931,0.256
FSvFk1lWR0YBYP_-L_iLTQ,3.58,12.8594,3,1.3863,0.284
Vw46E6YppJGCkyzbJFDysA,3.5772,1.7305,1,0.6931,0.2752
Z8pEgdG6ZNlwokhUbtP2UA,3.5661,4.1839,1,0.6931,0.2972
KPrBsp9sdwwnnPNAbaEj3A,3.5596,8.0732,1,0.6931,0.2373
7Vy1FHvdD22nzEB6zfaUFQ,3.5596,8.0732,1,0.6931,0.2373
Fg0vS_HDz2kAJt3Q_VZodA,3.5484,0.3712,3,1.3863,0.2166
OwSQF9WCbQf1Kvk0HzmEcg,3.5474,1.2928,2,1.0986,0.1914
v1GCQz7ZsntWI-GlGPpvqg,3.5378,5.1105,6,1.9459,0.2155
zDhI72O4RGfivPdObgCE-g,3.5318,11.1335,2,1.0986,0.2479
fusQg9Pj0xUC8CzbO2IHrA,3.5216,16.279,5,1.7918,0.22
8qKf5NDwfkZvO0K1vGOCMA,3.52,11.2536,1,0.6931,0.2933
3CFVBCfjdCvESS1ogBv21A,3.4992,11.2198,2,1.0986,0.2187
9740uBf31ch5X6A2ALTOjw,3.49,5.8407,3,1.3863,0.2229
L2q7MQFaDfe2jEXQ5-ApRQ,3.4844,2.9965,2,1.0986,0.2685
MQXOzhLEF-SV4azYDlOLeg,3.4806,1.484,4,1.6094,0.2348
jSVsnc4xGx2Zg0WLmGZOhw,3.4484,2.5429,5,1.7918,0.2653
oS63SUu_3RxmWc94_K164A,3.4414,1.9814,2,1.0986,0.1871
90LsqLbaoQpz_xNbSQsCFA,3.4242,4.7398,4,1.6094,0.3483
THjxjpvGXr4zizKCj5WSkg,3.4224,9.9277,6,1.9459,0.332
gjALduh0HJg-xMHMm0Uz0Q,3.4222,8.1206,3,1.3863,0.2444
MeKViQKZmx6kL95MIk8cpA,3.4164,9.6046,3,1.3863,0.2303
H9fkf4Xkj_j7Zxs1FmY58Q,3.4157,6.9917,5,1.7918,0.2177
8s1uT8dyBEUwTNeHoZntMg,3.4156,8.0957,2,1.0986,0.2275
AZVvhj1c3OF-SMSpe9M3bA,3.3984,0.7225,1,0.6931,0.2266
WO0XzkChXtlYjzXSl4My8g,3.3959,10.0491,5,1.7918,0.2264
Y9Ad24VizQQwGCPSpZAzTA,3.3861,2.2594,2,1.0986,0.2257
6fqL0jlPqhj0j_--hF3HWg,3.3834,15.789,2,1.0986,0.2177
ODJi28l49yt15sEYqwE6Nw,3.3805,4.7987,6,1.9459,0.2078
4dTLWrSe0GN_GrMZ1uAZwA,3.38,8.5705,4,1.6094,0.2486
UdJmsKwBvkHADwr8imRxNQ,3.3726,43.3726,2,1.0986,0.1766
TZw1VM4-B6HLS0ZPXs-hHQ,3.36,8.9947,3,1.3863,0.4267
55ve4cBxbUH0r-EcWnBrCQ,3.3564,5.0054,3,1.3863,0.2582
Zz8Fq463yHTAg9KXBrMb3g,3.3476,2.7673,1,0.6931,0.2391
70E58j2K8HW6b7lH8WgV7Q,3.3476,2.7673,1,0.6931,0.2391
71auHh4HQ4U-MFdaajahhQ,3.3456,6.8235,2,1.0986,0.223
6z3n9bxWvYWDEcrvuahjtA,3.343,11.4337,1,0.6931,0.2786
D3_topdyHpAyq-zlEZ_BEg,3.343,11.4337,1,0.6931,0.2786
PGCWN8JYSFoNAOqIFwTJUA,3.321,5.9989,2,1.0986,0.2172
b31BKAJuyGX6GHV0J9T6hA,3.3166,1.8503,1,0.6931,0.2073
ma0KVMVks8hIqPImuc66dg,3.3166,1.8503,1,0.6931,0.2073
MHsMbByOxXxc3PZbLpcJTA,3.3096,1.1542,1,0.6931,0.2758
mQMbauPrkRVUTdNu3M3WTg,3.3078,4.0015,3,1.3863,0.2756
H2ES2RwZWnCCT6VB0ywYTQ,3.2998,0.882,1,0.6931,0.2357
Y9QwSBlJ8DRvde-udRp2yQ,3.2857,0.8957,1,0.6931,0.2738
jEmVRjVlUJd0uqkf2bXRvw,3.2857,0.8957,1,0.6931,0.2738
J96Q1F6TamXl5FCp4wDeoA,3.2857,0.8957,1,0.6931,0.2738
VgTkfTRzZHAoc1uFMjcVcw,3.2857,0.8957,1,0.6931,0.2738
DTe6RHn2XsyykSwbWjf2ZA,3.2793,15.073,5,1.7918,0.1926
tGK86wEGgZoCFGdC9FiYtA,3.2791,4.601,3,1.3863,0.2271
jIfRcC9Vd_bz66nVsoEMzA,3.2583,5.9876,3,1.3863,0.2658
VMTWMirqa-pOA2ZGehx-zQ,3.2556,6.8467,2,1.0986,0.2325
TV81bpCQ6p6o4Hau5hk-zw,3.2537,6.1352,3,1.3863,0.2402
mBcvp7NarEQEviJyRiX23Q,3.2528,9.701,4,1.6094,0.2725
GyC36Pn0Q1-qHnqXys6yFg,3.2512,7.463,7,2.0794,0.2312
3VvZpyRMg5p3nH2-iK3-Vg,3.2446,4.8777,3,1.3863,0.2496
ddOSzwvJSdM8inofl-ybdw,3.24,12.5642,1,0.6931,0.27
QZvzhSY2yNBWwSv7JVYy3w,3.239,6.9265,6,1.9459,0.2518
AfassS1QI0DHsqwuof9-lA,3.2327,3.4658,5,1.7918,0.2694
5Kc27CAbwuteaU4j6rKsYQ,3.2306,3.7874,2,1.0986,0.2485
mhrW9O0O5hXGXGnEYBVoag,3.2296,8.1263,7,2.0794,0.2484
p-fhonb6j6mudhWE0oxCZQ,3.2283,2.6444,1,0.6931,0.2152
xQblY1vBHV8Fp3Xdi3rDcw,3.201,11.828,4,1.6094,0.2222
v9D3inGP2LaibM0VMufaXg,3.2,16.0762,1,0.6931,0.2667
U50T86i8wyNWGWxsP7GIRw,3.1986,2.0401,1,0.6931,0.2908
mU_iRT-NtND82T6xar7UxQ,3.1886,2.1397,2,1.0986,0.242
TjWKL-0U5AHZ7AQOsrP0Ew,3.1842,9.355,4,1.6094,0.2895
RL6BaK196Scg2DEY3Uc1AQ,3.1791,9.7667,5,1.7918,0.2462
5H4HKjJU5KGKe0Nx8n5Ssw,3.1707,2.1111,1,0.6931,0.2265
Dl3aL50yuZmP1d4ucjHQWA,3.1707,2.1111,1,0.6931,0.2265
ejEfdVaby6WbpB1XXlq2PQ,3.1707,2.1111,1,0.6931,0.2265
34x_Rkwd4UAcKuHyJui0sg,3.1686,11.7904,2,1.0986,0.2308
jQ09RR5RkR8BhsDryvfL7Q,3.1641,6.2301,4,1.6094,0.2303
QCZD4h64f1QbTMn0MT-i5A,3.1634,7.3644,6,1.9459,0.2246
e75wnGhnZfGajDXXpY-UNg,3.1598,4.9701,1,0.6931,0.2257
pyC19rtFOuoicvkgk6VcNg,3.1568,2.0417,2,1.0986,0.2553
Im203DgoWCdkAx1qEY7DgA,3.1498,1.2908,4,1.6094,0.2499
9SVub2VmfgMmyqe3KQh3bA,3.127,7.3879,2,1.0986,0.2234
vpQWbT7ZKcHMVKxEVR8Cuw,3.1225,3.79,8,2.1972,0.241
LNub5sLyBNl3DRQnqcAtFg,3.1113,1.8883,3,1.3863,0.2408
OUgzQOQJR6N5mTeOmRyNuA,3.1082,9.7679,2,1.0986,0.2124
oQ1RYrpB4Vf821L-LXg-eQ,3.098,5.2043,4,1.6094,0.2816
ppqy2ZngsnYbp9e3qXGz-w,3.0871,6.351,5,1.7918,0.2573
Qmrw1chFGn3skbWFEyxYCQ,3.0864,1.9,3,1.3863,0.2572
VlU01R6Q9NvjM4DEMqys9Q,3.0762,12.1848,2,1.0986,0.2191
8XbFkEQLu_R_rakkMlQgLA,3.0627,7.1921,7,2.0794,0.1853
Iy_TKazJDFzKziuGedhz1w,3.0564,2.2403,1,0.6931,0.2779
Zq6Na5GXLhDK5ryeE5LVXw,3.0564,2.2403,1,0.6931,0.2779
fDMEHZ_0UqQF3CJGYmq4Kg,3.056,10.9195,1,0.6931,0.2183
tpRq4aqOh_PqqTL-NoeC4w,3.056,12.967,1,0.6931,0.2183
E0IxO4Z5WVqTtljG8fYhUg,3.056,10.9195,1,0.6931,0.2183
UUOOjXAyk7dBpwTtKCnwyg,3.0553,4.7112,3,1.3863,0.235
wCxiDaOI0LVWdqUEWoPv_A,3.0551,6.4252,2,1.0986,0.2714
KMm3o506ue6E6sQuRtsyyg,3.0317,2.0237,3,1.3863,0.2552
3eJlEkRmcJODPMOp-cJkcA,3.0264,7.4231,2,1.0986,0.2269
0ghzROkZWKWwQKDt1fkPAQ,3.0127,6.476,2,1.0986,0.2215
BTblqXsOHMXjcgcYkdzuqg,3.0093,4.0448,1,0.6931,0.2006
fbSJAh28V9BuriO7VlO2nA,3.005,3.392,2,1.0986,0.2732
jHeT7dodT4fN1SD3QEFoAA,3.0046,2.4372,2,1.0986,0.2731
DeWn3Uv2DucZZvATXmfKNg,3.003,1.325,1,0.6931,0.2145
Xjf6tgajD3-UuE1i_OkEgQ,3.0,11.0533,1,0.6931,0.25
QUm7JCEnlanMndUSzyDVLQ,3.0,0.825,1,0.6931,0.6
Ac0W0fBY0WRQ8LqdCRXUAQ,2.9962,3.3327,1,0.6931,0.214
yKarWmPOUnvXRqLxX7seZQ,2.9914,4.7383,3,1.3863,0.2219
7hpUoYdAVToZXwuPRgoqdA,2.9862,4.4642,3,1.3863,0.274
tby3T0KtzXaWK50HRp51TQ,2.9853,2.4506,1,0.6931,0.2488
KzGXMHnlrknUhEjNyD8yZQ,2.956,7.5498,3,1.3863,0.2274
srPwdMyFdHxvRkG9P_sRDA,2.9461,6.283,5,1.7918,0.2455
_LOJW0XkOpj4O348GVRDeQ,2.9456,4.1704,4,1.6094,0.3408
mt2fNZpZAd-PU99aK6wf9A,2.9452,16.2838,3,1.3863,0.2454
E7RtIisUoRMcADSebBgNAA,2.9444,10.8737,2,1.0986,0.2454
HG65cexT3IPHm7j_LDQXgQ,2.9428,20.3083,4,1.6094,0.2491
YsSuPUOfXROlB76QwZlfpQ,2.9378,8.4798,1,0.6931,0.226
9jrRpsMk6kTjQn9_KTrz1Q,2.9378,8.4798,1,0.6931,0.226
8Aavn4p0d-OX3GtHcLnGgQ,2.9378,8.4798,1,0.6931,0.226
hFilH9rDQKjGlNm3Go0ifg,2.9378,8.4798,1,0.6931,0.226
ExfSwwCB1zQ6ZGd_UQ4wYQ,2.9376,7.6643,3,1.3863,0.217
yTY4Mtn9eNUj35mj452DMQ,2.936,6.8348,3,1.3863,0.1879
n-5-2zknLdeZjL7KLOnhrA,2.9267,2.7197,2,1.0986,0.2251
CQfIbhfIufT5M2BMYyeYTw,2.9267,2.7197,2,1.0986,0.2251
EyOva59wt7KBAhGknIcDlA,2.9242,2.1383,2,1.0986,0.28
OvJgitvCHMgmLuoW97kzfw,2.9227,4.5763,2,1.0986,0.2248
VCeHJ1tRUVi7Vn6nPMtGFA,2.9206,13.897,3,1.3863,0.2007
_jRB9wKomaO1W3tfA1sX_Q,2.9185,5.568,4,1.6094,0.2798
GxuxCctcz3Hyk0wnuly7vQ,2.912,8.7163,2,1.0986,0.2427
TzkVUJab9Sh0CqDk2sCF-w,2.9119,6.7416,2,1.0986,0.2427
EaGQz-Y2aAdfrn1XXgjJ6A,2.9106,8.3239,3,1.3863,0.2646
7jNNSKeFFJGOz3oW4J0VuA,2.9014,0.8413,3,1.3863,0.2005
_-337VZauaJhDksxgB4aFA,2.9014,4.6572,3,1.3863,0.2238
dAcG8wthEtwvlAU0i3MxaA,2.8938,11.135,2,1.0986,0.2249
avU9zVU9IqhBO3vdBtGzHQ,2.8848,1.2859,1,0.6931,0.2404
3WU1ZobAqXQ07xYoKE2Vyg,2.88,8.5829,3,1.3863,0.3486
xHot_pXfqnrUKtcDPJtKZw,2.8768,2.0692,2,1.0986,0.3196
KR3JxgQ4ZhcqUC6aNsUCEA,2.8682,4.2529,3,1.3863,0.2192
eRnCmPc6TTbNK-Zs0jgYPA,2.8607,1.0033,2,1.0986,0.2344
UiZ2-Zq1SqZAC5HnfNNZFA,2.855,1.8996,1,0.6931,0.2855
kyd5D7dAtMU5qlTJisPQ8Q,2.855,1.8996,1,0.6931,0.2855
bkL4HRxcVR50qiZza_xrew,2.855,1.8996,1,0.6931,0.2855
_gVyuTRb_6HM-SNtqbpevQ,2.8542,10.082,3,1.3863,0.2196
vh6YOciEM3M4zi2FGp-b5Q,2.8497,2.4032,5,1.7918,0.2381
7glfum-JcIAjxD5fJ92Wig,2.8316,5.6159,3,1.3863,0.2535
G4sLH98DHyejB5RcDljaFQ,2.8287,9.0818,6,1.9459,0.2107
5RvGRnsQGVqh0FM6ij3GiA,2.8239,4.2599,3,1.3863,0.2351
HC0g0xOuGDqn1jCCMctu8w,2.8211,6.995,2,1.0986,0.2565
LGYIhGqbYakMMdsn_GCzJg,2.8111,4.7966,4,1.6094,0.2343
j4S77MajsNN7HV-Ei0YGMg,2.8097,1.5877,2,1.0986,0.214
zobY3ws9R2pgbcP0gOImcg,2.8051,5.736,3,1.3863,0.255
sjl5yn2tqswhZm33L4xImA,2.8046,3.9025,2,1.0986,0.2136
BbnL_wJLB-EHvFx0dXuAjg,2.7975,2.6119,4,1.6094,0.2798
0KEMPs7BD_WHI6zGpDcKjw,2.7905,2.6881,2,1.0986,0.3101
yeTuU8u0aB1ujmofhDUGxg,2.7847,3.5011,2,1.0986,0.2321
7y1zIK1ZtkkGIKeRUobThg,2.7642,2.0148,2,1.0986,0.2303
WZM-G0aWjfTc2iXo_GrGEQ,2.7516,7.7812,2,1.0986,0.2196
udyDYMrTuNwv3eOwirLjug,2.75,8.3499,2,1.0986,0.2556
2gJbhlQm9w3f9Z308ifeHw,2.75,5.9552,1,0.6931,0.25
ceOLiBDHKrc4flMXoGnfqQ,2.7456,8.6427,2,1.0986,0.2304
pjpuqrBvweu94n1zZX9cgQ,2.7399,7.0492,3,1.3863,0.2911
VUe_7JxmIauXFRxFuurCdQ,2.7374,4.5914,1,0.6931,0.2737
7BP7gg_vpt0UVMH9SW3Q-w,2.7374,3.7582,1,0.6931,0.2737
EFci0tbSrb7wko6tpVDnbA,2.7365,4.0653,5,1.7918,0.2737
JCwBLT3bpVdMkOSkhoJVqg,2.7276,2.5054,1,0.6931,0.248
K-jkw6HUZIGlBjOiYmvvsw,2.7242,8.0455,4,1.6094,0.207
xqkNiBAyxNNYi8jWGPBhXA,2.7,2.1414,1,0.6931,0.3
32It9NN_lVismU9tcuLB0A,2.6996,10.9065,4,1.6094,0.3
lJGE2v4S6gV4dIlw3E8ydw,2.6984,11.9566,2,1.0986,0.2249
DJFxBTBIgYErzKS5cA_LiQ,2.6851,7.5099,2,1.0986,0.2535
yHU5WSR3FsqapN1tTNU92w,2.6707,4.3805,3,1.3863,0.2054
jOUSxBXomtgJQbrapKU3SA,2.6687,6.0929,2,1.0986,0.2522
llmWFWNqZQ2J0UVECr0bvg,2.6642,4.3237,2,1.0986,0.272
owQgiBoTu821TG8d-w5shg,2.6642,3.3882,2,1.0986,0.266
COclRBaXBjYpomS4syUmvg,2.6619,5.2666,3,1.3863,0.2251
tU692E8N0xBQ7Ogc78gN2g,2.652,7.5925,3,1.3863,0.2091
pJGDowDVvTkp5yhDbLArXA,2.6396,1.7012,2,1.0986,0.2153
X_XbefIAZ7R_YBEQ7I5FyA,2.6292,1.7969,3,1.3863,0.2605
KVFUBgmPEHGUaJNkpMGcLw,2.6206,7.3766,2,1.0986,0.2542
UYOZc-cC932HirQyMmqhfA,2.5961,6.87,1,0.6931,0.2596
QnVOsBJWKZ6nN79VbV6l2Q,2.5954,9.6811,2,1.0986,0.2592
I3Uy20BKx7G-Fzz6hLIeWg,2.5794,9.4742,3,1.3863,0.2345
2PKxAo5bA4H0FqOqnCPauw,2.5777,6.1572,2,1.0986,0.2492
Ef1TmoDNhdW0WNlY21wsiw,2.5748,0.4735,1,0.6931,0.3219
wng_7FNRs3b_8ReUk5RRFQ,2.5729,2.843,1,0.6931,0.2859
ro3mmznC6MEhzEw4osI-ww,2.5729,2.843,1,0.6931,0.2859
lbvhjs3ShUHi9cTcORiYwA,2.5729,2.843,1,0.6931,0.2859
jOSkKFMublb3b84KM77FcA,2.5713,5.6168,3,1.3863,0.2199
znBiWLCwpLGwdrgvZ7G6Hg,2.57,3.7074,4,1.6094,0.2662
OXDo1mHlp2Io3CM6a1aB1w,2.5609,9.743,3,1.3863,0.195
MoSyhSKj62gqBJyR_e5kIA,2.55,73.9888,1,0.6931,0.15
nlBbduGlFLoHMQ1Icln3Nw,2.542,2.2699,4,1.6094,0.2456
dOOvB4HW-b0mWDpcvY5h-g,2.5379,3.1737,2,1.0986,0.2193
S18_H6x5IisrGmIW9ITdlA,2.5315,6.1968,3,1.3863,0.2814
0MUCx8MRl3u1I6eYxjNLUg,2.5308,13.6198,1,0.6931,0.2109
QnHd7ZdlpLDl5BqEFeiIBg,2.5299,8.5819,1,0.6931,0.2108
5FDt7sy-70y4_37Dh2qcbw,2.5154,5.7487,2,1.0986,0.2367
dbh_Nu_CfbV3zWUHua6xHA,2.5109,1.3656,2,1.0986,0.2511
SMJ789hJySZZMhW7y6HDXw,2.5101,4.9606,4,1.6094,0.251
yxQs5gSf0-8cEd6YMgSjbw,2.5055,8.3682,4,1.6094,0.2505
Qlmusk0BBY0kMOd8Y96H4A,2.5036,7.5356,5,1.7918,0.2504
KhBUg5QhBYuK8RZAe5gDMQ,2.502,2.1313,2,1.0986,0.2502
h7TO_IsmLCYmKKDVOOIeFw,2.501,2.6917,2,1.0986,0.2576
CU75YM3XOAQ4lO12eWdlcA,2.492,3.3649,2,1.0986,0.2492
34O0RW7K12gB_og8Xv3M3g,2.481,5.9989,1,0.6931,0.2067
gw3EEsP4q6rZEJoTmxg0tQ,2.481,6.5038,1,0.6931,0.2067
EZVdq126cLMvSx6LSAZmyg,2.481,5.9989,1,0.6931,0.2067
I5RnI9NrhMMQG_jw8o17MA,2.481,6.5038,1,0.6931,0.2067
m3NH0HumRCp4ARx8RBD7IQ,2.4656,0.8121,2,1.0986,0.2221
qppGA9vCUPfw9ngOy_R90w,2.451,8.1179,2,1.0986,0.1885
eYoOM8C9mEpdZx_wAsqcug,2.4471,5.8412,4,1.6094,0.2225
