business_id,consistency_score,treatment,future_revisit_rate,total_visits,unique_users,gini_user_contribution
BYOcAamry9OCJ4vjbdmBYg,-0.06624750195303386,1.0,0.0,27,5,0.1333333333333333
BYtYJs4ovdPnM434zA9Z_A,0.03615629268352383,1.0,0.0,41,22,0.0
BZUlza2S5sfavO6UsS5mNQ,-0.24911249796700125,0.0,0.015873015873015872,263,101,0.0547793097066715
BZk7GCi2OmKTuvdQk-Wmbg,-0.29823711244659523,0.0,0.007246376811594203,915,326,0.0477293459013754
BZkgqFORyik4XgPpqRtjLw,0.28207369135961624,1.0,0.0,11,6,0.0
BZyxr4ocl1hJvFvhlogz0Q,0.12619554361773,1.0,0.0035460992907801418,692,336,0.041437728937729
B_CXPcgf8QzKbNCdK5oLPw,-0.29545989656247595,0.0,0.0,57,28,0.0
B_e2yKNLa0h4LbyI7u1wxQ,0.12936664217681215,1.0,0.0,61,39,0.0659340659340659
B_q2xoAgTyn6U4YNEc3kSw,-0.3115906038255716,0.0,0.0,1071,348,0.0219553144775928
BaSwNEingTmrBw4shffK5w,-0.2140049568185849,0.0,0.0,551,141,0.0203900709219859
BauybYsfqd0y6KDrJ6ZxjQ,-0.16967921803811714,0.0,0.0,1102,67,0.0785115518298915
Bb3F76xkJrA-IwXLNK52RQ,-0.41819660924042684,0.0,0.0,50,19,0.0
BbgoWcqBMpP5X61lGSuOMA,-0.10144725981982639,1.0,0.0,173,79,0.0123417721518985
Bc_Bw3dLw5S5hXM8UCFoqw,0.41541192008865246,1.0,0.0,10,6,0.0
Bcsd8ZedTR5VK1DcGnmDtg,-0.21387436357655976,0.0,0.0,87,10,0.0818181818181817
Be8U1wz3as45341ZFYimIA,-0.35257716408537154,0.0,0.038461538461538464,125,31,0.1050691244239632
BebEqKsRAtZj_lPhj-Aptg,0.15839699318814737,1.0,0.0,37,26,0.0
BerT4C0BFyrRgYzlytNe5Q,0.14020235556795846,1.0,0.0,153,89,0.0109862671660423
Bf65X7McIKtxAhehA8jfjQ,-0.02891050056602551,1.0,0.0,117,50,0.0192156862745098
BfCTFKdKhdQ-N9k6ZuKb_w,-0.1349669087638964,0.0,0.0,91,25,0.068148148148148
Bfn7SYzvvemCOnjyKd4eaw,-0.3116437656026864,0.0,0.0,108,33,0.0285204991087344
BfwzLf3NEt6D51zB8rNwxA,-0.3685312023489424,0.0,0.0,76,14,0.0619047619047619
Bg-XoPfbAF5-U1OGhhBasA,-0.07880246895131349,1.0,0.0,109,29,0.0
BhqDHM4nBjXYAaDTa5ykBQ,-0.2828509797327389,0.0,0.0,44,18,0.0
BiJx6ZmX-JIjYd3FWSCJlQ,-0.24781114268891247,0.0,0.0,128,27,0.0343915343915344
BifjgBfpv7dA3Q0qHBIlBw,0.3131269601014804,1.0,0.0,9,6,0.0
BisFlwuKO09MQdmxwZb7EA,-0.31481327102440226,0.0,0.0,141,26,0.0659340659340659
BjIIbYXQzxAfP2-l1qzhYQ,0.12636324521244113,1.0,0.0,30,8,0.0
BjW9Vj8nxgRUZS3UrOoolA,0.012723699363317631,1.0,0.0,81,21,0.0
BjeHLwKOlHyV6DJgmZxAjA,-0.2276178333044946,0.0,0.0025113008538422904,6946,2137,0.0185824725323597
BkC1t7uicnafM0fXz-2ZIg,-0.20714979661674304,0.0,0.0,15,5,0.0
Bl5E6RZKCpB5Tl5jouy4FA,0.16913436885270938,1.0,0.0,35,13,0.0
Bl8DF47-weywnngmNbTvzw,-0.15717116880162896,0.0,0.0,41,17,0.0
BoUnMqQc4-ye-DGGxsowlA,-0.08395161695746978,1.0,0.0,185,46,0.020814061054579
BooG5Hd_BTxlAu1JWbXdOg,-0.3155873196469686,0.0,0.0,97,37,0.0
BpIwDr5mG6wG5-Pxu3yxSg,-0.3133987213742868,0.0,0.007633587786259542,267,171,0.0169388989715668
BqvKbM7EOI0jXs0G-h2C9g,-0.08232339235097152,1.0,0.0,687,141,0.0455242476519073
BrD8yPqnivir_-PpZ8pjQA,-0.26856181635400045,0.0,0.0,349,69,0.0
Brq-BCgyGWnf26eLuYRMyg,-0.26743724544197967,0.0,0.0,93,26,0.0
BrtXtNgpCXjcyCKqLW3jPg,-0.13772606433934265,0.0,0.0,125,14,0.0619047619047619
Bs4VAkR4X1kDaB4Hb7oIKA,0.4296524979150701,1.0,0.0,14,5,0.0
BsW3-SdZ0X7NYnb-EwwXzg,-0.2840631350148968,0.0,0.0,391,152,0.0128161312371839
BsehmEx5EX1FbEOPPswtfA,-0.2788814567297062,0.0,0.0,81,21,0.0
BsgcLUWlc6RvvBRiAPWj5w,-0.258917750097852,0.0,0.0,854,288,0.0199829931972788
Bsnmz3yZQ7sF4zX_CAfOcQ,-0.19061051979624954,0.0,0.0,173,60,0.0741025641025641
Bsq3-p3cDBi7bfgPDJq7aQ,-0.1449978413453209,0.0,0.0,122,29,0.0321839080459769
BtXwqcJq0xS607Hsq5Wq1A,0.06748790227905643,1.0,0.0,16,5,0.0
BuYGuVflKu_pWtS-GXDH0A,-0.23561333978317922,0.0,0.0,56,24,0.0
BueOza2JDK5jNQRW7hHNxQ,-0.028861204642170457,1.0,0.0,16,6,0.0
BursGHy9rw7um9xd90058g,0.14496351887369774,1.0,0.0,300,46,0.0572315882874887
Bv-v7B3Bva_t-sYpNIhzrQ,-0.08575515654760768,1.0,0.0,50,10,0.0
BvgxS6Nr5i7th5p1rFo2_w,0.16306647944677943,1.0,0.0,93,37,0.0
BvpSIYibEitPN-SH14I9yg,-0.2537665263475053,0.0,0.0,64,19,0.0852130325814537
Bx99-hT49G87I9S1V_6ikQ,-0.4073342637277601,0.0,0.0,90,40,0.0
ByEfpxv69HFqBYU3_r7HtA,-0.16026856281476043,0.0,0.05,109,46,0.039855072463768
Bye73IBqt2u37RKTgwv8sg,0.5191659101244744,1.0,0.0,13,5,0.0
Byo1q14KR5oBRep1MJLHXA,-0.33275003830462513,0.0,0.0,75,11,0.0
BypYxOw7LRO8zjFMxRWdDQ,-0.19032317980053193,0.0,0.0,24,8,0.0
C-5bR1H-ynXbIEQaaI92jw,-0.10503602759073205,1.0,0.0,136,43,0.022198731501057
C-HXHOveDYeIvynd97Bljg,-0.046244508916541305,1.0,0.0,151,53,0.0
C-zgOpqD2K0xDJU4ty7zKg,-0.1797246158739173,0.0,0.0,99,57,0.0473684210526315
C0W9r59JJld8ZfJ3hEQQWA,0.0,1.0,0.0,14,13,0.0
C1bqyTxjnyd9WQ3PgLbMDA,-0.2862141628431122,0.0,0.0,88,16,0.1041666666666667
C1uSyclZTxXgkYimu9LuSg,-0.28315632214903047,0.0,0.0,153,111,0.0088481338481338
C26YgKWFVsW1MM-n7UJnIw,-0.13477627408726567,0.0,0.0,280,48,0.0729166666666667
C2JtfhOZ3PPzIS9V5arQ2A,-0.2598947859995663,0.0,0.007407407407407408,1165,313,0.049298092748572
C2fsU9M6qqmo1rPShY4Oxg,-0.19634766396787817,0.0,0.0,187,19,0.0
C3W3tf6R91zLIlvF64Fleg,-0.26691666866564245,0.0,0.0,72,31,0.0
C4mWzmxdWDtYR0tFRVGOPA,-0.04948188662530262,1.0,0.0,812,234,0.0431362288505146
C4rnMUEKJTE29QhZP9QZWQ,0.2228904070197949,1.0,0.0,39,24,0.0705128205128204
C5MdSiVtZKirRghyh08C0g,-0.28068399493255136,0.0,0.0,879,167,0.0230416360261933
C5p3AtEAR_Iim6JjNARmBw,-0.030031129508028886,1.0,0.0,104,51,0.0188536953242837
C6AiAF35zwpAoK5jjm-nhA,-0.15227434755236202,0.0,0.0,127,37,0.0256045519203413
C6anLYmswoVwAv7D2ihCng,-0.11341359693266717,1.0,0.14285714285714285,64,17,0.0522875816993464
C73iFAmwEntIONkbd5fOuA,0.0037957662953465032,1.0,0.0,67,8,0.0
C7UNcd4OuXxOZUU36tBalQ,-0.10592141427221491,1.0,0.0,111,14,0.0619047619047619
C7tsqS3EHvh8TTbrDHGkYA,-0.020206373231852925,1.0,0.0,10,7,0.0
C7vmoLAEnOZQaMqj6ZHn7w,-0.29200644674281695,0.0,0.0,28,6,0.0
C8TTeu2ZgPTOLQ-wQsPXXw,-0.5546629703953625,0.0,0.0,545,100,0.0
C8_zQVh3L7-yFazQs76fzg,0.056028171389111536,1.0,0.0,74,33,0.0554112554112553
C90VRArdfin-06NcvTaaSw,-0.1417008349559259,0.0,0.0,72,5,0.0
C9C-JQOdb5iywv7MzBiUVw,0.26555791570443266,1.0,0.0,100,10,0.0
C9PW9WsdbM3COdqhHMR2Og,-0.1299085633456093,1.0,0.0,24,7,0.0
C9UIBsRy_mNeSXCQ4WLMxQ,-0.2855144157752986,0.0,0.0,76,18,0.0497076023391813
C9_UPkwXYx9B3fxNLkCHgA,0.16541192008865246,1.0,0.0,12,8,0.0
C9k02Ejz4RXwRRaKNKAYCA,-0.3035859798253869,0.0,0.0,34,21,0.0432900432900431
CA2HX-HS8KSdvB7wW0hdvw,-0.08493979220192305,1.0,0.0,31,9,0.0
CANk57JhjPTrpOkOCvECKQ,-0.12950951748795825,1.0,0.0,65,8,0.0
CB9wKiWLAwP6acj9Ld9uJg,-0.24723583055429654,0.0,0.0,168,24,0.0383333333333333
CBXly4YEShOzxA6524BE3Q,-0.18013488316018234,0.0,0.0,25,13,0.0659340659340659
CBqvnpCA-8SWAr1-iGF0kA,0.038642712016328296,1.0,0.0,106,29,0.0321839080459769
CCRmyL5ClU_ZfpjB1rfIQA,0.5054739360547137,1.0,0.0,27,13,0.0
CCciHhF3WcrkG-P_NpLi_w,0.4157505393460093,1.0,0.0,17,7,0.0
CCoArdXOGJjTgDVePAUrOA,-0.21073327692483235,0.0,0.0,320,28,0.0332512315270934
CD1gNgrodLjVVLpB-Kcn3Q,0.0035677030939632592,1.0,0.0,56,20,0.0
CDzHnzj4sStb4oFedQ-fSA,-0.021020861935884372,1.0,0.0,75,12,0.0
CEBM9Ls8IHhYtbsxW9PC0w,-0.3040045381560247,0.0,0.03614457831325301,235,101,0.0365865157944365
CERGOKhFIaDU1mk4lpWDWg,-0.3039411519540084,0.0,0.0,172,55,0.033811802232855
CFqHpJScxhi1jxkiHpzx0g,-0.04005177104689728,1.0,0.0,139,15,0.0
CFuo8OnMNEYfH_C0haT3eA,-0.20483389327125404,0.0,0.0,15,12,0.0
CGWi0CL99ilYaUFAtND9IQ,-0.12545826843503105,1.0,0.0,43,14,0.0
CG_NAd2OggmVEQjFOYsuTA,-0.361497413828613,0.0,0.004651162790697674,554,289,0.0390164273643793
CGaaHAG28nnxMpbvOHhO-Q,-0.2401606177541844,0.0,0.0,100,42,0.0977710233029383
CGpwDytO5spD4y11BZy2LQ,0.050409729975370854,1.0,0.0,41,18,0.0
CHQDrpMa9AdL0M0vbZrOaQ,0.004787730797202294,1.0,0.0,227,29,0.0
CHcpcv65XtaGuq4gogzpXQ,-0.04569962863536692,1.0,0.0,26,15,0.0583333333333333
CJSSTraJzktYE48l8pBADA,0.14026528280239126,1.0,0.0,32,10,0.0818181818181817
CJk82J81BWKvNTOGRyBD-Q,0.5538825601182034,1.0,0.07142857142857142,27,22,0.0415019762845849
CJoO4HYD0tZRXlZqA04wmw,-0.29157623764871,0.0,0.005291005291005291,1766,435,0.02815065681445
CKGLRosqPBxH9-V9AfkAhg,0.05430037136463306,1.0,0.0,19,9,0.0
CLIsXugvRCV-h_Suc-xN2g,0.27441057138527236,1.0,0.0,18,7,0.0
CLboXaxb9V6tnD69sYbJRw,0.2224331270439006,1.0,0.0,34,7,0.1071428571428572
CLm6JtHXt8ibDkHLnBxggQ,0.08207369135961617,1.0,0.0,12,7,0.0
CLnCVeYvwVVn8B9FDrC5aA,0.10802909353331658,1.0,0.0,21,9,0.0
CMOQNufxczaYp1dtxXC8Kw,-0.2908452944130828,0.0,0.0,1062,66,0.0415019762845849
CMiTXglTH36Z1Crwpf8nNQ,-0.1880388425549594,0.0,0.0,62,18,0.0
CMovGmSWFCjhOBOYiymetg,-0.271528234500152,0.0,0.0,321,123,0.0079989509572515
CNDFASo4BpgATitxqUfkLA,-0.05296871933619829,1.0,0.0,189,39,0.0243589743589744
COMbxg_qdhUAkR7awxkT6g,-0.3681316341322426,0.0,0.0,358,149,0.0193394560226067
COclRBaXBjYpomS4syUmvg,-0.3554354858510912,0.0,0.006578947368421052,939,170,0.022447599729547
CP0ozlSic2l34x8Ovz4cYg,0.39281353883365877,1.0,0.0,119,7,0.0
CPFKi2lZJazP6IdtCdDDyg,-0.2839511722381852,0.0,0.005235602094240838,4029,676,0.0334234995773456
CPdzdO7YuxFSUOWYhqthOA,-0.11776259908005104,1.0,0.0,44,17,0.0522875816993464
CPk6ozrDMy0ohC4-z0kGbA,-0.20221228741956931,0.0,0.0,107,27,0.0
CQgupIpIbkyiVLUEcMIRCA,-0.16262089343885644,0.0,0.0,629,231,0.0207278597109106
CQkbjIY5Jb9qJyHbTADMDA,-0.29657619768094423,0.0,0.0,106,38,0.0
CR_hm3-T9HEGGWTElXErRw,0.01052032318793994,1.0,0.0,46,19,0.0
CRnqAB-ViEfQ0CQGOlEIeA,-0.15715573453505205,0.0,0.015748031496062992,420,193,0.0471681257816687
CRtP520-w6tZrGN2F53Ccw,0.15028177899573258,1.0,0.0,45,24,0.0705128205128204
CSAJxLa_LeuIDe-lHrC03w,0.16196673541442286,1.0,0.0,31,11,0.0
CTGvOtbw9dmxtMnZe8FxPw,-0.314867919469865,0.0,0.0,62,24,0.0
CTLnaL6IYK11qbv-zsSk1w,-0.4310919855325388,0.0,0.047619047619047616,140,28,0.0332512315270934
CTaS3dtVDJ5Dk3ACI7blYg,0.2777469330294319,1.0,0.0,63,18,0.0497076023391813
CU0yiz9rIm6cBkdCGFwJiQ,0.020178631783607792,1.0,0.0,56,20,0.0
CUFPngz_OWQsh404FKjr0g,-0.37604425912672695,0.0,0.01818181818181818,133,71,0.0514553990610329
CV1ZOJap9ZiEmtqgN3SKNQ,-0.20186961064569364,0.0,0.0,145,8,0.0
CV2NybLmtkyegVvoZ-Ncgw,-0.10241754372078393,1.0,0.0,19,6,0.0
CVJsqDS_XmI0CGbLC1EclQ,-0.26497866834007267,0.0,0.0,336,75,0.0252813852813851
CVnp_PA5sRm_hFcmwmUNAQ,-0.1966141364061501,0.0,0.0,1821,455,0.0210327307101501
CVqpTp3Cmud3rwAuKj15gw,-0.2947404771777167,0.0,0.009569377990430622,922,221,0.0216233532214791
CZgqojhoil3y1qc3UEy_AA,-0.2566060685793571,0.0,0.0,62,10,0.0818181818181817
C_7RWH7_-LZrWqPnuSY9fA,-0.25843753368874756,0.0,0.0,215,73,0.0
C_csOMzSkq3Ufau_rKmTmg,-0.3196665080187109,0.0,0.0,602,316,0.0
CakEW4c5vgDbxqqR8XULWw,0.02069817215266323,1.0,0.0,79,10,0.0818181818181817
CbMJxmEsm_NFue6NQ0kNpA,-0.020206373231852925,1.0,0.0,16,13,0.0
CbpT0UHGugQdpfK5HUekew,0.6464602934348138,1.0,0.0,14,11,0.0
Cc16fTxApkStrec2GSnFoQ,0.07594014182937703,1.0,0.0,23,9,0.0
CcYQ5iBvUlG7OOVxacvBEw,-0.12378163602461711,1.0,0.0,31,18,0.0
CcaYQDslcBH_PA0wbwZtKQ,-0.26305955399802605,0.0,0.0,86,17,0.1352941176470588
Cdf1-VQAUrp5hlT-rZzc5w,-0.14270633962721113,0.0,0.0,264,76,0.0364756828780814
CfxaspC1y3xfmL_AnA-7MQ,-0.34052290720559897,0.0,0.03636363636363636,345,70,0.1544217687074831
CgAthB_K1fmD2OUpmYBRuw,-0.2920110932724993,0.0,0.0,58,28,0.0332512315270934
Cgb8x1G4mr79Tv2CZc7e2Q,-0.3801598133574031,0.0,0.0,87,28,0.0642857142857142
CglxS35-7j94tD5tWaPwsQ,-0.2433423286083245,0.0,0.0,28,8,0.0
CgweZJAp5Fz-2XzjPE4Htw,-0.14609020453821964,0.0,0.0,31,6,0.0
Civ-IjTIL9GmMSPYjSqE1g,-0.06826980483433487,1.0,0.0,33,17,0.0
CjJaDHMfIHqaIKvBVABAJQ,-0.2610075715924098,0.0,0.007352941176470588,391,140,0.0336453201970443
CjaLZOk0XnBASGxOaMWJrA,-0.2031683631409712,0.0,0.0,47,25,0.0
Ck_VER3teqjj_8cuVkB1EA,0.1449632801954016,1.0,0.0,23,5,0.0
CoCWZV9gvHKUZt5ndw62Ag,-0.25460907627261,0.0,0.0,69,44,0.0
CoiSfZwEN0KZwZas6846tQ,-0.38878905509183825,0.0,0.0,153,58,0.0
CpBuc0aSueBpTXce3fJoRQ,-0.5087348290191875,0.0,0.0,142,89,0.0315095261358084
CqUyK5sLX1hG15_dJAK5Nw,-0.39367028488855554,0.0,0.0,180,79,0.02406626035318
CqwPurpyPzwGs9chhrUc3Q,-0.3376645868431485,0.0,0.0,71,25,0.0
CrLhHE69dVJfVIuqFs3egA,1.0,1.0,0.0,6,5,0.0
Cs0adaMTxJWTDSzuQ3vheg,-0.2001486711065238,0.0,0.0,1758,556,0.0156713567199338
CsYpEHP2fvZV2yt49fSgJA,0.49775448014088153,1.0,0.0,12,6,0.0
Cu-UEi18cdlereln29rdww,-0.11713163735584853,1.0,0.0,194,36,0.0497076023391813
CupDB560BayqHoIEoeEhCQ,0.0003739415917261013,1.0,0.0,187,21,0.1295238095238093
CwL56LgcMz7Bvi4xODHVSw,-0.35307363627184574,0.0,0.0,361,145,0.0
CwQGSvYCgmRRJMA9G28U6g,0.11502852457417734,1.0,0.0,18,8,0.0972222222222223
CwiRXD-ovEU6efope9jhxQ,-0.09918112972142068,1.0,0.047619047619047616,100,32,0.1059027777777776
CxUcM0VdEcHhlm_4_Mbwyw,-0.038491120723927574,1.0,0.0,68,14,0.0
Cxh7HIPRhIr_DIetWp3jAg,-0.11603703730385284,1.0,0.0,137,27,0.0
CxoRg-ZcXdpqXWmUJliYog,0.04610719018357612,1.0,0.0,47,28,0.086405529953917
CyKEqW5UjhPB2pMEPrUsYg,-0.020206373231852925,1.0,0.0,22,19,0.0
CybLEjtw_fhkiITdCN5GZg,-0.09380777990241318,1.0,0.0,386,135,0.0526288526288527
CyiN_owscPJNvlwul0XJPg,-0.016407079901194277,1.0,0.0,547,36,0.0
CzoyGCILGH7vp2esOCutdA,-0.08162443068776126,1.0,0.0,101,7,0.1071428571428572
CzsnLeW_yFwmmcdvmy9bMw,0.021774893187967104,1.0,0.0,47,32,0.0551470588235294
D-Up4cSxOOnmzowXfkI4Fw,0.02674330008641923,1.0,0.0,13,5,0.0
D1Z06FgUfwdV9dhMW1o8dw,-0.18093405987016242,0.0,0.3333333333333333,51,17,0.0522875816993464
D1fjLsZb7eDnE81XtYXMhg,-0.17877771433741652,0.0,0.0,829,192,0.0201424319727892
D1s6HS9bAYRENT9N5QQodw,-0.028702820664024464,1.0,0.0,15,10,0.0
D215IzO-XoSxNFhKDEv2RQ,-0.14627569574219046,0.0,0.0,90,9,0.0
D2gONomZQyRjxR3TMHJovw,-0.31163063139105784,0.0,0.0,497,79,0.05877034358047
D2urir1M5gO0XYdnJxTVQw,-0.16054122493538092,0.0,0.0,27,5,0.0
D2v3g5jLjPsaXnswYGW6Dg,-0.20327458000914223,0.0,0.0,234,73,0.0133283968900406
D3_topdyHpAyq-zlEZ_BEg,-0.03907919496989709,1.0,0.0,182,56,0.0
D4_SY2a4YnoFhrwHeYVioA,-0.10489511470740043,1.0,0.0,164,45,0.0
D7SxS4qCle_Nsv_ataoM1g,-0.16690773309978035,0.0,0.0,102,39,0.0462789243277048
D7zxhzUgeZhdAYvQXKvkFQ,-0.3249577644348234,0.0,0.0,138,36,0.0733618233618234
D88Cbal0C-mtgy8f6WdUig,0.23746194737143667,1.0,0.0,26,15,0.0583333333333333
D88TqtyrAajR6n7eX-JsKg,-0.016189512808900575,1.0,0.0,179,86,0.052772808586762
D8In3wk8UIf-d748UqfaiA,-0.17489577093229514,0.0,0.0,164,28,0.0619047619047619
D8NEBGvh1DVHbyEs2cWVAQ,-0.1560402571230931,0.0,0.0,107,57,0.0327088908712458
D8lk94uMutsYM0dqBYAFfA,-0.24065449202681788,0.0,0.0,39,5,0.0
D9CYDt7ywkIqGnCWhpqyxQ,-0.5293241440250905,0.0,0.0,101,47,0.0390794615718628
D9LrenrSj83Bt9QBED7eCQ,-0.10714979661674306,1.0,0.0,15,5,0.0
D9p7-HsY9llYP3BaCVg4DA,-0.1655490355585213,0.0,0.003115264797507788,832,468,0.0145164192532614
DAY19GbJnEka30bjh1_9vw,0.16063349193217724,1.0,0.1,47,19,0.0902255639097744
DAcqRGI_u8yNCcUIczfNxA,-0.3301859774113236,0.0,0.0,110,11,0.0
DCH4TdnevyrZ0BlTPzgMgA,0.05987948962391909,1.0,0.0,78,57,0.0
DDFnIMsUjCHVOE72y86TfQ,0.34763002220783124,1.0,0.0,57,6,0.0
DE8wVXVQ5JNsRVZcLpOARg,-0.22532388038856632,0.0,0.0,148,83,0.0341832446063323
DEULqPtQ5cbGyvc0yfZudQ,-0.16858388384934442,0.0,0.0,42,13,0.0659340659340659
DEs_3Vzcg5R7gGfADBc28w,-0.04113375375051337,1.0,0.0,23,12,0.0
DF_cgKLV_YMDkBaNlE0XoQ,-0.09666227927596982,1.0,0.0,931,235,0.0322213466421505
DGDW-rIXYACpLZVrhHF-ww,-0.37220111461408234,0.0,0.0,529,26,0.0
DG_7A-jMSFFYYqmldgGqNg,-0.13813574738595502,0.0,0.0,137,67,0.0
DGefID2EzDJl4g_DCMbnYQ,-0.18049814284657972,0.0,0.0,265,30,0.1117647058823527
DHENrreqQDQx9NtuorNOZw,0.14006976272509197,1.0,0.0,33,16,0.0
DHMTaMk6JEcgYC2mIwi0hw,-0.0819888584983044,1.0,0.11538461538461539,68,34,0.1093514328808447
DI6eQxYSWVwQgvPCgwxAUw,-0.19533377579659694,0.0,0.0,63,34,0.0522875816993464
DIsakzk-hTU48OEhqYIf7w,-0.2874997927666786,0.0,0.0,470,67,0.0
DKUCYmrxjNHkaQowwKcOQw,0.2222115134959869,1.0,0.0,39,13,0.0
DKsFd47sx8Cz6qsUPLOJ7A,-0.29645404957279586,0.0,0.0,126,17,0.0522875816993464
DL1JRfRo3Wtc76PY8-hWeg,-0.10222973015668535,1.0,0.0,280,115,0.016796729840208
DLmkfCW_Pzi1Pyo6G8FnDg,-0.24289491381538997,0.0,0.003484320557491289,646,295,0.0498119788544335
DLotTM0D0amdRFKrj-mR-A,0.1719944316079019,1.0,0.0,42,28,0.0332512315270934
DNMDGalFejExZqwb_YVQnQ,-0.3257915800589183,0.0,0.0,516,186,0.0586510263929618
DOGobCECSZNaaDCevtG8Vg,0.12027418022502534,1.0,0.0,120,39,0.0462789243277048
DOfiulOub9hVPBCtiDl9Fw,-0.34637708200074957,0.0,0.0,2107,643,0.019558661760801
DPDqL_--3SgiXQ4P8U4kdA,-0.4591453764010305,0.0,0.0,98,14,0.0
DPfp-da67QVFP5wg6Bq3Mw,-0.15096760440220347,0.0,0.0,60,9,0.0
DPih_TVOcKR-CyA6K13j9w,1.0,1.0,0.0,6,5,0.0
DQK60HvSqp7hVJ_T77bwxQ,-0.2483748182394439,0.0,0.0,40,26,0.0
DRa9zJ55Gnc7UHQV4sDh8g,-0.22770862304853312,0.0,0.0,481,89,0.0315095261358084
DSz81CMeUgy9zYFLQhNJ4w,0.3079433801450622,1.0,0.0,45,33,0.0
DT_ZjeS2ZvBuzZvt9h48fg,-0.30868140405415384,0.0,0.015810276679841896,943,312,0.0744932304666818
DTb7jw-yK8w-kTgBhTQRvA,-0.10119713203279457,1.0,0.047619047619047616,537,47,0.0390794615718628
DTgQCDiGPk_LS4LMWD2o1w,-0.03442579533946111,1.0,0.0,46,28,0.0
DTwt8_pCuGyQbiIfXNdhDw,-0.25007855297782056,0.0,0.00847457627118644,1054,126,0.0227021040974528
DTyeAYLV9YCc4mG5XTorTA,0.08580469023020765,1.0,0.0,124,36,0.0497076023391813
DUDstO-YrNRyQ_gP_mcRNA,-0.24917303095876103,0.0,0.0,113,39,0.0462789243277048
DUfvvIwagBe9VK2_0RyOug,0.21357798997210908,1.0,0.0,48,17,0.0
DV4NwHf8Bt6y1ucG0bSNpQ,-0.3131009365308047,0.0,0.0,177,73,0.0
DWeZM01dYX_sMzH1WfCT1g,-0.16891218652578516,0.0,0.0,12,6,0.0
DX3_ZHbtsl705f0CnHd82g,0.2908248883758978,1.0,0.0,79,18,0.0497076023391813
DY2MwXiena93u6JeI7Th_w,-0.28624657739297754,0.0,0.0,741,41,0.0232288037166086
DZdE09qqCcX7Atf3Df7Yqg,-0.07286847728872092,1.0,0.0,82,27,0.0
DZxyXqQSmR59wFOTT7UJBg,0.011588520162529536,1.0,0.0,16,8,0.0
DZz6zpI_eKcNyTPhfkF8dw,-0.227890318598571,0.0,0.0,195,12,0.0
D_-w6oXNj_33E7-urbSLLQ,-0.05991261407869264,1.0,0.009174311926605505,1676,150,0.0129824561403508
D_JgJY5V54i0EYOdTHmWlg,-0.3198097658153032,0.0,0.0,774,253,0.0296821286326534
Da1Cc7gaouF_2avorSj-PA,0.2405701234546841,1.0,0.0,105,16,0.0551470588235294
Da3LmQYuxuCJfRTH6FXsiA,-0.116410357024327,1.0,0.0,40,8,0.0
DaVWa71vav0Mv1cg2H-gfw,0.02615286872576661,1.0,0.0,89,40,0.0852272727272727
DbyJYiCIDelX8uLWDsruAw,-0.0414467837544108,1.0,0.0,38,12,0.0705128205128204
DchoWk5R3ZSkvVs59e2PpA,0.2476224934924267,1.0,0.0,22,10,0.0
DdXHwMvFa_vlWwOfgxUNVA,-0.18111435227480588,0.0,0.012658227848101266,513,100,0.0452380952380953
Ddg-J_j0YFErk7wpMtH_0A,-0.13001281131243658,1.0,0.018867924528301886,755,67,0.0281202682240968
DefRn9bPWVK5iNeGixFbzA,0.043523026689503586,1.0,0.0,88,32,0.0293560606060605
DekNG7GWeU28-aMpbfJwNw,-0.0529294431708035,1.0,0.008928571428571428,1164,149,0.0606981554176691
Df-DdXqssj7ZeD8ypAF7Og,-0.12383554364268246,1.0,0.0,74,38,0.024966261808367
DgF4_72z6UkiGxtPnSJCfg,-0.27730307505289375,0.0,0.0,97,40,0.0
DhkTrLGSI63OrnGt2q0KWQ,-0.03581300846632873,1.0,0.0,60,29,0.0
Di23dhpgrqBHMUq6vZ42zw,-0.20427754391194597,0.0,0.014814814814814815,275,172,0.0168438538205979
DiBddJx63O8y9mICMJx0xg,0.28207369135961624,1.0,0.0,13,8,0.0
Dk4PLmrV93uj5UKxKpqWbA,-0.04393670827303886,1.0,0.0,36,13,0.0
DkkosGugBW5g8h2k-elPxw,-0.42600550377086105,0.0,0.0,78,28,0.0332512315270934
Dl87vbrc0W-NKaOKXm2Bgw,0.28207369135961624,1.0,0.0,11,6,0.0
Dmlo7-awYcxiG3nJWm2mHg,-0.22305871994089835,0.0,0.0,13,11,0.0
DnNpi-NbFPXyJHikqxPjSA,-0.17579929774048508,0.0,0.0,148,14,0.0
DnuRO4i1yI5REm5v1pUxWQ,-0.3736044126344593,0.0,0.004454342984409799,1671,554,0.0418778798251684
DoKwhPThHtweIg-fWcjGgQ,-0.11070716835435374,1.0,0.0,31,18,0.0
DoLGd8U9bWoNCvbSbegUBw,-0.4601432092618886,0.0,0.0,73,20,0.0818181818181817
DocA3jtIJET0ZM5Xbai85Q,-0.06474590921405587,1.0,0.0,23,6,0.0
Dokh4OOjKPmtywRcYguH4A,-0.38327663447281335,0.0,0.0,45,14,0.1386554621848739
DorCmYVDR5wcCVvbCAvzEg,-0.2828402707535753,0.0,0.0039447731755424065,1447,606,0.0341647222047045
Dp4xxrLd1EfB-AbQTDPohg,-0.02996127531120296,1.0,0.0,38,9,0.0
DpCziU4uvnOdAdIWtfY8Bg,-0.18264679985224586,0.0,0.0,20,12,0.0
