user_id,business_id,rank,score,u_beh,c_mob,r_ctx,weight_beh,weight_mob,weight_ctx
4vDh9iCjTLsw2Wuknx6P5Q,eaDZlSuVS0EY67Ke6pRP6Q,10,0.9015,0.7775,0.9993,0.9726,0.439,0.55,0.011
4vDh9iCjTLsw2Wuknx6P5Q,qsm7SkX60JsajT7Yz248FA,11,0.7779,0.6678,0.8664,0.7525,0.439,0.55,0.011
4vDh9iCjTLsw2Wuknx6P5Q,iUZEGx29miZObLd6_lt7Vg,12,0.929,0.9312,0.928,0.8886,0.439,0.55,0.011
4vDh9iCjTLsw2Wuknx6P5Q,mzTTdvQGkUHZ8ii7OnZC5w,13,0.9188,0.8796,0.9535,0.7461,0.439,0.55,0.011
4vDh9iCjTLsw2Wuknx6P5Q,lpDOqBhkJlxACzKQGAj_uA,14,0.8725,0.7967,0.9315,0.9554,0.439,0.55,0.011
4vDh9iCjTLsw2Wuknx6P5Q,-mIlmp5l4hKlp1tvHRdvTg,15,0.9148,0.9125,0.9199,0.7413,0.439,0.55,0.011
4vDh9iCjTLsw2Wuknx6P5Q,AjxhKYSbc1NrGOxAcqxb9w,16,0.7585,0.6427,0.8505,0.7893,0.439,0.55,0.011
4vDh9iCjTLsw2Wuknx6P5Q,atZ_olNKXOG4rEr6mccN8g,17,0.9206,0.8244,1.0,0.7906,0.439,0.55,0.011
4vDh9iCjTLsw2Wuknx6P5Q,cGX-1IUwXOjkUqZbkKYcjw,18,0.8748,0.722,1.0,0.7109,0.439,0.55,0.011
4vDh9iCjTLsw2Wuknx6P5Q,PP3BBaVxZLcJU54uP_wL6Q,19,0.9407,1.0,0.897,0.7451,0.439,0.55,0.011
4vDh9iCjTLsw2Wuknx6P5Q,8_VaLzyX-H0nzbFIKcoyjQ,20,0.777,0.6858,0.8504,0.7525,0.439,0.55,0.011
avBGDwNgmx8TzVq2zWFtLg,6ajnOk0GcY9xbb5Ocaw8Gw,1,0.9995,1.0,1.0,0.946,0.421,0.569,0.009
avBGDwNgmx8TzVq2zWFtLg,q-zV08jt6U-q05SMEuQJAQ,2,0.9229,0.9927,0.8737,0.7808,0.421,0.569,0.009
avBGDwNgmx8TzVq2zWFtLg,ytynqOUb3hjKeJfRj5Tshw,3,0.9988,1.0,1.0,0.878,0.421,0.569,0.009
avBGDwNgmx8TzVq2zWFtLg,OdIBX09glfXNVSyd0RnIeg,4,0.9866,1.0,0.9799,0.7984,0.421,0.569,0.009
avBGDwNgmx8TzVq2zWFtLg,onp9X_9RRAEzA-yqdiSOcA,5,0.913,1.0,0.8509,0.7744,0.421,0.569,0.009
avBGDwNgmx8TzVq2zWFtLg,e-i6jvgVv4TqjsYT99-ajg,6,0.8409,0.8279,0.8515,0.776,0.421,0.569,0.009
avBGDwNgmx8TzVq2zWFtLg,rgeuy1qbw6Z8B6CSVANHIA,7,0.956,0.8981,0.9985,0.972,0.421,0.569,0.009
avBGDwNgmx8TzVq2zWFtLg,IWHdx0NhDKADkGOgXgOFKQ,8,0.998,1.0,1.0,0.7904,0.421,0.569,0.009
avBGDwNgmx8TzVq2zWFtLg,Qw7tz-UkPrpXaVidWuab4Q,9,0.883,0.8779,0.8896,0.7104,0.421,0.569,0.009
avBGDwNgmx8TzVq2zWFtLg,IkY2ticzHEn4QFn8hQLSWg,10,0.9369,1.0,0.8963,0.5648,0.421,0.569,0.009
avBGDwNgmx8TzVq2zWFtLg,eaDZlSuVS0EY67Ke6pRP6Q,11,0.9053,0.7775,0.9993,0.944,0.421,0.569,0.009
avBGDwNgmx8TzVq2zWFtLg,qsm7SkX60JsajT7Yz248FA,12,0.7819,0.6678,0.8664,0.7808,0.421,0.569,0.009
avBGDwNgmx8TzVq2zWFtLg,mzTTdvQGkUHZ8ii7OnZC5w,13,0.9208,0.8796,0.9535,0.7872,0.421,0.569,0.009
avBGDwNgmx8TzVq2zWFtLg,iUZEGx29miZObLd6_lt7Vg,14,0.9298,0.9312,0.928,0.972,0.421,0.569,0.009
avBGDwNgmx8TzVq2zWFtLg,lpDOqBhkJlxACzKQGAj_uA,15,0.8741,0.7967,0.9315,0.872,0.421,0.569,0.009
avBGDwNgmx8TzVq2zWFtLg,-mIlmp5l4hKlp1tvHRdvTg,16,0.9156,0.9125,0.9199,0.792,0.421,0.569,0.009
avBGDwNgmx8TzVq2zWFtLg,atZ_olNKXOG4rEr6mccN8g,17,0.9248,0.8244,1.0,0.874,0.421,0.569,0.009
avBGDwNgmx8TzVq2zWFtLg,cGX-1IUwXOjkUqZbkKYcjw,18,0.8808,0.722,1.0,0.7776,0.421,0.569,0.009
avBGDwNgmx8TzVq2zWFtLg,eoN0GAIRV0WmwUm7FmzKgQ,19,0.853,0.6798,0.9801,0.922,0.421,0.569,0.009
avBGDwNgmx8TzVq2zWFtLg,8_VaLzyX-H0nzbFIKcoyjQ,20,0.7804,0.6858,0.8504,0.7808,0.421,0.569,0.009
D4fp_dBszPtWwpfUcRuvbQ,6ajnOk0GcY9xbb5Ocaw8Gw,1,0.9805,1.0,0.9676,0.872,0.423,0.568,0.008
D4fp_dBszPtWwpfUcRuvbQ,ytynqOUb3hjKeJfRj5Tshw,2,0.9785,1.0,0.9651,0.804,0.423,0.568,0.008
D4fp_dBszPtWwpfUcRuvbQ,OdIBX09glfXNVSyd0RnIeg,3,0.9729,1.0,0.9562,0.7392,0.423,0.568,0.008
D4fp_dBszPtWwpfUcRuvbQ,rgeuy1qbw6Z8B6CSVANHIA,4,0.9436,0.8981,0.9783,0.898,0.423,0.568,0.008
D4fp_dBszPtWwpfUcRuvbQ,Qw7tz-UkPrpXaVidWuab4Q,5,0.8805,0.8779,0.8858,0.6512,0.423,0.568,0.008
D4fp_dBszPtWwpfUcRuvbQ,IWHdx0NhDKADkGOgXgOFKQ,6,0.9788,1.0,0.9666,0.7312,0.423,0.568,0.008
D4fp_dBszPtWwpfUcRuvbQ,Rmx12lwZbs94MkPaS2o7vw,7,0.7825,0.6847,0.8527,0.962,0.423,0.568,0.008
D4fp_dBszPtWwpfUcRuvbQ,mzTTdvQGkUHZ8ii7OnZC5w,8,0.915,0.8796,0.9438,0.7536,0.423,0.568,0.008
D4fp_dBszPtWwpfUcRuvbQ,iUZEGx29miZObLd6_lt7Vg,9,0.9221,0.9312,0.9157,0.898,0.423,0.568,0.008
D4fp_dBszPtWwpfUcRuvbQ,eaDZlSuVS0EY67Ke6pRP6Q,10,0.8817,0.7775,0.9579,0.982,0.423,0.568,0.008
D4fp_dBszPtWwpfUcRuvbQ,IkY2ticzHEn4QFn8hQLSWg,11,0.8856,1.0,0.8041,0.624,0.423,0.568,0.008
D4fp_dBszPtWwpfUcRuvbQ,atZ_olNKXOG4rEr6mccN8g,12,0.905,0.8244,0.9667,0.8,0.423,0.568,0.008
D4fp_dBszPtWwpfUcRuvbQ,cGX-1IUwXOjkUqZbkKYcjw,13,0.8633,0.722,0.9708,0.7184,0.423,0.568,0.008
D4fp_dBszPtWwpfUcRuvbQ,eoN0GAIRV0WmwUm7FmzKgQ,14,0.8332,0.6798,0.9451,0.996,0.423,0.568,0.008
D4fp_dBszPtWwpfUcRuvbQ,-mIlmp5l4hKlp1tvHRdvTg,15,0.8559,0.9125,0.8153,0.7488,0.423,0.568,0.008
D4fp_dBszPtWwpfUcRuvbQ,MMRRS6YhVRx_iN5-JhMRYg,16,0.8246,0.7199,0.9009,0.94,0.423,0.568,0.008
D4fp_dBszPtWwpfUcRuvbQ,wm5mQ4cSpvko9WlCq07RFw,17,0.7731,0.6669,0.8535,0.6848,0.423,0.568,0.008
D4fp_dBszPtWwpfUcRuvbQ,8xuhKP08513N2W32JOMW4Q,18,0.7555,0.6167,0.8569,0.89,0.423,0.568,0.008
D4fp_dBszPtWwpfUcRuvbQ,mf0OyZ6DX2iKUFIV9TqFRQ,19,0.8598,0.7278,0.9591,0.7968,0.423,0.568,0.008
D4fp_dBszPtWwpfUcRuvbQ,lpDOqBhkJlxACzKQGAj_uA,20,0.8394,0.7967,0.8696,0.946,0.423,0.568,0.008
1Y0d7RhGLQYl2-VAHFdUNg,ODnBnY1yRXwhuWAWydVsCA,1,0.8472,0.8475,0.8448,0.956,0.431,0.558,0.011
1Y0d7RhGLQYl2-VAHFdUNg,bp5Mk2d0qofUeF5uLauIbg,2,0.8421,0.855,0.8365,0.6128,0.431,0.558,0.011
1Y0d7RhGLQYl2-VAHFdUNg,FkmUQqJCjgAYSlckQL0umw,3,0.7832,0.7257,0.8263,0.85,0.431,0.558,0.011
1Y0d7RhGLQYl2-VAHFdUNg,ytynqOUb3hjKeJfRj5Tshw,4,0.6902,1.0,0.45,0.728,0.431,0.558,0.011
1Y0d7RhGLQYl2-VAHFdUNg,SyKHFYhRzW1hlwDga5EWWw,5,0.8171,0.7804,0.8478,0.6896,0.431,0.558,0.011
1Y0d7RhGLQYl2-VAHFdUNg,26jYcdFR5oLqKDKpTH0JIQ,6,0.8041,0.7539,0.8425,0.826,0.431,0.558,0.011
1Y0d7RhGLQYl2-VAHFdUNg,J6ZSgoKCLBDMMzuhM-aYGg,7,0.6174,1.0,0.3158,0.93,0.431,0.558,0.011
1Y0d7RhGLQYl2-VAHFdUNg,1b5mnK8bMnnju_cvU65GqQ,8,0.615,1.0,0.3136,0.816,0.431,0.558,0.011
1Y0d7RhGLQYl2-VAHFdUNg,Ppy-UN5RptIog4AvNnAM-g,9,0.7739,0.686,0.8434,0.6848,0.431,0.558,0.011
1Y0d7RhGLQYl2-VAHFdUNg,fCDMLD21ypv1XZ_EyafCkQ,10,0.6065,0.9836,0.3126,0.738,0.431,0.558,0.011
1Y0d7RhGLQYl2-VAHFdUNg,FNjY9rzdB0j-DYuKC0DmOw,11,0.7153,0.5941,0.805,0.922,0.431,0.558,0.011
1Y0d7RhGLQYl2-VAHFdUNg,mzZ_WTb2zvyJMBkm84B-WA,12,0.6694,0.5359,0.7695,0.832,0.431,0.558,0.011
1Y0d7RhGLQYl2-VAHFdUNg,54XgUhaR0kDqw8bgbAEAtg,13,0.7755,0.686,0.8426,0.888,0.431,0.558,0.011
1Y0d7RhGLQYl2-VAHFdUNg,OdIBX09glfXNVSyd0RnIeg,14,0.6784,1.0,0.4299,0.6784,0.431,0.558,0.011
1Y0d7RhGLQYl2-VAHFdUNg,6ajnOk0GcY9xbb5Ocaw8Gw,15,0.6909,1.0,0.45,0.796,0.431,0.558,0.011
1Y0d7RhGLQYl2-VAHFdUNg,sKiwf8xmLzp11hmewV_jEQ,16,0.6784,0.4593,0.8471,0.7152,0.431,0.558,0.011
1Y0d7RhGLQYl2-VAHFdUNg,q-zV08jt6U-q05SMEuQJAQ,17,0.6163,0.9927,0.3237,0.6992,0.431,0.558,0.011
1Y0d7RhGLQYl2-VAHFdUNg,jIfRcC9Vd_bz66nVsoEMzA,18,0.7133,0.5732,0.8219,0.696,0.431,0.558,0.011
1Y0d7RhGLQYl2-VAHFdUNg,L5LLN0RafiV1Z9cddzvuCw,19,0.6125,1.0,0.309,0.82,0.431,0.558,0.011
1Y0d7RhGLQYl2-VAHFdUNg,SwBhaxfQPbyhsi0QHUAN0A,20,0.6088,1.0,0.301,0.892,0.431,0.558,0.011
OwReUwpytGaHBJsbVTgOwQ,FEXhWNCMkv22qG04E83Qjg,1,0.8299,1.0,0.6844,0.7856,0.456,0.529,0.015
OwReUwpytGaHBJsbVTgOwQ,6ajnOk0GcY9xbb5Ocaw8Gw,2,0.7082,1.0,0.45,0.946,0.456,0.529,0.015
OwReUwpytGaHBJsbVTgOwQ,ChlcxTEoWBQJXJ2Xb2vm5g,3,0.8084,0.9615,0.6715,0.984,0.456,0.529,0.015
OwReUwpytGaHBJsbVTgOwQ,W4ZEKkva9HpAdZG88juwyQ,4,0.7801,0.951,0.6331,0.7696,0.456,0.529,0.015
OwReUwpytGaHBJsbVTgOwQ,9xdXS7jtWjCVzL4_oPGv9A,5,0.7691,0.9256,0.6359,0.7088,0.456,0.529,0.015
OwReUwpytGaHBJsbVTgOwQ,-xaY1TlMf20Ol9QLcDSU6Q,6,0.7647,0.8858,0.6606,0.752,0.456,0.529,0.015
OwReUwpytGaHBJsbVTgOwQ,J6ZSgoKCLBDMMzuhM-aYGg,7,0.6348,1.0,0.3158,0.78,0.456,0.529,0.015
OwReUwpytGaHBJsbVTgOwQ,U3grYFIeu6RgAAQgdriHww,8,0.6297,1.0,0.3005,0.988,0.456,0.529,0.015
OwReUwpytGaHBJsbVTgOwQ,VAeEXLbEcI9Emt9KGYq9aA,9,0.6284,1.0,0.3034,0.7936,0.456,0.529,0.015
OwReUwpytGaHBJsbVTgOwQ,iSRTaT9WngzB8JJ2YKJUig,10,0.7713,1.0,0.5758,0.7104,0.456,0.529,0.015
OwReUwpytGaHBJsbVTgOwQ,ytynqOUb3hjKeJfRj5Tshw,11,0.7072,1.0,0.45,0.878,0.456,0.529,0.015
OwReUwpytGaHBJsbVTgOwQ,oIH5YWPy_g61YXM6R900Wg,12,0.6472,1.0,0.3337,0.978,0.456,0.529,0.015
OwReUwpytGaHBJsbVTgOwQ,OdIBX09glfXNVSyd0RnIeg,13,0.6954,1.0,0.4299,0.7984,0.456,0.529,0.015
OwReUwpytGaHBJsbVTgOwQ,q-zV08jt6U-q05SMEuQJAQ,14,0.6356,0.9927,0.3237,0.7808,0.456,0.529,0.015
OwReUwpytGaHBJsbVTgOwQ,L5LLN0RafiV1Z9cddzvuCw,15,0.634,1.0,0.309,0.97,0.456,0.529,0.015
OwReUwpytGaHBJsbVTgOwQ,DcBLYSvOuWcNReolRVr12A,16,0.7637,1.0,0.5607,0.736,0.456,0.529,0.015
OwReUwpytGaHBJsbVTgOwQ,g04aAvgol7IW8buqSbT4xA,17,0.7524,0.8716,0.6491,0.776,0.456,0.529,0.015
OwReUwpytGaHBJsbVTgOwQ,fCDMLD21ypv1XZ_EyafCkQ,18,0.6272,0.9836,0.3126,0.888,0.456,0.529,0.015
OwReUwpytGaHBJsbVTgOwQ,ORL4JE6tz3rJxVqkdKfegA,19,0.6241,0.9987,0.3003,0.6496,0.456,0.529,0.015
OwReUwpytGaHBJsbVTgOwQ,OWOOc0YjU_kioLeEgo5VCA,20,0.6226,0.9924,0.3,0.7536,0.456,0.529,0.015
fHMBG0Rno-UH6ZIxhJcWZg,iSRTaT9WngzB8JJ2YKJUig,1,0.9159,1.0,0.8518,0.7904,0.437,0.553,0.01
fHMBG0Rno-UH6ZIxhJcWZg,8uF-bhJFgT4Tn6DTb27viA,2,0.9136,1.0,0.85,0.6592,0.437,0.553,0.01
fHMBG0Rno-UH6ZIxhJcWZg,TcNZXteosegb1RO4O5hREw,3,0.9134,1.0,0.85,0.6448,0.437,0.553,0.01
fHMBG0Rno-UH6ZIxhJcWZg,FEXhWNCMkv22qG04E83Qjg,4,0.9141,1.0,0.85,0.7056,0.437,0.553,0.01
fHMBG0Rno-UH6ZIxhJcWZg,ODnBnY1yRXwhuWAWydVsCA,5,0.8525,0.8475,0.8538,0.994,0.437,0.553,0.01
fHMBG0Rno-UH6ZIxhJcWZg,9xdXS7jtWjCVzL4_oPGv9A,6,0.8816,0.9256,0.8516,0.6288,0.437,0.553,0.01
fHMBG0Rno-UH6ZIxhJcWZg,OAjof8dhS2zScmZh2Xuo1A,7,0.7849,0.7025,0.85,0.784,0.437,0.553,0.01
fHMBG0Rno-UH6ZIxhJcWZg,bp5Mk2d0qofUeF5uLauIbg,8,0.8508,0.855,0.8511,0.6528,0.437,0.553,0.01
fHMBG0Rno-UH6ZIxhJcWZg,VVH6k9-ycttH3TV_lk5WfQ,9,0.9138,1.0,0.85,0.68,0.437,0.553,0.01
fHMBG0Rno-UH6ZIxhJcWZg,gTC8IQ_i8zXytWSly3Ttvg,10,0.9141,1.0,0.8513,0.6384,0.437,0.553,0.01
fHMBG0Rno-UH6ZIxhJcWZg,-xaY1TlMf20Ol9QLcDSU6Q,11,0.8648,0.8858,0.85,0.768,0.437,0.553,0.01
fHMBG0Rno-UH6ZIxhJcWZg,t9LiapsQABwMQeiF1Czl6w,12,0.8857,0.9347,0.85,0.7168,0.437,0.553,0.01
fHMBG0Rno-UH6ZIxhJcWZg,g04aAvgol7IW8buqSbT4xA,13,0.8587,0.8716,0.8508,0.744,0.437,0.553,0.01
fHMBG0Rno-UH6ZIxhJcWZg,ChlcxTEoWBQJXJ2Xb2vm5g,14,0.8994,0.9615,0.85,0.916,0.437,0.553,0.01
fHMBG0Rno-UH6ZIxhJcWZg,FkmUQqJCjgAYSlckQL0umw,15,0.7978,0.7257,0.8528,0.9,0.437,0.553,0.01
fHMBG0Rno-UH6ZIxhJcWZg,2DTkzhmMpv5fIPKheePClA,16,0.7968,0.7293,0.85,0.8,0.437,0.553,0.01
fHMBG0Rno-UH6ZIxhJcWZg,AzseSGgDC6bVtMPEYo1CNQ,17,0.8295,0.8083,0.85,0.632,0.437,0.553,0.01
fHMBG0Rno-UH6ZIxhJcWZg,h6IzeUVASeDtvKhd2PEsKA,18,0.8026,0.7399,0.85,0.92,0.437,0.553,0.01
fHMBG0Rno-UH6ZIxhJcWZg,DcBLYSvOuWcNReolRVr12A,19,0.9156,1.0,0.8513,0.784,0.437,0.553,0.01
fHMBG0Rno-UH6ZIxhJcWZg,3wo9jODQnuvBm8Gkem6qXg,20,0.8367,0.8164,0.8523,0.862,0.437,0.553,0.01
1qxiuQ5F-W-O-1m8MxMJxA,RQAF6a0akMiot5lZZnMNNw,1,0.8365,0.9986,0.7089,0.6597,0.442,0.546,0.012
1qxiuQ5F-W-O-1m8MxMJxA,ytynqOUb3hjKeJfRj5Tshw,2,0.7317,1.0,0.5138,0.7446,0.442,0.546,0.012
1qxiuQ5F-W-O-1m8MxMJxA,4wq9bzoCe3Mh0cPbYH1eDg,3,0.6861,0.4759,0.8569,0.6645,0.442,0.546,0.012
1qxiuQ5F-W-O-1m8MxMJxA,Qw7tz-UkPrpXaVidWuab4Q,4,0.711,0.8779,0.578,0.6037,0.442,0.546,0.012
1qxiuQ5F-W-O-1m8MxMJxA,BWITd9JUXP3gSi1z3Y-z8g,5,0.7263,0.5594,0.863,0.6613,0.442,0.546,0.012
1qxiuQ5F-W-O-1m8MxMJxA,J6ZSgoKCLBDMMzuhM-aYGg,6,0.6255,1.0,0.3158,0.9134,0.442,0.546,0.012
1qxiuQ5F-W-O-1m8MxMJxA,1b5mnK8bMnnju_cvU65GqQ,7,0.6234,1.0,0.3136,0.8326,0.442,0.546,0.012
1qxiuQ5F-W-O-1m8MxMJxA,fCDMLD21ypv1XZ_EyafCkQ,8,0.6147,0.9836,0.3126,0.7546,0.442,0.546,0.012
1qxiuQ5F-W-O-1m8MxMJxA,6ajnOk0GcY9xbb5Ocaw8Gw,9,0.7251,1.0,0.5003,0.8126,0.442,0.546,0.012
1qxiuQ5F-W-O-1m8MxMJxA,ChlcxTEoWBQJXJ2Xb2vm5g,10,0.5995,0.9615,0.3,0.8826,0.442,0.546,0.012
1qxiuQ5F-W-O-1m8MxMJxA,rgeuy1qbw6Z8B6CSVANHIA,11,0.6848,0.8981,0.5086,0.8386,0.442,0.546,0.012
1qxiuQ5F-W-O-1m8MxMJxA,L5LLN0RafiV1Z9cddzvuCw,12,0.6209,1.0,0.309,0.8366,0.442,0.546,0.012
1qxiuQ5F-W-O-1m8MxMJxA,OdIBX09glfXNVSyd0RnIeg,13,0.7099,1.0,0.4751,0.6917,0.442,0.546,0.012
1qxiuQ5F-W-O-1m8MxMJxA,I_3LMZ_1m2mzR0oLIOePIg,14,0.6183,1.0,0.3088,0.6181,0.442,0.546,0.012
1qxiuQ5F-W-O-1m8MxMJxA,3YqUe2FTCQr0pPVK8oCv6Q,15,0.6178,1.0,0.3062,0.7013,0.442,0.546,0.012
1qxiuQ5F-W-O-1m8MxMJxA,SwBhaxfQPbyhsi0QHUAN0A,16,0.617,1.0,0.301,0.8754,0.442,0.546,0.012
1qxiuQ5F-W-O-1m8MxMJxA,U3grYFIeu6RgAAQgdriHww,17,0.6165,1.0,0.3005,0.8546,0.442,0.546,0.012
1qxiuQ5F-W-O-1m8MxMJxA,onp9X_9RRAEzA-yqdiSOcA,18,0.6151,1.0,0.3009,0.7189,0.442,0.546,0.012
1qxiuQ5F-W-O-1m8MxMJxA,IWHdx0NhDKADkGOgXgOFKQ,19,0.7319,1.0,0.5155,0.6837,0.442,0.546,0.012
1qxiuQ5F-W-O-1m8MxMJxA,ORL4JE6tz3rJxVqkdKfegA,20,0.6147,0.9987,0.3003,0.7563,0.442,0.546,0.012
i3U6KWxoERRbfQptlNfPNw,bp5Mk2d0qofUeF5uLauIbg,1,0.8484,0.855,0.8462,0.6928,0.44,0.549,0.011
i3U6KWxoERRbfQptlNfPNw,TcNZXteosegb1RO4O5hREw,2,0.8433,1.0,0.7208,0.6848,0.44,0.549,0.011
i3U6KWxoERRbfQptlNfPNw,ODnBnY1yRXwhuWAWydVsCA,3,0.8434,0.8475,0.8381,0.944,0.44,0.549,0.011
i3U6KWxoERRbfQptlNfPNw,ytynqOUb3hjKeJfRj5Tshw,4,0.696,1.0,0.45,0.828,0.44,0.549,0.011
i3U6KWxoERRbfQptlNfPNw,F9OFNrITmQ1a9glscJ20ag,5,0.6963,0.549,0.8134,0.7376,0.44,0.549,0.011
i3U6KWxoERRbfQptlNfPNw,FkmUQqJCjgAYSlckQL0umw,6,0.7691,0.7257,0.8003,0.95,0.44,0.549,0.011
i3U6KWxoERRbfQptlNfPNw,h6IzeUVASeDtvKhd2PEsKA,7,0.7601,0.7399,0.7742,0.87,0.44,0.549,0.011
i3U6KWxoERRbfQptlNfPNw,mzZ_WTb2zvyJMBkm84B-WA,8,0.7106,0.5359,0.8462,0.932,0.44,0.549,0.011
i3U6KWxoERRbfQptlNfPNw,SyKHFYhRzW1hlwDga5EWWw,9,0.8142,0.7804,0.8421,0.7696,0.44,0.549,0.011
i3U6KWxoERRbfQptlNfPNw,J6ZSgoKCLBDMMzuhM-aYGg,10,0.6223,1.0,0.3158,0.83,0.44,0.549,0.011
i3U6KWxoERRbfQptlNfPNw,1b5mnK8bMnnju_cvU65GqQ,11,0.622,1.0,0.3136,0.916,0.44,0.549,0.011
i3U6KWxoERRbfQptlNfPNw,pym7c6ZFEtmoH16xN2ApBg,12,0.7952,0.8354,0.7646,0.7184,0.44,0.549,0.011
i3U6KWxoERRbfQptlNfPNw,26jYcdFR5oLqKDKpTH0JIQ,13,0.7973,0.7539,0.8295,0.926,0.44,0.549,0.011
i3U6KWxoERRbfQptlNfPNw,fCDMLD21ypv1XZ_EyafCkQ,14,0.6134,0.9836,0.3126,0.838,0.44,0.549,0.011
i3U6KWxoERRbfQptlNfPNw,Ppy-UN5RptIog4AvNnAM-g,15,0.7743,0.686,0.8451,0.7648,0.44,0.549,0.011
i3U6KWxoERRbfQptlNfPNw,VVH6k9-ycttH3TV_lk5WfQ,16,0.7639,1.0,0.5757,0.72,0.44,0.549,0.011
i3U6KWxoERRbfQptlNfPNw,FNjY9rzdB0j-DYuKC0DmOw,17,0.6962,0.5941,0.7754,0.822,0.44,0.549,0.011
i3U6KWxoERRbfQptlNfPNw,3wo9jODQnuvBm8Gkem6qXg,18,0.7394,0.8164,0.6744,0.912,0.44,0.549,0.011
i3U6KWxoERRbfQptlNfPNw,54XgUhaR0kDqw8bgbAEAtg,19,0.7673,0.686,0.8282,0.988,0.44,0.549,0.011
i3U6KWxoERRbfQptlNfPNw,iQp3QlP4iynGTXgFqpZ7Gg,20,0.677,0.5427,0.7825,0.7792,0.44,0.549,0.011
rARQ6lB7-51yfvxYlbUxUg,UCMSWPqzXjd7QHq7v8PJjQ,1,0.8647,0.952,0.8002,0.7056,0.431,0.56,0.01
rARQ6lB7-51yfvxYlbUxUg,ytynqOUb3hjKeJfRj5Tshw,2,0.6907,1.0,0.45,0.838,0.431,0.56,0.01
rARQ6lB7-51yfvxYlbUxUg,J-Go00lYW4f4a3lLLtoh_A,3,0.7176,0.5964,0.8112,0.704,0.431,0.56,0.01
rARQ6lB7-51yfvxYlbUxUg,IKMAgK2m6WRIViVFB2vAFQ,4,0.7529,0.7007,0.7928,0.7664,0.431,0.56,0.01
rARQ6lB7-51yfvxYlbUxUg,J6ZSgoKCLBDMMzuhM-aYGg,5,0.6154,1.0,0.3158,0.82,0.431,0.56,0.01
rARQ6lB7-51yfvxYlbUxUg,L5LLN0RafiV1Z9cddzvuCw,6,0.6127,1.0,0.309,0.93,0.431,0.56,0.01
rARQ6lB7-51yfvxYlbUxUg,fCDMLD21ypv1XZ_EyafCkQ,7,0.6068,0.9836,0.3126,0.848,0.431,0.56,0.01
rARQ6lB7-51yfvxYlbUxUg,XlIuTI1NRLzLlp11x-PTHA,8,0.69,0.6907,0.6886,0.7328,0.431,0.56,0.01
rARQ6lB7-51yfvxYlbUxUg,OdIBX09glfXNVSyd0RnIeg,9,0.6787,1.0,0.4299,0.7664,0.431,0.56,0.01
rARQ6lB7-51yfvxYlbUxUg,6ajnOk0GcY9xbb5Ocaw8Gw,10,0.6914,1.0,0.45,0.906,0.431,0.56,0.01
rARQ6lB7-51yfvxYlbUxUg,iOFbMitGdfU6i5xm4nZ8Ww,11,0.6985,0.5585,0.8049,0.7776,0.431,0.56,0.01
rARQ6lB7-51yfvxYlbUxUg,LmZWlvPJBwj5WG2KHV-v1Q,12,0.6386,0.6434,0.6348,0.6512,0.431,0.56,0.01
rARQ6lB7-51yfvxYlbUxUg,oIH5YWPy_g61YXM6R900Wg,13,0.627,1.0,0.3337,0.982,0.431,0.56,0.01
rARQ6lB7-51yfvxYlbUxUg,zZ01WQlcpI1_n806WKV3bA,14,0.736,0.6161,0.8241,0.984,0.431,0.56,0.01
rARQ6lB7-51yfvxYlbUxUg,q-zV08jt6U-q05SMEuQJAQ,15,0.6164,0.9927,0.3237,0.7872,0.431,0.56,0.01
rARQ6lB7-51yfvxYlbUxUg,U3grYFIeu6RgAAQgdriHww,16,0.6081,1.0,0.3005,0.948,0.431,0.56,0.01
rARQ6lB7-51yfvxYlbUxUg,SwBhaxfQPbyhsi0QHUAN0A,17,0.6068,1.0,0.301,0.782,0.431,0.56,0.01
rARQ6lB7-51yfvxYlbUxUg,FEXhWNCMkv22qG04E83Qjg,18,0.606,1.0,0.3,0.7536,0.431,0.56,0.01
rARQ6lB7-51yfvxYlbUxUg,8uF-bhJFgT4Tn6DTb27viA,19,0.6055,1.0,0.3,0.7072,0.431,0.56,0.01
rARQ6lB7-51yfvxYlbUxUg,ORL4JE6tz3rJxVqkdKfegA,20,0.6049,0.9987,0.3003,0.6816,0.431,0.56,0.01
NQHgdfn5nwJXbbnQbso9tw,e-i6jvgVv4TqjsYT99-ajg,1,0.8281,0.8279,0.8296,0.76,0.434,0.556,0.011
NQHgdfn5nwJXbbnQbso9tw,ytynqOUb3hjKeJfRj5Tshw,2,0.7002,1.0,0.4631,0.858,0.434,0.556,0.011
NQHgdfn5nwJXbbnQbso9tw,f8MSbvd5JotxsFsS6fbl-Q,3,0.7645,0.672,0.8363,0.7888,0.434,0.556,0.011
NQHgdfn5nwJXbbnQbso9tw,onp9X_9RRAEzA-yqdiSOcA,4,0.6571,1.0,0.3868,0.7904,0.434,0.556,0.011
NQHgdfn5nwJXbbnQbso9tw,UQMUtySn2q9cSObiw5UVsw,5,0.7258,0.5774,0.842,0.7072,0.434,0.556,0.011
NQHgdfn5nwJXbbnQbso9tw,q-zV08jt6U-q05SMEuQJAQ,6,0.6444,0.9927,0.3694,0.7968,0.434,0.556,0.011
NQHgdfn5nwJXbbnQbso9tw,J6ZSgoKCLBDMMzuhM-aYGg,7,0.6178,1.0,0.3158,0.8,0.434,0.556,0.011
NQHgdfn5nwJXbbnQbso9tw,U3grYFIeu6RgAAQgdriHww,8,0.6111,1.0,0.3005,0.968,0.434,0.556,0.011
