business_id,final_score,rank,score_source,review_count,cold_threshold_used
z7GXmSfRl92A_NWB7Zz4Og,0.00014771858993373877,1748,birank,155,20
yzMxuQYGIqHZCds5J21g2A,0.00014761595383272561,1749,birank,167,20
HzRSWmNxcEVQGrr1tun25w,0.00014749286478441426,1750,birank,426,20
fz85ozE9tZCIAPGTplZhTQ,0.0001474205819365822,1751,birank,116,20
Rwirqn9cmt5xhTUZ5V-idw,0.00014741700625109096,1752,birank,197,20
GsDwQ9NzKu8eaAGFhkOtnQ,0.00014723243788837645,1753,birank,230,20
rIPy-Q-w4hrvcdSbCakXpg,0.00014718835902587023,1754,birank,452,20
i6_elzfbdvp8rTjQ_AjY6A,0.00014701644748295,1755,birank,236,20
nmDK6a60DErPjLD9lxcjfg,0.000146996396837175,1756,birank,142,20
AS7hUQSS8zg8D7l3hPXj2g,0.00014699338293788569,1757,birank,178,20
ACYqszWy-AlxeskqHuiRBg,0.00014697852926679367,1758,birank,150,20
a39Bc7eixUE1_vOkBjEfwg,0.00014695865437515,1759,birank,228,20
S2f17_R3I2CXculeMDZAig,0.0001469194629064492,1760,birank,139,20
_Vm1wFLSe6kanZV1sQjkOw,0.00014689805332378144,1761,birank,239,20
ujWCzhA9YS2fXzXPW9Lc9Q,0.00014685066247923037,1762,birank,259,20
j7z0VfA0BjEG6dIVNprH9Q,0.0001468475468941,1763,birank,145,20
uJc9lKaxLNBZch866x4_pA,0.00014669124412983116,1764,birank,212,20
XZRsPZb30NWjgqZBSumsSw,0.0001465349929923061,1765,birank,135,20
lgOa5IWyHW9_qoCSXeie9Q,0.000146498146568125,1766,birank,215,20
cVFjnwuSmDKfIudiPHmkPw,0.00014648208180058104,1767,birank,187,20
f8d5NwkN4F2-mpx4MMDf3g,0.00014643270214963037,1768,birank,386,20
mdNm8X3vcedYXQ-vwc7OKQ,0.000146394016221925,1769,birank,128,20
Yvb0rmlmEFNLIRLfCIjVig,0.00014638804177098214,1770,birank,309,20
1_ggjy2ygyhAztMvjLCCEA,0.000146375216260425,1771,birank,227,20
VgsbZSm5NRaDg2ds_FDBrg,0.0001462876631449756,1772,birank,197,20
lOOePsuwr75TCvIhV1Am1A,0.0001462644729434303,1773,birank,214,20
CEBM9Ls8IHhYtbsxW9PC0w,0.00014617840606739586,1774,birank,235,20
jsDCfwLMjksdVq5SkNMLcg,0.00014617200144819342,1775,birank,255,20
MdAO6bEVCYmAjw2IaGJ5RA,0.00014606742948065874,1776,birank,265,20
1h9NXhwX4C4pXuBg7Dq7mg,0.00014599570761717295,1777,birank,102,20
2YoJUob1RL-LCYGiXdq8dg,0.00014599343413269097,1778,birank,167,20
Yv638OoaYQm3qBuFm30AQA,0.00014597716438179232,1779,birank,286,20
asCtJ8rvzle36-vdNZb0kg,0.00014586143089605002,1780,birank,300,20
MNnCUYhi8JGEF7isbLXAFg,0.0001457993594472,1781,birank,299,20
aZhwXa17CKUuh7lF8wwFvQ,0.00014575706248578772,1782,birank,393,20
itAhmbhHOyQQparfwicjDQ,0.0001456993458137934,1783,birank,280,20
WFRro-8uIBpKoJ1VSKrpdw,0.00014556918578051593,1784,birank,239,20
gYrHa4CckDjgOQc5B-yTKA,0.00014555407060233037,1785,birank,924,20
f1ExfzC0Tj6uJgWvve1Pow,0.0001455515208913756,1786,birank,321,20
JDZ-yr0SpjMoawlDeke59g,0.00014553122499654354,1787,birank,406,20
t2vxEpIP8ntB4OBHrNAcVw,0.00014552104854885132,1788,birank,213,20
riJXTWzl2sz2iJSBHL2MsA,0.0001455179219207383,1789,birank,73,20
1LGyVebO0VzuaMiFjpH3bg,0.0001451551742376934,1790,birank,181,20
mv9uuDPJDaxl0zJ5cEhpXA,0.0001450777439118756,1791,birank,456,20
saJFbz12EnzanelpD8_xXQ,0.00014499458255703035,1792,birank,630,20
gGf7dpWXL13f57CwTIvEkA,0.00014496595926904998,1793,birank,375,20
wgPpwKJ6oyp3XN0jGUFhOg,0.00014480186217675993,1794,birank,75,20
_5k9hs8ae9S9Dj46EZrSAg,0.00014465403601180002,1795,birank,579,20
dL0GYNilzv_esQ6GD5Vcqw,0.00014464030659827292,1796,birank,1036,20
Sh92jt5l8UtW3Gs-RbbK1Q,0.00014455558700328405,1797,birank,63,20
3n7VGTZQKyWycuhU_j0lqA,0.00014452326166294654,1798,birank,168,20
__YGMQexDIqJKtYynxh5gg,0.0001444105405841934,1799,birank,127,20
1KsRngfDY9Tr5mGvOQaG9w,0.000144388272592225,1800,birank,168,20
3tABZPOFyYgY05ADJnRT4w,0.0001441266746404867,1801,birank,219,20
2Q5gjf_K68145UdUyKGAaw,0.0001440724503741533,1802,birank,172,20
u4Y3FY1VmVWaaZUdGdJMJg,0.00014406657692683333,1803,birank,488,20
hZCp2jixJy358TeaiMwZ4A,0.00014402631759989284,1804,birank,81,20
MOKiCrc626sbmzMxIez5yQ,0.0001438055612896981,1805,birank,151,20
ErW31qKCSDBc_oZ4DCziww,0.0001437784547785,1806,birank,512,20
7UOJofNZSY6pQkIk6QUOGA,0.0001437554032081783,1807,birank,248,20
EuzUT3fwPBWAHMXUiX5L8Q,0.00014369118784272016,1808,birank,101,20
GV1s2EOQX7tLQrDjPGUJUQ,0.00014366411790016841,1809,birank,383,20
bDT5o-Syv0DNNCTigJDvYA,0.00014365247688389682,1810,birank,167,20
1U5ZqhfQZXPw0v_Fa29WBw,0.00014343912715068035,1811,birank,218,20
2pWQjLkIynlvTdgPGxINvQ,0.0001432941050586013,1812,birank,271,20
aoRv_tZfoGHjXkPqy94ryQ,0.00014324712287820554,1813,birank,126,20
RXwaoArqhi_-JnZh5MH_ow,0.00014283562319189534,1814,birank,671,20
GBRQ70B7TOhs8M40w6WGbw,0.00014281054505055,1815,birank,227,20
vWdBOZdE8KwxAxyE3LcJRw,0.00014270199088295537,1816,birank,236,20
8xjBQgZsIivU_qfbXYGrZw,0.0001426954437520896,1817,birank,64,20
Ktfl6gzqp4kWBYCpa2r35g,0.000142676707799231,1818,birank,470,20
ds4P0t6Wp4Q8o-PVnrr0pw,0.0001425882274855405,1819,birank,197,20
6W7BXh5dHiWml8zwvvtR4Q,0.00014255472790168633,1820,birank,95,20
3MIsXwx5zVmlwzRx9UnuFQ,0.0001424706238465153,1821,birank,186,20
kf8HXRAZxtC7xVR0Tg-rhA,0.00014235799582970978,1822,birank,279,20
xqrlUnrLo1t9UP38S02qeg,0.00014233236393013335,1823,birank,647,20
bWMpAxTtVKpNfuVK7xMjQg,0.00014227436572878025,1824,birank,640,20
2dlQX5sP9X6Dlm1MmNOlSw,0.00014199727259439025,1825,birank,481,20
hc7I_QpCszT3mlIP9uW19w,0.0001419801499970877,1826,birank,878,20
mJCSttB63SaPVZOW3YWhhw,0.00014176814780006924,1827,birank,130,20
uAg0M9xi_ijuMw5T2peymg,0.00014175278675772023,1828,birank,232,20
E7jw4bNYxy00T1vIkzOdzQ,0.00014159013784185537,1829,birank,191,20
yiR60hi1GUqVJ4Wu7U9dqA,0.00014151828518545764,1830,birank,240,20
2w2L1VAFAY89zcKtPC20jA,0.00014135566924764378,1831,birank,462,20
LqDzm5YJs07jpyIMYFnFrQ,0.0001413426321830635,1832,birank,490,20
2GgFrz1dQ6NzR29UIYQ8Xg,0.0001411872941395256,1833,birank,155,20
tMzJ15VLjqIuitCXs6_bsw,0.00014097814065380573,1834,birank,131,20
qQrNp9Q_-1GC1eRGv-HZLg,0.00014089327263965202,1835,birank,93,20
vWKTTbYHSi2tGA6hksCRkA,0.00014049306012175284,1836,birank,355,20
pFpQAuoPfhHCbXnHarxxtg,0.00014044632040703425,1837,birank,109,20
b0PRhOHyCi4AjQAMfWnjjQ,0.00014035633081150922,1838,birank,198,20
pqi8jMdzeYifbQfAnZfj1w,0.00014028290200997632,1839,birank,126,20
0mUVD5sDXZjd66XwATN8XA,0.0001401257245617,1840,birank,627,20
2bx_F3UOGmeg5SQR6RoD0g,0.00014007215326610771,1841,birank,185,20
2q8iaxBfJdSq3SLCi5NAsg,0.00013998588499540538,1842,birank,217,20
0AlrB500SLZ0g5SxjK8GYQ,0.00013998027147998075,1843,birank,83,20
9U2w4rQlIgBQqHuTRgp7Rw,0.00013994080854246973,1844,birank,177,20
qEBL7U0kW4lkptcd_4wWbg,0.00013970141716313422,1845,birank,194,20
8u70WVawnsReBWNv7IXNSg,0.00013964994501195537,1846,birank,319,20
qa0LSF3qMsnxFRROeEQaXA,0.00013959121896378802,1847,birank,252,20
JjUsoFUCDHsEloj6Q83aFA,0.00013957474588405,1848,birank,251,20
FWqhypnh0NsTwpWW69nS7w,0.00013950846224876896,1849,birank,235,20
H6ssEvfwH0LBwljZe51Y_A,0.0001395053353156251,1850,birank,78,20
-6nQZ-QCkAyNHdtaxOxDpQ,0.00013942228150485,1851,birank,266,20
10B8LifXfBtMLbrYzTOy1A,0.00013932758742437595,1852,birank,86,20
u6ymLCUNz0WQwsSIJ21BAg,0.00013921175822196474,1853,birank,192,20
LFOiOxKTB0oDELEJ0yjBhw,0.0001391794922792756,1854,birank,335,20
aUyOBYQW20UiAVGeCdEwGg,0.00013915394154506786,1855,birank,183,20
t67btAFoivLLR53lktwsfA,0.00013914359384610927,1856,birank,138,20
pSquMmdxtM5FFQYeNlcGAA,0.00013897817880521865,1857,birank,167,20
9ng2rcAA3Lb6m_t4IY0QcA,0.00013895154755655612,1858,birank,472,20
8qGe4GQYyZstFhYa0rvpIg,0.00013877765470765908,1859,birank,379,20
DE8wVXVQ5JNsRVZcLpOARg,0.0001387107944346067,1860,birank,148,20
s-74t4aQKL2pWeQmIB-c1Q,0.00013865373179791605,1861,birank,137,20
vsU6uRvqqf-Mls3GrDm1og,0.00013861414296270625,1862,birank,87,20
OnR86SBjEMUg60cCyOxQ9w,0.00013859757036418027,1863,birank,114,20
FClTbPhPbslS8uk0p8leOw,0.00013849951325955586,1864,birank,401,20
AahCxtL9ZrcaeTpP23X8Ig,0.00013846232792615482,1865,birank,95,20
5Y7cqSgUSfLwn7ulBeO_sA,0.00013844311024848035,1866,birank,238,20
6mL1WHEloNCQfc7a81pBiQ,0.00013840825720149997,1867,birank,65,20
K6rN4W4ErLVItpH_nIZncg,0.00013840556282779883,1868,birank,144,20
BJauHq_tArHgi0nncImNJg,0.00013796277008486726,1869,birank,1607,20
vEgKBcuZxPsaExMXBP0SgQ,0.000137940902280625,1870,birank,422,20
FOJGpcqeben-KUHzVd60RQ,0.00013791576900866508,1871,birank,103,20
q4wV6JIHvaMp0CQKPDp1kg,0.000137809736292075,1872,birank,364,20
J-Gfo-YKtgFPSgCBZbT88Q,0.00013776306659589593,1873,birank,1113,20
NhjZyB8Ep7VkK-qcyFBgHA,0.00013771827254451723,1874,birank,145,20
mHmIoIGOfpidrS1fYQ9PbQ,0.0001376720023651256,1875,birank,280,20
ngN3yfabddV-YkTO6WI4_A,0.00013760037285148966,1876,birank,330,20
be_uy8EbtTcCtBVqTYMFrQ,0.00013750656508229277,1877,birank,877,20
JPm93BlP-UHYPqFgK66JUw,0.00013728291292197675,1878,birank,240,20
fikP9Y0YSVhl8aJiW9xx2g,0.00013726098699212447,1879,birank,162,20
uX31y8tMkt918miAJaSIgQ,0.00013723653073741658,1880,birank,943,20
4CdXVM7-7ek6sNs11gaVuQ,0.00013709712659535115,1881,birank,111,20
zpPeS4x_9EFBobT_OHipQQ,0.0001370138781246,1882,birank,97,20
SrtakCRVHSFOWtI70wdVnQ,0.00013687049930223946,1883,birank,115,20
GTXSk8QyD7N1Un-tzgPw4g,0.00013686197427580175,1884,birank,504,20
wS1cKdAunElzf9ztRx14Ew,0.0001368555343577,1885,birank,668,20
tJPaPZwRqFmDSEc8VEx9hA,0.00013683548486406665,1886,birank,383,20
02nb6CI8w-2EoSEkQdk2Wg,0.0001368239832998006,1887,birank,577,20
suO_107nxddoUK6J-hK8GQ,0.00013674300169330423,1888,birank,144,20
2JKbWGJeE3LdwHJZSeAGEg,0.00013662448857861215,1889,birank,527,20
f3qKagX8q2lnz1O6Ulck7w,0.00013654111435460001,1890,birank,347,20
3H_MN2ecWlBLsUBWrjs8xA,0.0001364780668392263,1891,birank,302,20
qdKCj1XsTCgTql1iuPB5lg,0.00013647223287350092,1892,birank,286,20
r5sQtvsO4OVJgEH5H3uEAg,0.000136371431055,1893,birank,776,20
Y-xCFPYXWd9Ig0R_ZTd9mA,0.0001363390113703486,1894,birank,305,20
XM3ZCy6mhG9y9FZPIjOHlA,0.00013633656215148671,1895,birank,93,20
yVBTwIJdbtScInZ7G8eDwg,0.0001359075780785151,1896,birank,150,20
eGgYses6equ9ZOHj6lYmXA,0.00013586027216555349,1897,birank,62,20
ZSaKeh2-3U9BiMMqZA0z9Q,0.0001357839359574277,1898,birank,388,20
Pux_7mToiJgXRjVldmLkaw,0.00013551358162714028,1899,birank,91,20
W0JwMDaPz4KxJPqiUuh45A,0.00013547116057823232,1900,birank,121,20
61m3aYVdYWA9EM87EvjeAQ,0.0001354672395683175,1901,birank,307,20
IjJSHYMgXV3ZQSAr0tn19A,0.0001354663712940554,1902,birank,129,20
w4nHq_elJwPpI4iZ6ro3JQ,0.00013540992125990825,1903,birank,164,20
KN10CbKTJZVS_2abtMtAkw,0.00013528661651240537,1904,birank,353,20
aI2w94F3TvIuPTcflKVCJQ,0.00013506666458154868,1905,birank,572,20
bSgnLV5MkJycHpv6l5cnNA,0.0001350419075902125,1906,birank,710,20
-ltRJOR-r7MhOh7g48HQwg,0.00013488971966481522,1907,birank,142,20
D3_topdyHpAyq-zlEZ_BEg,0.00013484869582683332,1908,birank,182,20
FYpHZegG2iMum_axsJDKcA,0.00013479716837230002,1909,birank,87,20
T0qzsFxkHK9w1afnmns4fw,0.00013476286467514948,1910,birank,319,20
HmQ5jRUuYrRc8cKGIsA6FA,0.00013472764051000716,1911,birank,193,20
m8EZJFtJlVzTLOJvXVGxlw,0.0001346937154631175,1912,birank,648,20
Thksu3pRk_QKFmKYa23mow,0.00013448454282923036,1913,birank,1272,20
FXt9SIJT-1JN3K8RRb0-5g,0.00013446518062515536,1914,birank,356,20
D8NEBGvh1DVHbyEs2cWVAQ,0.00013445806406013258,1915,birank,107,20
sBRKxVbRBmeXY9mVwliqYw,0.00013445149189402557,1916,birank,97,20
IlAvhYscM3UyY5hzBPBlUA,0.00013440776841983334,1917,birank,258,20
af3WWbBciAD3L6I6ZuXGJQ,0.0001343446002321256,1918,birank,262,20
kMfhJIGdpU4rZeogFKdr1w,0.00013423616759080176,1919,birank,154,20
3eJlEkRmcJODPMOp-cJkcA,0.00013419927444925121,1920,birank,95,20
EnLLksrGdqMgOOAu9rNtJg,0.00013419459237130416,1921,birank,291,20
uizQiDP3fYaDvCxuwMaSew,0.00013402330832599021,1922,birank,300,20
zm9aNqkHHtp1f-VT3ZlOZw,0.00013399617649065921,1923,birank,261,20
z_nuzYCFJbfQ83eozdBMnA,0.00013397459978302024,1924,birank,342,20
fIJl2U1A8yiul6WX6pOhdQ,0.00013390611051450536,1925,birank,202,20
6pT7TIyrhpeo-LjTlIZBDA,0.0001338302897364342,1926,birank,369,20
0oogOBGXNj39Wnl2SKoe0w,0.00013369286484915294,1927,birank,138,20
0f0l62WKla-j2cfnPn7P2Q,0.00013367678128518038,1928,birank,665,20
WtC6tR6Wq9g_vguMalpliQ,0.00013366990614241568,1929,birank,85,20
JUiwOZynj3Wid_spJoxUug,0.00013365614883025133,1930,birank,83,20
sL5Rmq0WB3MWOeLlav8bBA,0.00013362718435455,1931,birank,243,20
mCNvZPROAx2AwbYeizPHvg,0.000133391708226503,1932,birank,262,20
VxVQSJKTCx-5WFe-clKOaw,0.00013334396587045278,1933,birank,42,20
DHMTaMk6JEcgYC2mIwi0hw,0.00013334190962690064,1934,birank,68,20
TVv-Rijul-b1GoIZ_zq-7Q,0.0001332936492666048,1935,birank,96,20
XahxHmkaFOAwXix2VGRAUQ,0.00013329210171064986,1936,birank,124,20
qSfTZcLbm50K1i_vgqBhqg,0.00013324307483933434,1937,birank,137,20
k9k8KR-HWclyvAWMR71_ZQ,0.0001331995893409006,1938,birank,298,20
oZFddbA1tlw4CHrLvg4mwg,0.00013312687976701338,1939,birank,99,20
hUcUvCpETeN0hvN32zrOlA,0.00013297353428901458,1940,birank,177,20
VcXXDz9dsm9klG1uK3R0tw,0.0001329186260143506,1941,birank,123,20
hzkeaiW4tG0H_nHG31JuVA,0.00013290346692102368,1942,birank,350,20
vyyr3G874jpRYSQo2KPZow,0.00013283236699309766,1943,birank,231,20
1Efad30BdOeqqjX2d6P4sw,0.0001327132857116518,1944,birank,387,20
U8TY8RR3Cz5FuJ1Sbedb-A,0.00013269403980355947,1945,birank,136,20
STU4v_QuqjpsUJmWU535pg,0.00013266405676912646,1946,birank,393,20
3tHYTqsJcsZ578bmcneY0A,0.00013245767172507438,1947,birank,186,20
JNHEadNYIm5eY_4lTjmISQ,0.0001324373712918466,1948,birank,106,20
FRBGjZKVmKqcyFb7XQCjXA,0.00013239306232081308,1949,birank,89,20
GKi9B1w_3qazIURnJ6lW9w,0.00013220148759472233,1950,birank,162,20
iH3LWJ6yisLnGEnd6Ch29Q,0.0001321042123122092,1951,birank,301,20
Ttg0xnJpjDTlVDKC5iBbdA,0.00013187628352403507,1952,birank,202,20
7dQ39yOtoQIhmHY_E9cQFQ,0.00013183708897063746,1953,birank,110,20
co28Isl2nsvX4-dd33R_yw,0.00013167301985887888,1954,birank,861,20
csq9VYVCD49otyOurg2vFg,0.00013158900130355155,1955,birank,208,20
aYrsT_ReL6vlQIP2GrvLWQ,0.00013158899949355062,1956,birank,245,20
IVBh5jYrAQ363Wd6yMsDgw,0.0001315257763448,1957,birank,497,20
p1Y8bMd0ixx1dzj9oTjEOw,0.0001314395128907685,1958,birank,127,20
_T_uAA8QWu55WWerljCYug,0.00013139808796157017,1959,birank,53,20
BrD8yPqnivir_-PpZ8pjQA,0.00013128177392826665,1960,birank,349,20
KWIgNJwWWS34AvGaC0HdYQ,0.000131260775256425,1961,birank,738,20
PzreyErPlb73Zgt1oSZdcA,0.0001312263617475092,1962,birank,196,20
nd1wLaVXyk86yECj1ffwJw,0.00013118280793812992,1963,birank,199,20
fwAKmgDhi6vsxBWm7izc-g,0.00013098826556200282,1964,birank,115,20
weIYxWpFp1TLoaX6XE4Elw,0.0001306955533760163,1965,birank,201,20
MNwTcsnjhe22ShOLYbxm2A,0.00013061386551868417,1966,birank,641,20
0ltwnq7Q2S76Fu-0W0HNPg,0.0001305643577188135,1967,birank,336,20
XRmk-rUh2VknJs4tT7QB2A,0.00013050174722011504,1968,birank,543,20
Ll9dhi3PsGgMf6-HEZjfLQ,0.00013049963442843027,1969,birank,270,20
oJXKb2Y80tiRi16jYNmpIg,0.00013049769754654175,1970,birank,475,20
rQkGuMsXdQ5AQtqk6mzpAg,0.00013046525930525,1971,birank,206,20
C8qLAGhE2UP3NgdShFuOPg,0.00013038105918763412,1972,birank,246,20
BerT4C0BFyrRgYzlytNe5Q,0.00013020277732274385,1973,birank,153,20
oHMUB2xSWRY_7fXXKRZ-_A,0.00013018651144818037,1974,birank,407,20
rDk_O0KRIqEYvoBhonLmjA,0.00013018316757517465,1975,birank,224,20
WllnLf3kBK5lGyPoKWICXQ,0.00013018128363261237,1976,birank,335,20
-BLVl824WRLFIm_uiHmkbA,0.00012983474574570537,1977,birank,277,20
fuMYz11sdGwFqckMu0BkGQ,0.00012982279246811796,1978,birank,185,20
SDuDbDZfEKKR3mwcrNsz5w,0.00012969978761887292,1979,birank,273,20
9XzPqLGIkuN1rmqWH7aP9A,0.00012968545230245928,1980,birank,122,20
wF3EdgYbUm6ARXDCzbpUEA,0.00012965773971820277,1981,birank,583,20
8BEIpKZu-ddcptxDbqMwLQ,0.0001296507297509436,1982,birank,149,20
KfDQ7xhzuMJw7Z6okAwvow,0.000129574537466,1983,birank,227,20
zMMSWTHxkLWYR359o-IuAg,0.000129526211469775,1984,birank,240,20
jmZt66lh8Lv70VoVwXgMow,0.00012942392288425712,1985,birank,90,20
h9c5p5JwhdbMFGTFDvozag,0.00012940902064427853,1986,birank,70,20
4GmZ1qVrioP3duIk_YZMxg,0.00012935743331119658,1987,birank,137,20
j92DNzG7Io113coMzYsTsw,0.00012923433563162318,1988,birank,95,20
sWZnoOJwHTQD7RgdrmFA6Q,0.00012914530866503293,1989,birank,313,20
2bugq0djs9WnBMHaIr4iYw,0.00012909834758727013,1990,birank,209,20
DIsakzk-hTU48OEhqYIf7w,0.0001290749129421,1991,birank,470,20
lLU4ViA0OjsCs9hK2DQEkQ,0.00012901872600506296,1992,birank,426,20
q_S1dx9WI54X2Ll1pBW-9g,0.00012901745073114998,1993,birank,247,20
p_2-bZDYefZTD21erlZh4g,0.00012894422739475,1994,birank,161,20
nk9CYmNy0mxuu3dosjyV3Q,0.0001288463847058368,1995,birank,126,20
FvvlLwlLrMXx7ScfKdx3MA,0.0001287626947213666,1996,birank,92,20
Qge2dkrXXhXFEk6E8jysNw,0.0001287445165533557,1997,birank,265,20
tRQd4vpyxy6Mvn3DxEZDCA,0.0001287288427646637,1998,birank,143,20
71jPhXJK1GGdGGV09jp0gQ,0.00012856983351040133,1999,birank,164,20
nPfUxvE41sjRJqZTUj-qGw,0.000128449208230925,2000,birank,258,20
LuB-RHZQzmbAHXmykrN0BA,0.0001283711039297896,2001,birank,377,20
1_BzX6o0O6w_9yx9NczMrg,0.00012826661284547801,2002,birank,270,20
Hs-jwE791t3cX9ErgTcEFg,0.00012822494801009179,2003,birank,195,20
B5YzH2QTnHThzrHPt-qHow,0.0001281926647055564,2004,birank,581,20
ADaZC5PLXRJZaNJQaJnMcQ,0.0001281801676713874,2005,birank,179,20
p2kC-cD22QAQzIGD8ZuqFA,0.00012809574830736578,2006,birank,819,20
pFQSo_TvT8-RDTHc_-PhlQ,0.0001279895897146506,2007,birank,719,20
CqUyK5sLX1hG15_dJAK5Nw,0.00012790454165618854,2008,birank,180,20
wPSQ2EGGlpTpjC4fsICQsg,0.00012782703461593052,2009,birank,128,20
OFeOtZ_8FJvDUb9BEfnyTw,0.00012778329920008037,2010,birank,194,20
aBJWHzk6jfAj4h92clH21g,0.00012772335765608037,2011,birank,183,20
fBYOdcN7ywrueLIEEkW0kw,0.00012769472231621433,2012,birank,107,20
ql_-U6RfqR4hbyZfSIZECQ,0.00012763274728053178,2013,birank,192,20
-KdeX92-JV2K8GWbAxVj2w,0.00012761771936238282,2014,birank,316,20
0h4Oo6W8mG4HEYQzZRkoOA,0.00012758426754431283,2015,birank,285,20
ul7RY7S80zD3EpvoYMNyAA,0.00012752246672457238,2016,birank,213,20
1MeIwdbTnZOBFCKOrgaxuw,0.00012746415024783052,2017,birank,206,20
jSZQ89WehnfYJcYMGQO2og,0.00012738341371871235,2018,birank,20,20
xVZzmogXT64tfSwHZgYVjA,0.0001273834137187,2019,cold_start,19,20
8Wq0LZSuHdPTlleQD5sU_w,0.0001273600635061118,2020,birank,127,20
FNQfc2Ih5bSKnmRcsHTcKw,0.00012720664190065553,2021,birank,223,20
4tJmaaIAG-rZrPF-2CpNEg,0.00012710036862651958,2022,birank,704,20
IG1MLst7GcptliBDES8ycw,0.0001270530034830993,2023,birank,278,20
-mBc7M9Q3fEIxuUxwOleZg,0.00012698435287270904,2024,birank,223,20
mLJcCIhUdVYAlYHeVdg77w,0.0001268682612995756,2025,birank,151,20
DG_7A-jMSFFYYqmldgGqNg,0.00012682384798545,2026,birank,137,20
y-XX_c8EVK4m3oQda42Y3A,0.00012680880229667434,2027,birank,183,20
B_e2yKNLa0h4LbyI7u1wxQ,0.00012677153170751227,2028,birank,61,20
GUZCOzK1ssAza9C6Tnxl5A,0.00012675242814938213,2029,birank,177,20
Og32VlJ-InIa6y_O9cgR8Q,0.0001267279697622,2030,birank,101,20
aOLFlIQibMg_lT2X4qKM2g,0.0001266857361206842,2031,birank,182,20
-aXBwEc28UdpcNtl6B6sGA,0.0001266758444956,2032,birank,99,20
ScWo1fsKbn6vJftI49bqcw,0.000126512744334275,2033,birank,418,20
KSi7EYVE7Xziq4uxH9gHiw,0.0001263729201169287,2034,birank,112,20
zDEzXNbn84HD0lR0KD0seg,0.0001263214354798397,2035,birank,182,20
Tgq7FzfhLx97K5NBXGO5fA,0.0001262618993270643,2036,birank,133,20
F94hX4z3gqcUZHEh1_r8eQ,0.00012610822334516972,2037,birank,155,20
0s8M7TmzxKfAibuBmm2uYw,0.0001260008193213516,2038,birank,599,20
51BQzF_4dOOuIO9s-4Ropw,0.00012594932203762992,2039,birank,117,20
LG9WtCRXx_PAr0y4nO0qjg,0.0001259305042213842,2040,birank,265,20
uOjNbkw8nExqS7dylRcZmw,0.0001258231938788013,2041,birank,412,20
UGUVD1fzinNkrEmfJxzW1w,0.00012574563945677868,2042,birank,123,20
0TPVRleoFUf769bCkh5Jgw,0.00012574472514840024,2043,birank,90,20
9vR01HFj18HzlASzaYOfxA,0.00012566430367680446,2044,birank,349,20
HTaTuu_35PfpJMKcd-q-hA,0.000125280144321217,2045,birank,209,20
eJYvM2Zy5BloOYGldWmAVw,0.0001252484244591063,2046,birank,292,20
lI072WLVzEXV8Bh1rwmlhw,0.00012522933820640272,2047,birank,226,20
doN8QSdGtlIAW7BP8afZEg,0.00012511694530349118,2048,birank,114,20
n9mvAPvzNjEE3qmly4vOLg,0.00012508563978777036,2049,birank,105,20
fBafnubpYG3wbpe2p6SdgQ,0.00012506086977891051,2050,birank,92,20
M8vKFvhRr_O31F5R9UGQWA,0.00012504170055717967,2051,birank,114,20
-0__F9fnKt8uioCKztF5Ww,0.00012495123561642193,2052,birank,160,20
ZyyExneJPXjci7yc2CGAPQ,0.0001249024424973013,2053,birank,339,20
d8FgfM31dou00aYDqfx9Dw,0.00012489466598332785,2054,birank,213,20
g0rCtQnK8sYOGCUKg64UyA,0.00012486353874946,2055,birank,140,20
7enJKZ9W2Vkq62ryK28taQ,0.0001248265309780756,2056,birank,342,20
nHsoeVL1dXs9ZNjmdrlPuA,0.00012469227676085352,2057,birank,348,20
rjdUiKAXXYHIH20zVTcPXw,0.0001246814105306263,2058,birank,187,20
Rbu1ie-5KHHbuSCqyRFrDQ,0.00012461263420577236,2059,birank,213,20
wUMuvdUeVZODZk7TjaD2jg,0.0001245518362327956,2060,birank,434,20
k6WAVICs1yY07JPXLYCj_w,0.00012444514155764068,2061,birank,147,20
0TRot0XZXjzrWLWPn9ycmg,0.00012441984142235498,2062,birank,596,20
ZlpC-lTeTFKcqXoCD0rTMg,0.00012440237442543187,2063,birank,189,20
U69aAXYMg9sPlzvsBX6UZw,0.00012440229596922907,2064,birank,349,20
_kSaLnFZIEpOZEg6ZIxKvQ,0.0001243058686973351,2065,birank,49,20
aA-6urKmmlZw9STPOHZNCg,0.0001242490659408006,2066,birank,130,20
5asvaAT-jDbOnCM3iPlScw,0.0001241298461116598,2067,birank,359,20
QAnMrj8-uQMNthhrfXAQfA,0.0001241073925004037,2068,birank,193,20
ddOSzwvJSdM8inofl-ybdw,0.00012406521194470002,2069,birank,583,20
D88TqtyrAajR6n7eX-JsKg,0.00012405598221603705,2070,birank,179,20
x3jRG95AVMBFcxVovRwIRg,0.0001239080450663428,2071,birank,200,20
u4P6hqDz6-QG9PR2Pj5KIw,0.00012385578856168752,2072,birank,111,20
fqD6hooRmTeQnmy2PdzXIw,0.00012374798302776667,2073,birank,175,20
MLHZ9MOx1NlIqTOkeWKipA,0.00012374676049387265,2074,birank,132,20
3Jk9lNDPhmUS8PC5CrY4sg,0.00012361276645254167,2075,birank,98,20
KwWmZOV6q6GTva8j6h05Nw,0.00012350731613166059,2076,birank,76,20
1riuPe3T4qcDkYlmEPku_Q,0.0001234701029790786,2077,birank,69,20
nKdvOAenRN4WllzGJ3hd4g,0.00012336416967280385,2078,birank,332,20
