business_id,name,categories,city,latitude,longitude,state,stars,review_count,country,city_state_country_display
cOoTIQ0RcudE1R5aRVZzdw,The Garden Market,"Delis, Restaurants, Grocery, American (New), Cafes, Coffee & Tea, Beer, Wine & Spirits, Food",Carpinteria,34.4064277,-119.5472823,CA,3.5,92,United States,"Carpinteria, CA, United States"
6ZDTBwyQqFrXFK0shwJRqA,Rattlesnake Espresso,"Coffee & Tea, Restaurants, Cafes, Food",Tucson,32.2213602575,-110.8132956367,AZ,4.5,32,United States,"Tucson, AZ, United States"
0yOfDyqoJTp6-9qbyroyEw,Fred's Breakfast,"Food, Breakfast & Brunch, Restaurants, Coffee & Tea",New Hope,40.365703,-74.951199,PA,4.0,148,United States,"New Hope, PA, United States"
XisEaN0YxDeMc-9rQp6Qag,Degaje Local Market ,"Coffee & Tea, Food, Art Galleries, Shopping, Local Flavor, Cafes, Restaurants, Arts & Entertainment, Wine Bars, Furniture Stores, Home & Garden, Nightlife, Bars",Wesley Chapel,28.244395,-82.351029,FL,4.5,57,United States,"Wesley Chapel, FL, United States"
gdEZfd6RFXYmmXX71RDvbA,C'est Cheese,"Specialty Food, Cheese Shops, Cafes, Restaurants, Breakfast & Brunch, Wine Bars, Sandwiches, Food, Event Planning & Services, Caterers, Bars, Nightlife",Santa Barbara,34.422317,-119.698081,CA,4.5,272,United States,"Santa Barbara, CA, United States"
HGpo8xl2mmYInwnHXenHCQ,Tazza Cafe,"Restaurants, Cafes",Hendersonville,36.3030615,-86.6370577,TN,2.5,139,United States,"Hendersonville, TN, United States"
P530pEUtDTWljOAoSyaaMw,Franklin Commons,"Venues & Event Spaces, Internet Cafes, Food, Event Planning & Services, Party & Event Planning",Phoenixville,40.1411698,-75.5212225,PA,4.5,6,United States,"Phoenixville, PA, United States"
S2cKcdtOIDFyUfXYNPJUIw,The Turning Point of Marlton,"American (Traditional), Food, Breakfast & Brunch, Juice Bars & Smoothies, Coffee & Tea, Restaurants",Marlton,39.8904456623,-74.923508074,NJ,4.0,410,United States,"Marlton, NJ, United States"
QlgkDPk0aS19t8L4aKT2zw,French Quarter Postal Emporium,"Post Offices, Internet Cafes, Local Services, Professional Services, Shredding Services, Printing Services, Public Services & Government, Food, Mailbox Centers, Shipping Centers",New Orleans,29.9612315,-90.0631741,LA,3.5,31,United States,"New Orleans, LA, United States"
QBvj3FvJbYJRa9xWb6DyQA,Companion Cafe - Saint Louis,"Restaurants, Cafes, Bakeries, Food, Internet Cafes, Breakfast & Brunch",Saint Louis,38.7045986202,-90.4324576012,MO,4.5,137,United States,"Saint Louis, MO, United States"
alIV10COVIoLpd8-jqAx-Q,Dunkin',"Coffee & Tea, Food, Donuts",Pennsauken,39.9370375,-75.075921,NJ,2.0,8,United States,"Pennsauken, NJ, United States"
i2g8Vt3SZu2GnVAv-OuXGg,Vintage Fork,"Restaurants, Breakfast & Brunch, Coffee & Tea, Cafes, Food",Edmonton,53.5275965473,-113.520675078,AB,4.5,15,Canada,"Edmonton, AB, Canada"
c_YbtTRac_wv5jpzLQElsQ,Honey Baked Ham Company,"Cafes, Caterers, Restaurants, Meat Shops, Event Planning & Services, Food, Specialty Food, Delis, Sandwiches",Nashville,36.144055,-86.812824,TN,3.5,20,United States,"Nashville, TN, United States"
T8gJyppKf9GWogFTkead-A,Spread Bagelry,"Restaurants, Sandwiches, Coffee & Tea, Food, Bagels",Philadelphia,39.9419396,-75.1505931839,PA,2.5,51,United States,"Philadelphia, PA, United States"
Yh4yCF2cjDVr2LSuphgrXQ,Wawa,"Automotive, Coffee & Tea, Food, Restaurants, Delis, Convenience Stores, Gas Stations, Sandwiches",Philadelphia,40.02217,-75.0626204,PA,2.5,7,United States,"Philadelphia, PA, United States"
kayZz9qkn24KGspavVYxfA,McDonald's,"Burgers, Coffee & Tea, Fast Food, Restaurants, Food",Flourtown,40.1105890459,-75.2133093681,PA,1.5,38,United States,"Flourtown, PA, United States"
hg-2O1MpZ24DhhR4WWofSw,Everything Bagel Cafe,"Bagels, Food, Sandwiches, Cafes, Coffee & Tea, Restaurants",North Wales,40.211292,-75.278343,PA,4.5,112,United States,"North Wales, PA, United States"
h4VyN6sZLqgJ6LBp0P6VPw,Starbucks,"Coffee & Tea, Food",Kenner,30.005427,-90.2304939812,LA,3.5,41,United States,"Kenner, LA, United States"
EuGfAJ0un7GsQ90pFWZubQ,Firepot Chai,"Tea Rooms, Food, Coffee & Tea",Nashville,36.1213989,-86.790848,TN,4.0,14,United States,"Nashville, TN, United States"
Qrkk_LwIZhNDTlDiy5LYMA,Doe Doe's Diner,"Coffee & Tea, Breakfast & Brunch, Restaurants, Food",Saint Petersburg,27.8142345,-82.7691387,FL,4.0,115,United States,"Saint Petersburg, FL, United States"
ybQem1jFkGPI1F-PEfEZBQ,Vivid Cafe,"Nightlife, Juice Bars & Smoothies, Lounges, Bars, Hookah Bars, Food, Coffee & Tea",Saint Louis,38.5761587,-90.2770993,MO,3.0,12,United States,"Saint Louis, MO, United States"
HN1sAd6vqKgPfQqnCxa6fA,El Jefe's Cafe Tostada,"Restaurants, Breakfast & Brunch, Sandwiches, Cafes, Coffee & Tea, Food",Tampa,28.0591974733,-82.5337540358,FL,4.5,14,United States,"Tampa, FL, United States"
WJhr0iwDJ-JWpP-BNuUN2g,It's A Grind,"Food, Coffee & Tea",Creve Coeur,38.6751228,-90.4636652,MO,4.0,5,United States,"Creve Coeur, MO, United States"
o1j6x_XniimFUe45JIusBw,7-Eleven,"Coffee & Tea, Convenience Stores, Food",Tampa,27.960176,-82.4418414,FL,4.0,6,United States,"Tampa, FL, United States"
L8rhRyXtpq2nCE0il1KN_g,Coral Tree Cafe,"Cafes, Burgers, Sandwiches, Restaurants",Santa Barbara,34.4157346304,-119.846678722,CA,3.0,28,United States,"Santa Barbara, CA, United States"
qLV0NfttUfQfzQDFUWYtOg,All Star Bagel,"Bagels, Restaurants, Coffee & Tea, Food, Breakfast & Brunch",Southampton Township,39.8804969,-74.7379647,NJ,4.0,7,United States,"Southampton Township, NJ, United States"
zWDESCEtvhzpi8YRXaukNA,Dunkin',"Food, Coffee & Tea, Donuts, Restaurants",Atco,39.771831,-74.9000275,NJ,1.5,18,United States,"Atco, NJ, United States"
dLXkx82ZMsR5NLkCRtg0Dw,La Bella Dolce Italia,"Juice Bars & Smoothies, Restaurants, Cafeteria, Italian, Coffee & Tea, Gelato, Ice Cream & Frozen Yogurt, Caterers, Creperies, Breakfast & Brunch, Desserts, Food, Event Planning & Services, Sandwiches",Philadelphia,39.9419585,-75.153177,PA,4.5,41,United States,"Philadelphia, PA, United States"
zGbycl5wGZXkbtq4c6-qYw,Cafe European,"Cafes, Modern European, Restaurants, Mediterranean, Sandwiches, Soup, Salad",Tampa,27.914222,-82.52704,FL,5.0,52,United States,"Tampa, FL, United States"
TwXdnMqRlT7mrRCOUcKhJA,allongée,"Food, Barre Classes, Coffee & Tea, Fitness & Instruction, Gyms, Active Life, Sports Clubs, Juice Bars & Smoothies, Yoga, Pilates, Cardio Classes",Philadelphia,39.949716,-75.145242,PA,4.0,23,United States,"Philadelphia, PA, United States"
eFn-8QlFGdkT_B-bWigtFQ,Rose Cafe,"Cafes, Diners, Restaurants, Mexican",Santa Barbara,34.4215541,-119.6901188,CA,4.0,115,United States,"Santa Barbara, CA, United States"
LzgxfMu24HbJbUi1cCk70Q,Premium Steap,"Coffee & Tea, Food",Philadelphia,39.9565128,-75.1602477,PA,4.5,9,United States,"Philadelphia, PA, United States"
64jKdxGGwfHx4rutBBKWBQ,The Healthy Hive,"Juice Bars & Smoothies, Restaurants, Coffee & Tea, Food",Clearwater,27.9894515,-82.7741503,FL,4.5,13,United States,"Clearwater, FL, United States"
pMIps0jIDadJuWqxP6MNQg,Golden Valley Farms Coffee Roasters,"Organic Stores, Food, Wholesale Stores, Specialty Food, Coffee & Tea, Coffee Roasteries, Restaurants, Delis, Shopping",West Chester,39.9489353,-75.5879947,PA,5.0,8,United States,"West Chester, PA, United States"
vJlbggc3FsyeOqUOPhVfiA,Tim Hortons,"Restaurants, Donuts, Coffee & Tea, Sandwiches, Food",Edmonton,53.437568677,-113.6063218931,AB,3.0,5,Canada,"Edmonton, AB, Canada"
ohIBOQgD3M5CohT4BGpJNQ,Zee Bee Market,"Fashion, Specialty Food, Jewelry, Food, Home Decor, Accessories, Home & Garden, Shopping, Coffee & Tea",Saint Louis,38.5987587,-90.2430327,MO,5.0,36,United States,"Saint Louis, MO, United States"
Pl4VWjRSuZFdhN7kczFfjA,"The Human Bean Boise, Broadway Ave","Food, Coffee & Tea",Boise,43.585975,-116.19334,ID,4.0,30,United States,"Boise, ID, United States"
JD2SkbWJFpKyMZjqzT8fdA,Wawa,"Gas Stations, Food, Coffee & Tea, Convenience Stores, Sandwiches, Restaurants, Automotive",Media,39.91621,-75.3814775,PA,4.5,9,United States,"Media, PA, United States"
BEMSDLPP630Fpdw_QpqLVA,La Creperia Cafe,"Creperies, Desserts, Breakfast & Brunch, Restaurants, Coffee & Tea, Specialty Food, Local Flavor, Food",Tampa,27.9601035901,-82.4396060472,FL,4.0,350,United States,"Tampa, FL, United States"
oqYUDzhTzsw9N_Z8f0Q9IA,Double Shots Espresso Bar,"Coffee & Tea, Food",Philadelphia,39.9485482,-75.1446385,PA,3.5,46,United States,"Philadelphia, PA, United States"
p3qatJIq6b8Gd_k7hwpHOg,McDonald's,"Restaurants, Burgers, Coffee & Tea, Fast Food, Food",Lebanon,36.1885354901,-86.4102575183,TN,1.5,21,United States,"Lebanon, TN, United States"
a_gAQfVy9Op95AGdZ7PFXA,McDonald's,"Restaurants, Food, Fast Food, Burgers, Coffee & Tea",Clearwater Beach,27.9719517219,-82.8292235025,FL,2.0,41,United States,"Clearwater Beach, FL, United States"
LMXaKchY61sXCr17RBSjdA,Speedway,"Gas Stations, Automotive, Coffee & Tea, Convenience Stores, Food",Clearwater,27.9821444,-82.7082665,FL,3.5,6,United States,"Clearwater, FL, United States"
7d_OgR-rNFMh0tScSqtegw,Starbucks,"Coffee & Tea, Food",Edmonton,53.4387541302,-113.6184747495,AB,3.0,12,Canada,"Edmonton, AB, Canada"
VTx3qBeLMNFmBpcUFVNlQg,The Pfunky Griddle,"Breakfast & Brunch, American (Traditional), Cafes, Salad, American (New), Restaurants",Nashville,36.1164148,-86.7659726,TN,3.5,369,United States,"Nashville, TN, United States"
FxeakFEI6gObK0CxcOft-A,Manhattan Jack,"Specialty Food, Bakeries, Food, Chocolatiers & Shops, Cafes, Coffee & Tea, Restaurants",New Orleans,29.9244499207,-90.1086349487,LA,3.5,155,United States,"New Orleans, LA, United States"
RjPfO7a5IoGcAljTL9ZxBw,Sunrise Cafe Indy,"Cafes, Restaurants, Breakfast & Brunch",Indianapolis,39.771881,-86.158416,IN,3.5,40,United States,"Indianapolis, IN, United States"
V1ZN0CuQ0xfGzmHZLJ_v8w,Copper Branch,"Food, Health Markets, Vegan, Cafes, Breakfast & Brunch, Live/Raw Food, Sandwiches, Asian Fusion, Vegetarian, Specialty Food, Restaurants, Gluten-Free",Nashville,36.1623968756,-86.7816008,TN,4.0,49,United States,"Nashville, TN, United States"
LtPMiHSuC9Zvt7HxwXLShg,Cactus Moon Cafe,"Nightlife, Restaurants, Cafes",Tucson,32.22016,-110.8759292,AZ,3.0,11,United States,"Tucson, AZ, United States"
_kKI9PJkZSRs51niGByXZg,El Globo Bakery,"Bakeries, Coffee & Tea, Food, Donuts",Speedway,39.8077610536,-86.2398410216,IN,4.5,13,United States,"Speedway, IN, United States"
UBj0aJ6FfMR4tdvRbQ3KSA,McDonald's,"Restaurants, Coffee & Tea, Fast Food, Burgers, Food",Philadelphia,39.954342,-75.202337,PA,1.5,89,United States,"Philadelphia, PA, United States"
J7_B_oDTGbFm4fe0Uy--lQ,Taste Cafe & Marketplace,"Bakeries, Breakfast & Brunch, Food, Specialty Food, Restaurants, Health Markets, Cafes, American (New), Coffee & Tea",Indianapolis,39.8466138,-86.1460946,IN,3.5,398,United States,"Indianapolis, IN, United States"
kyRUZEZThKotuabJQfuXYA,Bazille,"Cafes, Bars, American (New), Restaurants, Cocktail Bars, Nightlife, Lounges, Comfort Food",Tampa,27.9638334,-82.5224436,FL,4.5,203,United States,"Tampa, FL, United States"
OTK-1bXfze5elfqYIHmfIQ,Wawa,"Food, Sandwiches, Coffee & Tea, Restaurants, Convenience Stores",Odessa,28.1906264,-82.6139397,FL,3.0,7,United States,"Odessa, FL, United States"
wNuyxdg5wGoMFG19k1j59Q,D'Mexican,"Cafes, Mexican, Restaurants",St. Petersburg,27.7705478,-82.7292666,FL,4.0,187,United States,"St. Petersburg, FL, United States"
X3Aqv8WpZEaaGAc2kRqw8g,Tylers Coffee,"Ethnic Food, Specialty Food, Food, Home Health Care, Health & Medical, Coffee & Tea",Tucson,32.200507,-110.968612,AZ,2.5,9,United States,"Tucson, AZ, United States"
5E0p6pFnspwCi3DUmEZ6gQ,CENTRAL NUTRiTiON,"Juice Bars & Smoothies, Health Coach, Food, Health & Medical, Coffee & Tea, Active Life, Yoga, Fitness & Instruction, Weight Loss Centers",Tucson,32.2501688,-110.9275769,AZ,4.5,8,United States,"Tucson, AZ, United States"
4yjg0NlNYjTwmrhIb5TqSg,Fruit Fondue,"Food, Cafes, Restaurants, French, Breakfast & Brunch, Desserts, Belgian",Tampa,28.0443607,-82.5972683,FL,3.0,8,United States,"Tampa, FL, United States"
IlAvhYscM3UyY5hzBPBlUA,Claire's Cafe & Art Gallery,"Restaurants, Cafes, Food, Coffee & Tea",Tucson,32.4990685,-110.9261383,AZ,4.0,72,United States,"Tucson, AZ, United States"
hv9qzqMK9UojjMgc0W6nRg,Vagrant Coffee,"Food, Coffee & Tea, Restaurants, Salad, Sandwiches",Philadelphia,39.9493349729,-75.2126938,PA,3.0,12,United States,"Philadelphia, PA, United States"
Hbinc1W5pNPuc7cLdIvsRA,Coffee & Cream,"Coffee & Tea, Food, Restaurants, Juice Bars & Smoothies, Sandwiches, Mexican",West Deptford,39.8049022,-75.1700425,NJ,4.5,54,United States,"West Deptford, NJ, United States"
VSLgzs_x3mc7Mg8DaqsmfA,Caffe Torino,"Wine Bars, Italian, Food, Nightlife, Bars, Coffee & Tea, Breakfast & Brunch, Restaurants",Tucson,32.3936027,-110.9965352,AZ,3.5,215,United States,"Tucson, AZ, United States"
t1KiSVmxADW1LaxA2Wtj9g,Dreamers Cafe,"Restaurants, Sandwiches, Cafes",Wilmington,39.781802,-75.481987,DE,4.0,32,United States,"Wilmington, DE, United States"
42VF6xwr0Lak0X_9Ox8G2Q,iSushi Express,"Cafes, Food, Restaurants",Avon,39.7642914,-86.3827147,IN,3.0,9,United States,"Avon, IN, United States"
bL2bIVv0CFyBp-_XijGzlA,Dunkin',"Coffee & Tea, Donuts, Food",Fairless Hills,40.1914266225,-74.8297964956,PA,2.0,22,United States,"Fairless Hills, PA, United States"
TnlbYrBYKN57gct0XiMIuw,Joe's Cafe,"Restaurants, Breakfast & Brunch, Cafes, Food, Donuts",Marrero,29.8746265,-90.1108092,LA,2.5,16,United States,"Marrero, LA, United States"
0-PClaUWGphUvuTH8wQ51w,Bloomsday Cafe,"Restaurants, Coffee & Tea, Food, Breakfast & Brunch, Bars, Wine Bars, Nightlife",Philadelphia,39.9427774,-75.1456566,PA,4.5,73,United States,"Philadelphia, PA, United States"
YGUr57Zf4RYb7mswg32qxg,McDonald's,"Burgers, Restaurants, Fast Food, Coffee & Tea, Food",Saint Petersburg,27.8097948886,-82.6994982816,FL,1.5,19,United States,"Saint Petersburg, FL, United States"
CJk82J81BWKvNTOGRyBD-Q,McDonald's,"Fast Food, Food, Restaurants, Coffee & Tea, Burgers",McCordsville,39.9298473,-85.918276,IN,1.5,22,United States,"McCordsville, IN, United States"
XeLAOIv2Ky1wyzIjoTa3Mg,Coffee Science,"Coffee & Tea, Food, Beer, Wine & Spirits, Restaurants, Breakfast & Brunch, Bakeries",New Orleans,29.9624027643,-90.0897871674,LA,4.5,90,United States,"New Orleans, LA, United States"
xPUAToEmtkJlRjIKDkpWIQ,Nock's Cafe,"Restaurants, Cafes",Sellersville,40.3875482794,-75.3224723431,PA,4.0,10,United States,"Sellersville, PA, United States"
S18_H6x5IisrGmIW9ITdlA,Starbucks,"Food, Coffee & Tea",Tucson,32.336915,-110.9781589,AZ,4.0,12,United States,"Tucson, AZ, United States"
s4nlPf6kXz97uk0yerqmHg,Vegg'd Out Vegan Kitchen,"Vegetarian, Juice Bars & Smoothies, Organic Stores, Food Delivery Services, Restaurants, Vegan, Caterers, Desserts, Food Stands, Event Planning & Services, Food, Pop-up Shops, Shopping, Cafes",Tampa,28.0557869,-82.5040054,FL,5.0,12,United States,"Tampa, FL, United States"
qwOHMS_GcwDMY8z55_naUQ,Cosi,"Coffee & Tea, Restaurants, Salad, Food, Sandwiches",Elkins Park,40.0775460263,-75.1306915283,PA,3.0,56,United States,"Elkins Park, PA, United States"
JbJmkmPZtz9OlKcs2pUTaA,Alexanders Cafe,"Sandwiches, Salad, Polish, Restaurants, American (Traditional), Cafes",Elkins Park,40.0720195,-75.127575,PA,4.5,54,United States,"Elkins Park, PA, United States"
M3LZKA-tVFRJyPeKA3_2OA,Merci To Go,"Food, Cafes, Bakeries, Restaurants",Santa Barbara,34.4227834,-119.6518454,CA,4.5,9,United States,"Santa Barbara, CA, United States"
3tHYTqsJcsZ578bmcneY0A,McDonald's,"Fast Food, Restaurants, Burgers, Food, Coffee & Tea",Reno,39.6123192844,-119.8494458199,NV,1.5,67,United States,"Reno, NV, United States"
P2Lm1g_RztvIaH4daQsXoQ,Three Monkeys Cafe,"Breakfast & Brunch, Cafes, American (New), Pubs, Restaurants, Bars, Nightlife",Philadelphia,40.053857,-74.98396,PA,3.5,419,United States,"Philadelphia, PA, United States"
Ts8RgdXdACrYBUR8md99-w,Big Easy Cafe & Daiquiris,"Food, Restaurants, Cafes, Beer, Wine & Spirits",Metairie,30.016642343,-90.1870078712,LA,4.0,7,United States,"Metairie, LA, United States"
pp1WQCg_2nr7Ght84qSSyw,Dunkin',"Food, Coffee & Tea, Donuts",Plumsteadville,40.3815524,-75.1465957,PA,2.0,7,United States,"Plumsteadville, PA, United States"
QyFLim8hxJR0jsY0jvJCVQ,Bella's Bakes Cakes and Bagels,"Bagels, Bakeries, Food, Coffee & Tea",Saint Petersburg,27.77055,-82.736834,FL,4.5,73,United States,"Saint Petersburg, FL, United States"
nLjDhc5lzWe6g5b6iUpzMA,The Daily Grind,"Food, Coffee & Tea, Bakeries, Bagels",Edmonton,53.525262,-113.5271987,AB,4.0,6,Canada,"Edmonton, AB, Canada"
V8Xloxz2ozwBHCUSu0QGNw,Starbucks,"Coffee & Tea, Restaurants, Food, Cafes",Spring House,40.18777,-75.227881,PA,2.5,35,United States,"Spring House, PA, United States"
694YRbhnl7NShhEt8OmiSg,Mondo Café,"Restaurants, Caterers, Event Planning & Services, Sandwiches, Food, Coffee & Tea",Edmonton,53.539659,-113.506853,AB,3.5,7,Canada,"Edmonton, AB, Canada"
VsFoF_AzglUtSQy5ZvDbKQ,Dunkin',"Donuts, Food, Coffee & Tea",Philadelphia,40.0812046,-75.171243,PA,2.0,16,United States,"Philadelphia, PA, United States"
xYjQ1BtBUD__olSZe7tZhQ,Grain and Berry Cafe - Westchase,"Juice Bars & Smoothies, Food, Cafes, Restaurants, Acai Bowls",Tampa,28.0688389,-82.6304281,FL,4.0,104,United States,"Tampa, FL, United States"
D2urir1M5gO0XYdnJxTVQw,Circle K,"Food, Convenience Stores, Gas Stations, Automotive, Coffee & Tea",Tucson,32.2060655,-110.8089821,AZ,3.0,5,United States,"Tucson, AZ, United States"
rShPcpEDUniXVAcC62FrVA,McDonald's,"Restaurants, Food, Burgers, Fast Food, Coffee & Tea",Land O'Lakes,28.273305,-82.480625,FL,1.5,30,United States,"Land O'Lakes, FL, United States"
1xOyqnO5FtxSLwRfT6mzPw,McDonald's,"Fast Food, Restaurants, Coffee & Tea, Burgers, Food",Indianapolis,39.9112052819,-86.2199422958,IN,1.5,33,United States,"Indianapolis, IN, United States"
Kgxmyd6epSRqTJGl8EtEwg,Starbucks,"Restaurants, Coffee & Tea, Food",Havertown,39.97264,-75.319257,PA,3.5,35,United States,"Havertown, PA, United States"
v7DDirUL-ZA-CmRgl7m-pg,Mr B's Cafe,"Southern, Restaurants, Cafes, Soul Food",Tampa,27.974353,-82.450953,FL,4.5,80,United States,"Tampa, FL, United States"
LsHyDO0k4O0mxgxcsQ5A8g,Shivers Frozen Custard,"Coffee & Tea, Ice Cream & Frozen Yogurt, Food",Godfrey,38.937278,-90.192681,IL,5.0,57,United States,"Godfrey, IL, United States"
1i42ZlDF5aKDpxHNjDf9oQ,Dutch Bros Coffee,"Juice Bars & Smoothies, Food, Coffee & Tea, Restaurants, Cafes, Tea Rooms",Tucson,32.2490621,-110.849219,AZ,4.5,6,United States,"Tucson, AZ, United States"
WM65nRzjQxnVtLTHzUy0RQ,Wawa,"Food, Sandwiches, Coffee & Tea, Gas Stations, Restaurants, Automotive, Convenience Stores",Pottstown,40.2329429,-75.6584477,PA,3.5,8,United States,"Pottstown, PA, United States"
RkRwYRTQSgLtqRo_lODaLQ,Dunkin',"Restaurants, Donuts, Coffee & Tea, Food, Fast Food",Franklin,35.9594245,-86.8012732,TN,2.0,86,United States,"Franklin, TN, United States"
enfQ1SHv5PpO_Pq8BvtCRg,McDonald's,"Coffee & Tea, Burgers, Food, Restaurants, Fast Food",Burlington,40.0718217649,-74.8530936241,NJ,1.5,14,United States,"Burlington, NJ, United States"
Y7DzF0ZfAIuXbLM4KcOExw,Chili's,"Restaurants, Tex-Mex, Bars, Nightlife, American (Traditional), Cafes",St Petersburg,27.7897732,-82.7331264,FL,2.5,45,United States,"St Petersburg, FL, United States"
CNDFASo4BpgATitxqUfkLA,Dunkin',"Food, Donuts, Coffee & Tea",Nashville,36.1393284742,-86.8002221421,TN,3.0,39,United States,"Nashville, TN, United States"
xd2QyNuEA6gt6Yqn_Yt5iA,Bud's Cafe,"Nightlife, Bars, Restaurants, Cafes, Pubs",Norwood,39.8899995,-75.3001503,PA,5.0,5,United States,"Norwood, PA, United States"
Gu5NOPTGyacbzP8TE6cwug,Yummy Yummy Bakery Cafe,"Juice Bars & Smoothies, Food, Restaurants, Cafes, Bakeries",Deptford,39.828386,-75.123467,NJ,4.5,21,United States,"Deptford, NJ, United States"
JbI8R-Mjrn_kG7zBObj4vA,Starbucks,"Food, Coffee & Tea, Desserts",Tucson,32.315761,-110.977266,AZ,4.0,36,United States,"Tucson, AZ, United States"
YAmFD_UJbQz5kUc6dXU7MA,The Kava Bar,"Specialty Food, Juice Bars & Smoothies, Health Markets, Coffee & Tea, Tea Rooms, Food, Internet Cafes",Tucson,32.2359133,-110.8992758,AZ,4.5,7,United States,"Tucson, AZ, United States"
H5cH1BbNfP5YEkytAQaYrg,McDonald's,"Restaurants, Food, Coffee & Tea, Fast Food, Burgers",Edmonton,53.5253414,-113.6174772,AB,1.5,11,Canada,"Edmonton, AB, Canada"
HsNnBPABPaSvWqglZEqAuw,Tiny Little Donuts,"Coffee & Tea, Food Trucks, Donuts, Food",Franklin,35.9167638,-86.8289555,TN,5.0,5,United States,"Franklin, TN, United States"
gt2RX36MNRF1B9V8i8xuRg,Bean Arrow Coffee,"Restaurants, Food, Coffee & Tea, Creperies, Sandwiches",Oldsmar,28.0453272,-82.6818489,FL,4.0,30,United States,"Oldsmar, FL, United States"
6OwxdpajDSJi3DkMqkr2sw,Barista Del Barrio,"Restaurants, Food, Breakfast & Brunch, Coffee & Tea, Cafes",Tucson,32.2348699739,-110.9899757031,AZ,5.0,357,United States,"Tucson, AZ, United States"
UoZg0xZepdMXbK_2dtT2nw,Gracious Bakery + Cafe,"Bakeries, Restaurants, Cafes, Food, Coffee & Tea, Breakfast & Brunch",New Orleans,29.9300081,-90.08707,LA,4.5,149,United States,"New Orleans, LA, United States"
bCEZL0FqWYvO6VubTieN0Q,Dunkin',"Coffee & Tea, Food, Donuts",Land O Lakes,28.331602,-82.54786,FL,2.0,16,United States,"Land O Lakes, FL, United States"
RBCtHLVvc230q8zkRWIoyQ,Creme Brulee Bistro & Cafe,"Breakfast & Brunch, Patisserie/Cake Shop, Coffee & Tea, Restaurants, French, Cafes, Food",Philadelphia,39.9259730399,-75.1527614381,PA,4.5,165,United States,"Philadelphia, PA, United States"
RDSHenlM3jZ58LkVw4qxng,Crema Coffee,"Coffee & Tea, Food",Tucson,32.3361453597,-111.0438226908,AZ,4.5,72,United States,"Tucson, AZ, United States"
68tT-waXYijVH4WGiFyQMw,Dunkin',"Food, Donuts, Coffee & Tea",Boyertown,40.3276674,-75.6234683,PA,2.0,18,United States,"Boyertown, PA, United States"
c8c0xWech0Qv-JlwXqrTqw,Le Cafe Eblouir,"Cafes, Coffee & Tea, Food, Restaurants, Bakeries, Desserts",Gretna,29.8882053,-90.032799,LA,5.0,31,United States,"Gretna, LA, United States"
M5cSoV0agFcGTmm9EsUu6A,Have A Nice Day Cafe,"Nightlife, Restaurants, Cafes, Dance Clubs",Indianapolis,39.763545,-86.157713,IN,2.0,10,United States,"Indianapolis, IN, United States"
Xu4-OKcr18K-z2PQ_sMgJg,Nick's Cafe,"Cafeteria, Wraps, Salad, Cafes, Breakfast & Brunch, Food, Coffee & Tea, Mexican, Burgers, Restaurants, Sandwiches",Clearwater,27.9377704,-82.7290561,FL,4.5,8,United States,"Clearwater, FL, United States"
cRWfG4bnVec8tiF8VAycyA,Mama's Java,"Coffee & Tea, Food",Nolensville,35.9669438,-86.6769314,TN,4.0,11,United States,"Nolensville, TN, United States"
I13HqIkWfR6CydGbo9xv0A,Haze Ice Cream,"Coffee & Tea, Gluten-Free, Food, Restaurants, Ice Cream & Frozen Yogurt, Juice Bars & Smoothies",Madeira Beach,27.8032588,-82.8035666,FL,4.5,298,United States,"Madeira Beach, FL, United States"
lkwj0-9Sc_anMVNlnuqYAA,Mojo Coffee,"Coffee & Tea, Restaurants, Food",Goleta,34.4282858,-119.8766701,CA,4.5,12,United States,"Goleta, CA, United States"
FZlbI7_mdb79DzaqRIAqtg,Second Cup,"Coffee & Tea, Food",Edmonton,53.519258,-113.520273,AB,3.5,11,Canada,"Edmonton, AB, Canada"
pp7n4Oiexz69Beg7Xl8Tjw,Blu Moon Eats Catering,"Caterers, Event Planning & Services, Delis, Restaurants, American (New), Food, Cafes, Desserts, Coffee & Tea",Carmel,39.9766,-86.127255,IN,4.0,136,United States,"Carmel, IN, United States"
9RmCMNxgGe7vX5MYF_TM4Q,Wawa,"Restaurants, Sandwiches, Coffee & Tea, Delis, Food",Philadelphia,39.9264316123,-75.1455847058,PA,3.0,31,United States,"Philadelphia, PA, United States"
fimN43BUUakBXeRUQqkYvA,Starbucks,"Food, Restaurants, Coffee & Tea",St. Louis,38.644531,-90.261192,MO,4.0,43,United States,"St. Louis, MO, United States"
t-ZpeItaWnYymUK1Hrzr1A,McDonald's,"Fast Food, Restaurants, Food, Coffee & Tea, Burgers",Pennsburg,40.3930526118,-75.5019414425,PA,1.5,18,United States,"Pennsburg, PA, United States"
LVAn0nRWGFaitwtRh1Q3oQ,Starbucks,"Food, Restaurants, Bakeries, Sandwiches, Coffee & Tea",Indianapolis,39.909035,-86.065216,IN,3.5,9,United States,"Indianapolis, IN, United States"
o2k6jpXlYFPrDck3j7bHgw,Ur Way,"Cafes, Coffee & Tea, Ice Cream & Frozen Yogurt, Food, Restaurants",New Orleans,29.9636392,-90.094284,LA,3.0,12,United States,"New Orleans, LA, United States"
