business_id,rating_mean,rating_count,popularity_visits,revisit_rate,unique_users,repeat_users
D88Cbal0C-mtgy8f6WdUig,1.875,16,26,0.0666666666666666,15,1
D88TqtyrAajR6n7eX-JsKg,3.5164835164835164,91,179,0.0465116279069767,86,4
D8In3wk8UIf-d748UqfaiA,3.2333333333333334,30,164,0.0714285714285714,28,2
D8NEBGvh1DVHbyEs2cWVAQ,1.271186440677966,59,107,0.0350877192982456,57,2
D8lk94uMutsYM0dqBYAFfA,3.0,5,39,0.0,5,0
D9CYDt7ywkIqGnCWhpqyxQ,4.204081632653061,49,101,0.0425531914893617,47,2
D9LrenrSj83Bt9QBED7eCQ,3.6,5,15,0.0,5,0
D9p7-HsY9llYP3BaCVg4DA,4.776842105263158,475,832,0.0149572649572649,468,7
DAY19GbJnEka30bjh1_9vw,4.476190476190476,21,47,0.0526315789473684,19,1
DAcqRGI_u8yNCcUIczfNxA,3.909090909090909,11,110,0.0,11,0
DBIs8znvD-RUy9rFsKiJUQ,4.421052631578948,38,89,0.0,38,0
DBpOYGNEwA4cC5xhJ6T87g,5.0,11,13,0.0,11,0
DCH4TdnevyrZ0BlTPzgMgA,4.859649122807017,57,78,0.0,57,0
DDFnIMsUjCHVOE72y86TfQ,1.5,6,57,0.0,6,0
DE8wVXVQ5JNsRVZcLpOARg,3.5813953488372094,86,148,0.0240963855421686,83,2
DEULqPtQ5cbGyvc0yfZudQ,2.5,14,42,0.0769230769230769,13,1
DEs_3Vzcg5R7gGfADBc28w,4.916666666666667,12,23,0.0,12,0
DF_cgKLV_YMDkBaNlE0XoQ,3.876543209876543,243,931,0.025531914893617,235,6
DGDW-rIXYACpLZVrhHF-ww,3.0384615384615383,26,529,0.0,26,0
DG_7A-jMSFFYYqmldgGqNg,3.970149253731343,67,137,0.0,67,0
DGefID2EzDJl4g_DCMbnYQ,3.676470588235294,34,265,0.0666666666666666,30,2
DHENrreqQDQx9NtuorNOZw,3.1875,16,33,0.0,16,0
DHMTaMk6JEcgYC2mIwi0hw,4.487179487179487,39,68,0.1470588235294117,34,5
DHm-sK53w6kFk92TK0SDIg,4.75,20,34,0.0,20,0
DI6eQxYSWVwQgvPCgwxAUw,3.5,36,63,0.0588235294117647,34,2
DIsakzk-hTU48OEhqYIf7w,4.223880597014926,67,470,0.0,67,0
DJ-tsckw8NLfkT8P9V7q1A,5.0,6,8,0.0,6,0
DKUCYmrxjNHkaQowwKcOQw,4.461538461538462,13,39,0.0,13,0
DKsFd47sx8Cz6qsUPLOJ7A,3.1666666666666665,18,126,0.0588235294117647,17,1
DL1JRfRo3Wtc76PY8-hWeg,4.401709401709402,117,280,0.017391304347826,115,2
DLmkfCW_Pzi1Pyo6G8FnDg,4.180064308681672,311,646,0.0406779661016949,295,12
DLotTM0D0amdRFKrj-mR-A,2.8275862068965516,29,42,0.0357142857142857,28,1
DNMDGalFejExZqwb_YVQnQ,4.0,198,516,0.043010752688172,186,8
DOGobCECSZNaaDCevtG8Vg,4.7073170731707314,41,120,0.0512820512820512,39,2
DOfiulOub9hVPBCtiDl9Fw,4.092987804878049,656,2107,0.015552099533437,643,10
DPDqL_--3SgiXQ4P8U4kdA,1.9285714285714286,14,98,0.0,14,0
DPfp-da67QVFP5wg6Bq3Mw,1.7777777777777777,9,60,0.0,9,0
DPih_TVOcKR-CyA6K13j9w,5.0,5,6,0.0,5,0
DQ40RrKUpAra--v6C0Q_2A,5.0,9,15,0.125,8,1
DQK60HvSqp7hVJ_T77bwxQ,4.153846153846154,26,40,0.0,26,0
DR7NgnZ21c-gQmVwLaMK0w,4.0,7,10,0.0,7,0
DRa9zJ55Gnc7UHQV4sDh8g,4.315217391304348,92,481,0.0337078651685393,89,3
DRn_7q7gtYRfOzN5ximKSg,4.923076923076923,13,23,0.0,13,0
DSrVrCa8nK3HPG0Hwa4ntQ,3.7142857142857144,7,10,0.0,7,0
DSz81CMeUgy9zYFLQhNJ4w,4.0606060606060606,33,45,0.0,33,0
DT_ZjeS2ZvBuzZvt9h48fg,3.769911504424779,339,943,0.0737179487179487,312,23
DTb7jw-yK8w-kTgBhTQRvA,3.122448979591837,49,537,0.0425531914893617,47,2
DTgQCDiGPk_LS4LMWD2o1w,3.4642857142857144,28,46,0.0,28,0
DTwt8_pCuGyQbiIfXNdhDw,3.1550387596899223,129,1054,0.0238095238095238,126,3
DTyeAYLV9YCc4mG5XTorTA,2.789473684210526,38,124,0.0555555555555555,36,2
DUDstO-YrNRyQ_gP_mcRNA,3.6341463414634148,41,113,0.0512820512820512,39,2
DUfvvIwagBe9VK2_0RyOug,1.7647058823529411,17,48,0.0,17,0
DV4NwHf8Bt6y1ucG0bSNpQ,3.958904109589041,73,177,0.0,73,0
DWasEqvA6ZMxGl5t271M-A,4.7,10,37,0.0,10,0
DWeZM01dYX_sMzH1WfCT1g,4.833333333333333,6,12,0.0,6,0
DX3_ZHbtsl705f0CnHd82g,1.9473684210526316,19,79,0.0555555555555555,18,1
DY2MwXiena93u6JeI7Th_w,3.7142857142857144,42,741,0.024390243902439,41,1
DZdE09qqCcX7Atf3Df7Yqg,3.4444444444444446,27,82,0.0,27,0
DZxyXqQSmR59wFOTT7UJBg,4.375,8,16,0.0,8,0
DZz6zpI_eKcNyTPhfkF8dw,4.0,12,195,0.0,12,0
D_-w6oXNj_33E7-urbSLLQ,4.3881578947368425,152,1676,0.0133333333333333,150,2
D_JgJY5V54i0EYOdTHmWlg,3.0804597701149423,261,774,0.0316205533596837,253,8
Da1Cc7gaouF_2avorSj-PA,3.5294117647058822,17,105,0.0625,16,1
Da3LmQYuxuCJfRTH6FXsiA,2.0,8,40,0.0,8,0
DaVWa71vav0Mv1cg2H-gfw,1.5227272727272727,44,89,0.075,40,3
DbyJYiCIDelX8uLWDsruAw,3.6153846153846154,13,38,0.0833333333333333,12,1
DchoWk5R3ZSkvVs59e2PpA,4.3,10,22,0.0,10,0
DdXHwMvFa_vlWwOfgxUNVA,4.276190476190476,105,513,0.05,100,5
Ddg-J_j0YFErk7wpMtH_0A,2.971014492753623,69,755,0.0298507462686567,67,2
DefRn9bPWVK5iNeGixFbzA,3.272727272727273,33,88,0.03125,32,1
DekNG7GWeU28-aMpbfJwNw,4.452830188679245,159,1164,0.046979865771812,149,7
Df-DdXqssj7ZeD8ypAF7Og,4.3076923076923075,39,74,0.0263157894736842,38,1
DgF4_72z6UkiGxtPnSJCfg,4.35,40,97,0.0,40,0
Dgbhms2bctcCSEnlK3T79g,4.916666666666667,12,41,0.0,12,0
DhkTrLGSI63OrnGt2q0KWQ,3.5517241379310347,29,60,0.0,29,0
Di23dhpgrqBHMUq6vZ42zw,4.537142857142857,175,275,0.0174418604651162,172,3
DiBddJx63O8y9mICMJx0xg,4.25,8,13,0.0,8,0
DiUth6heibbImpMaOQbc1Q,3.1666666666666665,6,10,0.0,6,0
Dk4PLmrV93uj5UKxKpqWbA,4.230769230769231,13,36,0.0,13,0
DkkosGugBW5g8h2k-elPxw,3.5172413793103448,29,78,0.0357142857142857,28,1
Dl87vbrc0W-NKaOKXm2Bgw,3.6666666666666665,6,11,0.0,6,0
Dmlo7-awYcxiG3nJWm2mHg,3.1818181818181817,11,13,0.0,11,0
DnNpi-NbFPXyJHikqxPjSA,3.357142857142857,14,148,0.0,14,0
DnuRO4i1yI5REm5v1pUxWQ,3.557858376511226,579,1671,0.0361010830324909,554,20
DoKwhPThHtweIg-fWcjGgQ,3.9444444444444446,18,31,0.0,18,0
DoLGd8U9bWoNCvbSbegUBw,1.8181818181818181,22,73,0.1,20,2
DocA3jtIJET0ZM5Xbai85Q,3.8333333333333335,6,23,0.0,6,0
Dokh4OOjKPmtywRcYguH4A,3.2941176470588234,17,45,0.2142857142857142,14,3
DorCmYVDR5wcCVvbCAvzEg,4.367834394904459,628,1447,0.0297029702970297,606,18
Dp4xxrLd1EfB-AbQTDPohg,1.8888888888888888,9,38,0.0,9,0
DpCziU4uvnOdAdIWtfY8Bg,4.916666666666667,12,20,0.0,12,0
DpHiXRM3cxC9c2i4idYw0g,3.9865771812080535,149,306,0.0419580419580419,143,6
DplwsTdPq4QZYBwaQtFxrg,2.486842105263158,76,399,0.0410958904109589,73,3
DpptAi5gmMiF0O8zwXgxtw,4.045454545454546,22,127,0.0,22,0
DprebG7jJq7AHuZ4Qg_1xA,3.0,11,207,0.2222222222222222,9,2
Dq8xEHck5DugMQZVLDpwxA,4.803030303030303,66,117,0.0153846153846153,65,1
DqMK22MKFgpUfmgzMH3G5A,2.0714285714285716,14,71,0.0,14,0
Dqop6WgHI3m_piEVcaPJ6Q,4.2894736842105265,38,94,0.027027027027027,37,1
DqqccE7z9veLPUzlrFzyaQ,2.622950819672131,61,214,0.0166666666666666,60,1
Dr2tI5lPLiXQrE0iZRim9A,4.358974358974359,39,93,0.0263157894736842,38,1
DrazQLX4I8aSEHAkkJEnxQ,2.4285714285714284,14,95,0.0,14,0
DrjRjaQpZJAVFFR68_xq0g,3.076923076923077,13,47,0.0,13,0
Ds7-VDtQHwYmrHVXEZGRUA,4.0,5,8,0.0,5,0
DsDXhnFF5a848sgwC1_07A,4.777777777777778,9,18,0.0,9,0
DsKm53QrsVk5GZ9QgYQmyQ,3.0,16,37,0.0833333333333333,12,1
DtE_filcjbtVPa3vHu96Hg,1.3333333333333333,21,33,0.0,21,0
Du9QRh1EvGO7EXG-m9Sb_g,3.6666666666666665,18,97,0.0,18,0
DuBmz6aUgECGvIZm1ZOsag,2.7142857142857144,21,141,0.05,20,1
DuVxQyPxNPUDO66VxfJTIw,4.5675675675675675,74,230,0.0571428571428571,70,4
DusxSc4n6WicPtUusm_N9Q,4.777777777777778,9,25,0.0,9,0
DwSoW3CcQZuzxYi-wOxYTw,4.440476190476191,84,190,0.0,84,0
DxzL49yhgQ2CxZvmcXV_YA,4.317596566523605,233,459,0.03125,224,7
Dy4cmOkfS_2e4DNNBx3O9w,2.272727272727273,11,35,0.0,11,0
DzAiKgi0HH1wDzAt4aEd7g,1.4545454545454546,11,39,0.0,11,0
DzzVSYXadZ1_XgfGz_Loyw,4.164285714285715,140,483,0.0227272727272727,132,3
E-L64r-ZKFrctVILn4w6tg,3.3333333333333335,6,21,0.0,6,0
E0EQvhXujng20fskiuZWBg,2.4871794871794872,39,169,0.0,39,0
E0qpZQLChtbEYSNj3OYrIQ,3.975609756097561,41,66,0.0512820512820512,39,2
E1A3JTR-9oFWe9PE4pA65Q,4.181818181818182,11,39,0.0,11,0
E1EuIHgjBvYcs8Uu_SyV4A,4.826923076923077,52,104,0.02,50,1
E1unNdsEAWr8QLF91Wg8xg,4.3478260869565215,23,83,0.0,23,0
E2ZxiZfWnI8qFFw78xrR-w,4.333333333333333,12,18,0.0,12,0
E38acoNEJDP7A8Jqpj21Rw,3.3461538461538463,26,68,0.04,25,1
E4G-vk-ur7SdmOSHcum7aw,4.345454545454546,55,239,0.0,55,0
E4hgF2y1DiDdijo7rcOrLA,2.2941176470588234,17,91,0.0,17,0
E5QDrZPan50Rd7jWcaFyfg,4.0,5,42,0.0,5,0
E5V_PDqAKWceLM-9u8Ayww,2.75,8,24,0.0,8,0
E5YB7NywtfmQ2_rpxtjmKQ,3.572972972972973,185,510,0.0277777777777777,180,5
E6AnAHwEXEWwjbaRw5xyUg,4.444444444444445,27,46,0.08,25,2
E6kLNnb8VcgaZHzBp-5uMw,4.111111111111111,18,57,0.0,18,0
E7R9YF9rGIOL9Pd5fJwMAQ,4.3076923076923075,13,23,0.1818181818181818,11,2
E7jw4bNYxy00T1vIkzOdzQ,4.5588235294117645,102,191,0.0306122448979591,98,3
E7mAwFPNhjNYXoeZh_jvVg,2.127659574468085,47,324,0.0217391304347826,46,1
E8DYhqJCjfWm6RsEbQesqg,4.5,6,175,0.0,6,0
E8_9MKASoMIDD6HWl8gZwg,4.1,10,23,0.0,10,0
E8nFvonCaW63W9d3zUYhgQ,2.0,12,33,0.0,12,0
E9-zXaqJGg97ZqgX_tydTw,4.285714285714286,7,10,0.0,7,0
E9_ZbWLoGUoWnkYhUHu0qA,2.6153846153846154,13,43,0.0,13,0
EAApVzr9Uib9rvDs67RsNA,2.9464285714285716,56,517,0.1,50,5
EASb5k7y_w3fEaKEvpt1SQ,4.46,50,72,0.0,50,0
EB5pnHGHthrpHw4875lzBg,1.8,15,37,0.1538461538461538,13,2
EBKLpGREqUFj-fpIB85pPw,3.75,8,85,0.0,8,0
EBonJ5tjkxBEUezwosVlLg,3.867605633802817,355,2580,0.044776119402985,335,15
ED-6JeGGo8C_m7MiSB36Zw,4.52991452991453,117,352,0.0263157894736842,114,3
EDDzBfCuhp9kwbcTRMpJAA,4.9,10,29,0.0,10,0
EDr-EcPu7T_Rf6m12VchOg,4.542056074766355,107,176,0.0288461538461538,104,3
EDrN1km0f-TW8NkueYUrRw,4.78125,32,63,0.0666666666666666,30,2
EEOgBTYNuaAHDSOBXauQxQ,2.8666666666666667,15,54,0.1538461538461538,13,2
EERwPZdemE21aIwYsadjTg,3.9166666666666665,312,665,0.0196078431372549,306,6
EEnFk6b4kuoc4q3hRb5Lcg,3.238095238095238,21,185,0.0,21,0
EFci0tbSrb7wko6tpVDnbA,3.0952380952380953,126,890,0.0161290322580645,124,2
EGITUFVLb87GRKapMtZg-w,1.9761904761904763,42,187,0.0,42,0
EGKqY6jvj-uJczzvPFK24g,4.714285714285714,7,17,0.0,7,0
EGSR3XIGuwa-CLAQnJmqdw,4.4,5,23,0.0,5,0
EHA4yOCgMXGRJwLYYPJRRQ,3.8157894736842106,38,70,0.0,38,0
EHUNi6ZX3z8KaXFjGtDd7w,4.410714285714286,56,170,0.0181818181818181,55,1
EI-7c_Zpd9HhBiVywzkIBQ,1.8703703703703705,54,115,0.0,54,0
EJPhcvVqYi6Y1dhDQXP-bQ,5.0,13,32,0.0,13,0
EJ_ua43d33kN-rnc71LPLA,3.9884393063583814,173,381,0.0239520958083832,167,4
EKBDN90FwKHr6F7_zzSCZA,4.666666666666667,45,181,0.0227272727272727,44,1
EM1P1u4ihl1Ritzm-P14iQ,3.925925925925926,54,1070,0.0816326530612244,49,4
EMoU8F2O4hTDNjXk05TWqA,4.75,8,18,0.0,8,0
EMp87GsYkVdwHftE7Ar2_w,3.9038461538461537,52,174,0.0,52,0
EMti-iNn83SGp3z6LngDWQ,4.233766233766234,77,244,0.0266666666666666,75,2
EN93aHUaowPXDXXv01PTZw,2.888888888888889,9,51,0.0,9,0
EPiFB9rj-RXf8VHdpVV67A,4.055555555555555,18,65,0.125,16,2
EQ-TZ2eeD_E0BHuvoaeG5Q,4.158339197748065,1421,3686,0.0304568527918781,1379,42
EQ9RsmozHxm-q1dEgILAiw,3.1818181818181817,55,532,0.0377358490566037,53,2
EQXQ8KvVBLeOdzlwXjwGYA,4.293413173652695,167,307,0.031055900621118,161,5
EQrRwkK6yv44_CEHuoZIQQ,4.083333333333333,24,83,0.0,24,0
ERHyEolZoa_QDG3L-5quxw,3.6,5,11,0.0,5,0
ESXii9Bwivm0HXcAZxlvBA,4.333333333333333,6,9,0.0,6,0
ESixVXjylrV-ljDmgOT__w,4.666666666666667,15,23,0.0714285714285714,14,1
ET3d_6BRUyyEzzwAMsqpxw,4.35632183908046,261,1269,0.0235294117647058,255,6
ETMBMbUI7iLB4fzM_GjgGg,2.0,32,73,0.0666666666666666,30,2
EUiV2nhMgXZHL--ofr3Xdg,1.4444444444444444,27,106,0.0384615384615384,26,1
EUkh0Qyf_Y4-B69w_z8n6Q,4.227722772277228,404,1045,0.064,375,24
EUtNup4WQZ6UBxou8HsRng,3.625,8,36,0.0,8,0
EV2vO0cs_zQE5bkcfEi0qA,3.3738317757009346,214,872,0.0239234449760765,209,5
EVqeyOX5XpUsrf8PZwsPdw,3.7777777777777777,9,41,0.0,9,0
EVu72ZfMe7IpUWhD1el5kA,4.961538461538462,26,35,0.0833333333333333,24,2
EWPbRyoG7-JiDyeV52nZBw,4.1,10,96,0.0,10,0
EWiFvIU1Odf99WQP_0MEfw,3.8260869565217392,23,148,0.0,23,0
EXTLMOTD6BCgKVogdSx3NQ,3.210526315789474,38,71,0.0555555555555555,36,2
EZ-ZL55vCMjSIneiGe3aqw,4.476190476190476,42,124,0.0,42,0
EZQafNN19PO-KICK73BZqA,1.7692307692307692,13,57,0.0,13,0
EZpbFQJEgo00XNlKJe-4ew,4.867647058823529,136,350,0.0472440944881889,127,6
EaEWx18JJ6l81U3JvcaoKQ,3.6666666666666665,6,12,0.0,6,0
EaGQz-Y2aAdfrn1XXgjJ6A,4.142857142857143,161,920,0.0256410256410256,156,4
EbBing7Y8Y0rjGVfbt9h7Q,2.230769230769231,13,21,0.1818181818181818,11,2
EbUHcdCkaIDRUh-rgDerbw,1.6428571428571428,14,33,0.0769230769230769,13,1
EcvYjxzZ47YmdxbEzoGToA,4.196428571428571,56,265,0.0181818181818181,55,1
EdopUxxfxqEA79Vcy_dT3g,3.473309608540925,281,872,0.0610687022900763,262,16
Ee-V8jWifZDvRyFrSW5LIw,4.511041009463723,634,2296,0.0294599018003273,611,18
EfLcMyzm24vNxe5XdjRp4g,4.584615384615384,65,176,0.0,65,0
EfROb-PLUsXRrK0qksx5FQ,3.6923076923076925,13,276,0.0833333333333333,12,1
Eg2fNUMwpUPJ37yy2DK7DQ,3.806451612903226,62,95,0.0508474576271186,59,3
Eg9InViFO0EYOP40Im8Hpw,4.537313432835821,134,227,0.0075187969924812,133,1
Eggbe8TRDB0wPjqymWMk9Q,2.857142857142857,7,15,0.0,7,0
Ei0wJeADbNtwvA9CrvknJw,4.648648648648648,37,111,0.0,37,0
Ejeicx8j1gvBDyI1w9lZlg,4.555555555555555,18,32,0.0,18,0
EkGrpiN5gN6TaSfVQ0ggvA,3.4028436018957344,211,963,0.0295566502463054,203,6
EkYGO5eZJ9litEaBEx6w9w,3.8333333333333335,12,94,0.0909090909090909,11,1
ElCZ_9z_1Sx_FtgJokbrqQ,4.607142857142857,28,170,0.037037037037037,27,1
ElgpjYk-Wzq1LVZQblI46w,3.3333333333333335,6,28,0.0,6,0
Ell4MNXqG3r-hwp2EtNFlw,5.0,7,14,0.0,7,0
ElqoiaCSUA8oyyvixox9lQ,4.124567474048443,289,974,0.0212014134275618,283,6
Em5rXI3amBD5Ekvmy0qZUA,2.6666666666666665,12,43,0.0,12,0
Em9xPtWJst1AYROBkDZYBg,2.769230769230769,13,228,0.0909090909090909,11,1
EmN85_ePa8uogLdjN0g6Gw,2.2777777777777777,18,60,0.0,18,0
EmTlcS9DVL69iDPciczR2w,4.2444444444444445,45,80,0.0,45,0
Emrw1nbhx9i3_y05V3Y70w,2.037037037037037,27,46,0.08,25,2
EmzPQvyNQH-lR81tcFrKSw,4.071428571428571,14,236,0.0,14,0
EnLLksrGdqMgOOAu9rNtJg,3.2948717948717947,78,291,0.0129870129870129,77,1
Envz99GhwMkfMg7LzDQeUQ,3.9934210526315788,152,647,0.027027027027027,148,4
Eo0psaCr_gcty9QqyUy46Q,2.7338935574229692,357,1566,0.0231213872832369,346,8
EoXPPhjf617rKvEtJ-gssw,3.0,38,227,0.027027027027027,37,1
EplLH353uir93Jo_Py3xww,3.5,6,13,0.0,6,0
EqEcDeXqIq1YwnzHg_ZUFw,4.441295546558704,247,719,0.0164609053497942,243,4
EqYmE48JUiquJMlmfpAdGA,4.695652173913044,23,41,0.0,23,0
ErW31qKCSDBc_oZ4DCziww,3.5,90,512,0.0465116279069767,86,4
ErW5P5HJy90GNzVNpR14HQ,2.8461538461538463,13,25,0.0,13,0
EreYgrQPuR7Sk_FKeZZg9g,4.274611398963731,386,4405,0.046195652173913,368,17
ErvTvPF3vtLYsEqXqr0nUw,3.6690647482014387,139,299,0.0615384615384615,130,8
Esf3-D_44pArPd9GqysoCg,4.423387096774194,496,1222,0.0205761316872428,486,10
EtGFDdjui_Hww78JU4XoXg,3.0,6,29,0.0,6,0
EtWAtnK13mftCl3TgsWyJA,4.6923076923076925,13,37,0.0,13,0
Et_kxd5AaVjxRhEBDdSOWg,4.8,60,145,0.0,60,0
EuGfAJ0un7GsQ90pFWZubQ,4.071428571428571,14,29,0.0,14,0
EuzUT3fwPBWAHMXUiX5L8Q,4.1692307692307695,65,101,0.0317460317460317,63,2
Ev5UloYOXuw1UTxBKYVXuw,2.925,40,162,0.0256410256410256,39,1
EvImrqBh6vad8AxN6KxJ3g,4.723404255319149,47,110,0.0681818181818181,44,3
EvYeRMbG9XlEkafCJfnovA,2.810344827586207,116,240,0.0175438596491228,114,2
EvwnRnlgQxjhlhhdK3iS_A,4.7894736842105265,19,42,0.1176470588235294,17,2
EwYjw0AD5BrqART5kFr2_w,3.4,5,9,0.0,5,0
EwaakynaS06R64xY8xM57g,4.666666666666667,9,10,0.0,9,0
ExNHHLqQDiYdMbzqesSpGA,4.0,9,21,0.0,9,0
ExfSwwCB1zQ6ZGd_UQ4wYQ,3.4,55,588,0.0576923076923076,52,3
ExsrjgDLRUtqDeTsUlCyQQ,3.1166666666666667,60,175,0.0,60,0
Eyhku3u639xTM27UdL-ksQ,3.85,120,234,0.0169491525423728,118,2
EzHUZ4OqRKASptcx4qiYjA,2.375,8,8,0.0,8,0
EzJI5x25U5GgbYBWhu5ZQQ,4.536231884057971,69,112,0.0615384615384615,65,4
EzPMG7xCuSZCpA3HSSAjHg,3.5384615384615383,13,155,0.0,13,0
EzkR89g7pIm12IldI5e6gQ,4.545454545454546,66,162,0.0153846153846153,65,1
EzsIyXUnQeq-JmmXtaYJiw,4.166666666666667,6,10,0.0,6,0
F-8dIRehX6_bYZ2T2PZEUw,3.6666666666666665,9,15,0.0,9,0
F-L_qhgCWukNYwjck9vwzw,2.5384615384615383,13,49,0.1818181818181818,11,2
F-Z2J3GDTNge3K6bsbnKSw,1.7586206896551724,58,95,0.1428571428571428,49,7
F-j6PNGnA8yz77oIZMcPMA,4.303867403314917,181,361,0.0111731843575419,179,2
F0fr6X9CPLarpzO-zJ9aMQ,2.125,8,19,0.0,8,0
F1GL5ew2UMYNjawcR7HPyA,2.142857142857143,14,44,0.0769230769230769,13,1
F3GmlhW3dOkqsdEDFMSefw,4.586206896551724,29,78,0.0,29,0
F43ox1eEedpvt6968xp0sA,2.8444444444444446,45,116,0.1428571428571428,35,5
F4BeTasvCR-iDNlJeyxmnQ,5.0,15,26,0.0,15,0
F4Pk3sNtkPCYLColKYpuwQ,3.2,30,474,0.0344827586206896,29,1
F6L-QB98RXDfNynYuUIYKw,3.588235294117647,17,38,0.0,17,0
F6rHQmm_Zbpg_y6GSHJgfw,2.91044776119403,67,364,0.0307692307692307,65,2
F7FYN-nZ_Vb4o2oaPJjr-A,2.857142857142857,7,18,0.1666666666666666,6,1
F7J-Kc3fR0vdjcpN9TYLJw,3.9310344827586206,58,116,0.0357142857142857,56,2
F8H5zuu_eTx8KpmkgO5JAw,2.1666666666666665,6,63,0.0,6,0
F8L-u2wn5zMNVA5NZNL06Q,4.142857142857143,7,9,0.0,7,0
F94hX4z3gqcUZHEh1_r8eQ,3.5301204819277108,83,155,0.0519480519480519,77,4
F96zZwm8zAMxUB2DvLkmEA,3.5225225225225225,111,210,0.0471698113207547,106,5
FAEUVw8ZrUS4KpsimS38pQ,3.888888888888889,9,50,0.0,9,0
FAdOnoeDHbcolTN3e7oB5w,2.375,8,40,0.0,8,0
FAvEJQ0E7n4f_Wasg9UvEw,4.5,142,375,0.014388489208633,139,2
FBqYnP7H3TMHYQvafuBTSA,3.69811320754717,159,417,0.0258064516129032,155,4
FC-TYbSmomccxWdmeo23RQ,2.0,15,15,0.0,15,0
FC8dvE8ilG2x8bV3wpIUHg,4.380952380952381,63,120,0.0862068965517241,58,5
FCAqHUb6Wn1ABMDQZG0Dnw,4.145695364238411,151,314,0.0413793103448275,145,6
FCcFpitB7F3qxd1bD4Epfg,4.85,40,56,0.0526315789473684,38,2
FClTbPhPbslS8uk0p8leOw,4.033707865168539,89,401,0.0864197530864197,81,7
FEFi0AmjHzgSceeLYW3Glw,1.6666666666666667,21,102,0.0,21,0
FEXhWNCMkv22qG04E83Qjg,4.08870116156283,1894,42003,0.0074468085106382,1880,14
FEpHL55islEkxBHC5V_YfA,2.5714285714285716,7,12,0.0,7,0
FG7_-7LtVdOecAqThoFOOA,2.25,8,188,0.0,8,0
FGXAeroIJtnpMPx3JQbiIA,4.512820512820513,39,80,0.0,39,0
FGYU6bw-oVJ_rDJyyjfWeQ,3.3333333333333335,6,54,0.0,6,0
FH0MVF7kK0D76Hh4e7hXfQ,4.055077452667814,581,1903,0.0104347826086956,575,6
FId1uY73JcswBn6oz5gTEQ,2.0,24,208,0.0,24,0
FJY0EP3DNkrAV2lVpllN4Q,3.2,10,220,0.0,10,0
FKcQbzeClxbTAnAVJXx__w,1.84,25,89,0.0869565217391304,23,2
FKvkG0Taz8GoGE6gFB061g,4.277777777777778,54,164,0.08,50,4
FL58ckZZ-jB5DgJQKpHqcQ,3.6,5,12,0.0,5,0
FLxLJ4DzXRgsQSUpwe5Q1g,4.4,5,7,0.0,5,0
FMUvCniLe8m8BHSYUsnH2w,4.31638418079096,177,690,0.0424242424242424,165,7
FNQfc2Ih5bSKnmRcsHTcKw,4.704225352112676,71,223,0.0,71,0
FNsMxoaTa-HCbAxP0Baj9Q,3.8620689655172415,58,186,0.0,58,0
FOJGpcqeben-KUHzVd60RQ,4.285714285714286,56,103,0.0181818181818181,55,1
FOTp2JNMj0_SuDSPKYhixQ,4.25,28,93,0.0,28,0
FOXeWdQCemWMnmYqlDT2jw,4.7,10,33,0.0,10,0
FPbh-t9fTEc5x2SCresK6A,4.2727272727272725,11,17,0.1,10,1
FR8YnUEtePT6D901MXQc_w,4.714285714285714,7,13,0.0,7,0
FRBGjZKVmKqcyFb7XQCjXA,3.7704918032786887,61,89,0.0714285714285714,56,4
FRKqZwXnJqPSdtGW-7nwpw,4.8125,16,27,0.0,16,0
FSWJmMXXKAXdL6mrc-DzBQ,4.363636363636363,22,162,0.0476190476190476,21,1
FSb8rGb71GbJt48E-t4w5Q,3.1875,16,90,0.0,16,0
FSvFk1lWR0YBYP_-L_iLTQ,3.5402298850574714,261,1108,0.0235294117647058,255,6
FSxREGXCZdsh5wZhOcay8Q,2.210526315789474,57,170,0.037037037037037,54,2
FT-cRqGz3kJBDgXr-9Fdtw,2.8,10,24,0.0,10,0
FUIxs41dRPVebNg6n58pfA,3.6666666666666665,6,6,0.2,5,1
FUkVxA0IhTvsBIbwUdkzdw,3.2142857142857144,14,300,0.0,14,0
FV-IDfUkj07Ctseem_dyoA,3.111111111111111,9,36,0.0,9,0
FV0AtR_aPKtnp5_RqjkC3A,4.0,16,36,0.0,16,0
FVcIeaJY8vTnt9AksAVFaw,2.4,5,9,0.0,5,0
FWA-LNGHisJXq_UP0WfSmA,2.8,10,39,0.0,10,0
FWTkrjnoIVJ4UiUWUVDi-Q,3.923076923076923,13,17,0.0,13,0
FWqhypnh0NsTwpWW69nS7w,3.324675324675325,77,235,0.0266666666666666,75,2
FX9CL_-hBxRDq6c4uiLCrQ,4.838709677419355,31,47,0.0333333333333333,30,1
FXSj0mOK_vSTGfKywdHwwg,3.111111111111111,9,34,0.0,9,0
FXt9SIJT-1JN3K8RRb0-5g,4.3578947368421055,95,356,0.0,95,0
FYgFwsb9w2_2VyyUuld23w,3.504950495049505,101,215,0.0202020202020202,99,2
FYpHZegG2iMum_axsJDKcA,4.610169491525424,59,87,0.0172413793103448,58,1
FYs3jIvpxRCeTHMn2nOWDQ,4.8,5,9,0.0,5,0
FYw5uf26ry8-MuPKD10z0Q,3.7625,400,998,0.0392670157068062,382,15
FZ3759DVo6Q2Eg_wOlJ9TA,4.571428571428571,7,12,0.0,7,0
FZlbI7_mdb79DzaqRIAqtg,3.4166666666666665,12,52,0.0909090909090909,11,1
