business_id,popularity,unique_visitors,repeat_user_rate,gini_user_concentration,avg_rating,rating_consistency,stability_cv,cuisine_categories,parking_lot,parking_garage,parking_valet,parking_street,peak_busyness,avg_busyness,peak_hour,walking_density,parking_score,stops_800m,departures_day_800m,nearest_stop_m,transit_access_score
mKJ_WV7TvrjyDjmb_hUVsA,36,26,0.0,0.0,4.46,0.935,1.2365,"Restaurants, Mexican",False,False,False,False,0.0,0.0,12.0,11,0.5,7,100.3,341.9,0.0043
gbTdVjeuFhpoeJb8ZIFQ0Q,27,15,0.0667,0.0583,3.56,0.787,3.249,"Noodles, Chinese, Restaurants",False,False,False,False,0.0,0.0,12.0,89,0.5,0,0.0,9999.0,0.0
jFq8QSWDwtAWMA1FaNvRhw,25,7,0.0,0.0,3.14,0.574,8.7888,"Candy Stores, Specialty Food, Food",False,False,False,False,0.0,0.0,12.0,70,0.5,13,178.9,252.4,0.0077
_Hf8iWs1nCydx5blpXV0Fg,68,25,0.04,0.0369,4.04,1.002,4.8667,"Italian, Restaurants",False,False,False,False,0.0,0.0,12.0,55,0.5,0,0.0,9999.0,0.0
x0MAeS4l2PDZ-btigU_9FA,211,77,0.0649,0.0682,3.06,0.628,2.5803,"American (Traditional), Barbeque, Restaurants",True,False,False,False,0.0,0.0,12.0,44,1.0,2,17.1,457.5,0.0007
Kq3pucIRIELxeCmU6W_zNA,414,79,0.0253,0.0241,3.21,0.64,2.9482,"Salad, Restaurants, Soup",True,False,False,False,100.0,1.8,14.0,41,1.0,24,594.6,86.5,0.0257
xBaiLcgQqWn0kuVy2SxW_w,559,150,0.06,0.0532,2.82,0.612,2.0353,"Breakfast & Brunch, Steakhouses, Restaurants",True,False,False,False,100.0,1.8,5.0,26,1.0,20,493.7,178.3,0.0213
5yAp3XmfS5i9SsTG2qdh3Q,49,14,0.0714,0.0619,4.07,0.748,3.5572,"Farmers Market, Organic Stores, Grocery",True,False,False,True,0.0,0.0,12.0,24,1.0,0,0.0,9999.0,0.0
0z7YDoPXcrkWxAFQsKQoEA,10,5,0.2,0.2286,2.14,0.524,3.927,"Health Markets, Shopping, Specialty Food",False,False,False,False,0.0,0.0,12.0,52,0.5,0,0.0,9999.0,0.0
Y2ILjbd9nLM_El5KKAwbbg,161,84,0.0119,0.0116,4.58,1.001,1.8128,"Coffee & Tea, Chocolatiers & Shops, Gelato",False,False,False,True,0.0,0.0,12.0,58,0.5,22,481.4,18.8,0.0208
UBY3yTesW4jiWNbFyJA_cg,18,6,0.0,0.0,4.67,1.183,8.8411,"Food, Grocery",,False,False,,0.0,0.0,12.0,24,0.5,19,438.9,69.7,0.019
BDaAnSySdwNO3CE8YQSmFg,221,70,0.0143,0.0139,3.77,0.713,2.9985,"Restaurants, American (Traditional)",True,False,False,False,100.0,1.2,18.0,14,1.0,8,524.0,141.6,0.0227
ACHVRhkmpCuT7WQQjzt07Q,85,21,0.0476,0.0433,1.91,0.662,4.1448,"Coffee & Tea, Food, Donuts",False,False,False,False,100.0,2.4,6.0,7,0.5,4,32.0,227.3,0.0014
EwfTbC1G-_v9zB-faA5x0g,336,132,0.0379,0.0351,3.17,0.644,2.2575,"Breakfast & Brunch, Restaurants, Comfort Food",True,False,False,False,0.0,0.0,12.0,11,1.0,8,62.6,272.9,0.0027
k6fRLw5yYrDEzhZIR8d_oA,74,51,0.0588,0.0692,1.85,0.647,3.4948,"Chicken Wings, Pizza, Restaurants",False,False,False,True,100.0,2.4,19.0,11,0.5,26,600.6,149.6,0.026
Gv41DHml-P1c7HalftOHnQ,172,54,0.0741,0.0639,3.16,0.575,1.7988,"Mexican, Restaurants",True,False,False,False,0.0,0.0,12.0,27,1.0,4,20.6,116.9,0.0009
pbrxNztUAp8M5zoQplPVTA,18,10,0.0,0.0,2.8,0.701,2.5584,"Juice Bars & Smoothies, Sandwiches, Restaurants",True,False,False,True,0.0,0.0,12.0,97,1.0,35,859.3,46.6,0.0372
IzYE3fXqNgHIOFmY7nVQvA,1002,369,0.0352,0.0354,3.98,0.741,1.036,"Nightlife, Chicken Wings, Dive Bars",True,False,False,False,0.0,0.0,12.0,78,1.0,31,1237.3,28.0,0.0535
OLVSyQ-PSMkNSWmd0L5HJw,46,20,0.05,0.0452,4.24,0.8,5.6945,"Specialty Food, Grocery, Meat Shops",True,False,False,,100.0,1.8,11.0,27,1.0,0,0.0,9999.0,0.0
E38acoNEJDP7A8Jqpj21Rw,68,25,0.04,0.0369,3.35,0.73,3.8528,"Restaurants, Soup, Sandwiches",True,False,False,False,0.0,0.0,12.0,56,1.0,0,0.0,9999.0,0.0
1ESz9IvQZbTh5i_UWmJcEQ,338,115,0.0609,0.069,3.4,0.658,2.0792,"American (Traditional), Fast Food, Restaurants",True,False,False,False,100.0,3.0,11.0,47,1.0,14,335.7,69.0,0.0145
HApMtcUupWfHkCfab9XBcg,255,98,0.051,0.0461,4.13,0.762,1.751,"Food, Pubs, Bars",True,False,False,False,0.0,0.0,12.0,9,1.0,27,1091.1,184.5,0.0472
IQKaQmIp1mWlG5yKBEiANw,101,25,0.04,0.0369,3.19,0.685,5.2841,"Burgers, American (Traditional), Nightlife",True,False,False,False,0.0,0.0,12.0,21,1.0,3,14.9,255.9,0.0006
vY1u5rmhsOIxTO_ezdbqjQ,26,7,0.0,0.0,2.86,0.548,5.5029,"Delis, Food, Breakfast & Brunch",False,False,False,False,0.0,0.0,12.0,7,0.5,3,21.0,404.0,0.0009
Jl74HjB5sE6bBaI06vwQGQ,134,59,0.0339,0.0317,4.02,0.696,3.016,"Mexican, Restaurants",False,False,False,True,0.0,0.0,12.0,25,0.5,0,0.0,9999.0,0.0
gTUERr6FchxzrqGBnQDjIA,116,53,0.0377,0.035,3.38,0.753,3.9704,"Comfort Food, Restaurants, Soul Food",,False,False,,100.0,1.8,15.0,8,0.5,20,886.1,227.7,0.0383
cJRCXPohh_pc_bz-25ibNw,55,34,0.0588,0.0523,3.03,0.58,3.96,"Pizza, Restaurants",False,False,False,False,100.0,0.6,22.0,12,0.5,5,58.6,122.3,0.0025
u9qleFMXe5NwNBN4aMHYRw,18,11,0.0,0.0,2.55,0.795,6.31,"Restaurants, American (Traditional)",False,False,False,False,100.0,0.6,16.0,32,0.5,16,755.4,170.8,0.0327
C2XaAQrXj5UUWaHRw2CiRg,107,54,0.0,0.0,3.19,0.644,2.55,"American (New), Restaurants, Southern",False,False,False,True,0.0,0.0,12.0,59,0.5,48,3514.4,36.9,0.152
3JMv8ehTvnFvwb6ZwUD12Q,11,7,0.0,0.0,4.57,1.207,5.5802,"Pizza, Restaurants",False,False,False,False,0.0,0.0,12.0,5,0.5,0,0.0,9999.0,0.0
M3yOPL5TRCU0G5o8Ciicbw,650,139,0.0144,0.014,2.84,0.59,3.5089,"Restaurants, Nightlife, Bars",False,False,False,True,100.0,3.4,22.0,198,0.0,28,1607.7,180.8,0.0695
DmFJhanaKgqP1dtaJb8q-Q,28,23,0.0,0.0,3.61,0.595,3.4223,"Japanese, Chinese, Restaurants",False,False,False,False,0.0,0.0,12.0,2,0.5,0,0.0,9999.0,0.0
EjXk-0bKYPqOGUvDol8w4Q,11,7,0.0,0.0,5.0,10.0,3.561,"Latin American, Restaurants, Colombian",True,False,False,False,0.0,0.0,12.0,16,1.0,2,17.7,347.9,0.0008
50mfwRz6WA20SS3E080uTg,418,92,0.087,0.073,4.26,0.797,1.8324,"Wineries, Coffee & Tea, Restaurants",False,True,False,True,0.0,0.0,12.0,29,1.0,0,0.0,9999.0,0.0
ejQS-q3gy2LS4Y5Q08B0_w,126,11,0.3636,0.2828,4.11,0.7,3.7658,"Coffee & Tea, Food",,False,False,,0.0,0.0,12.0,29,0.5,0,0.0,9999.0,0.0
553Wn6JtUWDsxYFc29mnog,41,27,0.037,0.0344,4.57,0.823,2.4274,"Bakeries, Food, Desserts",False,False,False,True,0.0,0.0,12.0,28,0.5,9,218.1,135.3,0.0094
lTJjJQHOXxos5qIbSjWTEA,79,41,0.0,0.0,4.0,0.653,3.496,"Greek, Fast Food, Seafood",True,False,False,False,0.0,0.0,12.0,25,1.0,17,425.0,122.6,0.0184
c0F9yKr0bJuQDtG1lzDgmQ,2269,1013,0.0385,0.042,4.55,1.045,0.7949,"Breakfast & Brunch, Restaurants, Beer Bar",True,False,False,False,100.0,4.8,12.0,18,1.0,2,27.6,385.6,0.0012
-jNOHaFwWsBpaf9l5gvRwQ,384,99,0.0303,0.0285,4.54,1.387,1.7277,"Pubs, Cuban, Bars",True,False,False,False,0.0,0.0,12.0,10,1.0,9,295.1,178.2,0.0128
YULbC2BI4vZaDY6oUmdpCw,25,9,0.0,0.0,4.89,2.414,7.4766,"Food, Specialty Food, Health Markets",True,False,False,False,0.0,0.0,12.0,29,1.0,2,51.1,420.0,0.0022
yBx3bRX8aUtv9CYG1H5gWg,304,91,0.033,0.0309,3.68,0.691,2.8741,"Chinese, Restaurants",True,False,False,False,100.0,0.6,18.0,49,1.0,18,939.7,107.1,0.0406
CLVICRuP-1DilA-NLwOGvw,19,12,0.0833,0.0705,3.15,0.555,2.6402,"Specialty Food, Pizza, Restaurants",False,False,False,False,0.0,0.0,12.0,56,0.5,56,4743.3,140.2,0.2051
WnBodrOehjAKLWuj5-44DQ,7,6,0.0,0.0,4.67,1.75,4.9323,"Sandwiches, Donairs, Restaurants",False,False,False,False,0.0,0.0,12.0,32,0.5,0,0.0,9999.0,0.0
7_YYjlT-qRP8h1IkpPWObw,867,287,0.0279,0.0488,3.84,0.749,1.2675,"Breakfast & Brunch, Restaurants, Diners",False,False,False,True,0.0,0.0,12.0,129,0.0,45,1821.6,143.0,0.0788
AOHchh9mVhPTp8166kpImA,58,12,0.1667,0.119,2.86,0.687,5.5612,"Fast Food, Sandwiches, Restaurants",False,False,False,False,0.0,0.0,12.0,62,0.5,0,0.0,9999.0,0.0
JPbXm_15NHEKVjtUvPUTKA,63,32,0.0312,0.0294,4.15,0.919,2.212,"Food, Gastropubs, Breweries",True,False,False,False,0.0,0.0,12.0,39,1.0,0,0.0,9999.0,0.0
8DgydGfkCYt2aGpbVMmhNQ,126,65,0.0308,0.0289,3.87,0.696,2.9297,"Italian, Restaurants",False,False,False,True,0.0,0.0,12.0,104,0.0,17,172.1,105.8,0.0074
EGWB7_SP4Ja7_z6A6Md8gA,70,29,0.0345,0.0322,3.03,0.688,3.3402,"Restaurants, Tex-Mex, Middle Eastern",False,True,False,True,100.0,0.6,13.0,232,1.0,37,1487.0,74.0,0.0643
AXpY1Y4Q1EhTmGu3wQ4yOQ,37,17,0.0,0.0,3.18,0.8,5.5992,"Buffets, Restaurants",False,False,False,False,100.0,0.6,18.0,63,0.5,0,0.0,9999.0,0.0
H6reGILQoDJyc300YzwBjw,16,5,0.0,0.0,1.6,1.111,5.8818,"Tacos, Restaurants, Breakfast & Brunch",True,False,False,False,0.0,0.0,12.0,9,1.0,42,927.1,44.4,0.0401
QUq9AMGYSSU0678IRTODDw,155,33,0.0,0.0,3.76,0.751,3.7048,"Bars, Restaurants, American (Traditional)",True,False,False,False,0.0,0.0,12.0,36,1.0,7,45.7,265.4,0.002
r92M4mC-WTTWnAHeU4098Q,42,14,0.0,0.0,4.64,1.097,5.8255,"Specialty Food, Food",False,False,False,True,100.0,2.4,14.0,70,0.5,0,0.0,9999.0,0.0
-V0NjJcmkHxemSIW5_I5uw,108,38,0.0789,0.0674,3.32,0.796,1.2312,"Bars, American (New), Nightlife",True,False,False,False,0.0,0.0,12.0,31,1.0,14,411.0,90.6,0.0178
dWoJKEoFPbCr5pL2Y0LkJA,71,45,0.0222,0.0416,4.17,0.879,2.348,"Restaurants, French, Thai",False,False,False,True,0.0,0.0,12.0,302,0.0,84,6957.6,25.7,0.3009
a-fUq78iwilqa9Qd3ozfqQ,1412,423,0.0307,0.0399,3.21,0.7,1.3917,"Seafood, Restaurants, Buffets",True,True,False,,100.0,1.8,19.0,54,1.0,24,971.7,174.0,0.042
K7gGvOX25m7vJIvd4cEG3A,16,7,0.0,0.0,3.57,0.782,6.1873,"Restaurants, Mexican",True,False,False,False,0.0,0.0,12.0,8,1.0,12,455.6,240.0,0.0197
DHUeGejX64XVHqTFiMgWBQ,122,47,0.0,0.0,4.21,0.802,2.2869,"Arts & Entertainment, Wineries, Food",True,False,False,False,0.0,0.0,12.0,20,1.0,6,195.9,310.8,0.0085
_9AVqGEP3cyLTrDmXvfW6A,59,13,0.0769,0.0659,2.93,0.697,3.575,"Pizza, Restaurants",False,False,False,False,0.0,0.0,12.0,5,0.5,0,0.0,9999.0,0.0
foM-SJ5C9DiVC5AmeBrV9A,56,9,0.0,0.0,2.78,0.635,4.9111,"Fast Food, Restaurants",False,False,False,False,0.0,0.0,12.0,63,0.5,10,460.3,60.2,0.0199
doLp36k5-8JmkZ0x_KLP_A,93,28,0.0,0.0,3.93,0.697,4.079,"American (Traditional), Breakfast & Brunch, Diners",True,False,False,False,0.0,0.0,12.0,19,1.0,16,366.3,74.9,0.0158
bLNSAljXE00oAcfGYJA-FA,15,5,0.0,0.0,3.6,0.893,3.6804,"Food, Coffee & Tea",False,False,False,False,100.0,0.6,15.0,24,0.5,7,58.3,188.7,0.0025
k4JircNZRWqSf_bvZFxO2A,150,45,0.0444,0.0407,1.85,0.729,3.3374,"Burgers, Fast Food, Restaurants",False,False,False,False,0.0,0.0,12.0,41,0.5,17,205.0,101.9,0.0089
tVDIDxwcWVJKDhKGI84dXw,306,8,0.0,0.0,4.25,1.313,4.6899,"Grocery, Shopping, Food",True,False,False,False,0.0,0.0,12.0,2,1.0,0,0.0,9999.0,0.0
a5SCRC8fmcNxh-qCoXk37g,57,29,0.069,0.0601,3.71,0.658,4.357,"Restaurants, Chinese, Japanese",True,False,False,False,100.0,0.6,18.0,5,1.0,0,0.0,9999.0,0.0
KQhJflHGs3P0ULfVXPJL-A,68,30,0.0,0.0,3.83,0.65,3.4685,"Grocery, Food, Health Markets",False,False,False,True,0.0,0.0,12.0,57,0.5,14,543.6,242.3,0.0235
GU6AnPaDqYA7PYIS52CKEA,66,30,0.0333,0.0604,1.78,0.759,4.3726,"Restaurants, Burgers, Fast Food",False,False,False,False,100.0,0.6,11.0,82,0.5,18,282.9,63.1,0.0122
sWvT_QquWQN5gyNksqMmbQ,22,11,0.0909,0.0758,4.25,0.901,2.8168,"Restaurants, Cafes, Coffee & Tea",False,False,False,True,0.0,0.0,12.0,11,0.5,0,0.0,9999.0,0.0
ztppjLmFE25wZOQdJKXAuA,316,44,0.0909,0.0942,3.69,0.802,3.3609,"Restaurants, Chinese",True,False,False,False,100.0,1.2,20.0,17,1.0,0,0.0,9999.0,0.0
THn1r4TJ17-OBX7yOwrSnA,204,103,0.0097,0.0095,3.92,0.664,2.2717,"Restaurants, Food, Thai",False,False,False,False,0.0,0.0,12.0,195,0.5,41,1885.0,141.7,0.0815
SYcdJP123caYVCkZ27BIOw,623,239,0.0544,0.0562,4.17,0.774,1.5569,"Grocery, Food, Asian Fusion",False,False,False,True,100.0,1.2,12.0,64,0.5,38,612.1,128.6,0.0265
Q2t3TKnlro51oDW8aQmGpw,43,11,0.0909,0.1399,2.0,0.827,5.8768,"Chicken Wings, Fast Food, Restaurants",True,False,False,False,0.0,0.0,12.0,25,1.0,3,47.1,116.8,0.002
6xzI0yNPXI5POpjoN7po0Q,222,68,0.0588,0.0651,3.53,0.892,2.0715,"Wine Bars, Nightlife, Bars",False,True,True,False,0.0,0.0,12.0,167,1.0,29,1449.3,64.1,0.0627
7lYSam2Ci_1WzzoUicug3w,55,16,0.0,0.0,2.12,0.663,5.7062,"Restaurants, American (Traditional), Fast Food",True,False,False,False,100.0,0.6,9.0,78,1.0,88,6493.9,72.6,0.2808
smI3-_R3KeUEUl-wOvVuFg,345,89,0.0,0.0,4.29,0.804,2.0836,"American (Traditional), Restaurants, Bars",False,True,False,True,0.0,0.0,12.0,198,1.0,63,2797.9,116.7,0.121
OkWFmXM4sDI02KnDY3X-fw,346,148,0.0135,0.0196,4.32,0.812,1.2607,"Coffee & Tea, Food, Coffee Roasteries",True,False,False,True,0.0,0.0,12.0,63,1.0,0,0.0,9999.0,0.0
N0JreytnM6Thcka8dbCu4Q,293,91,0.0659,0.0578,4.58,1.042,1.023,"Vegan, Restaurants, Barbeque",True,False,False,False,100.0,1.2,12.0,15,1.0,9,226.9,398.1,0.0098
qP954Yf1Qa5Ckkw4RU6w7A,32,31,0.0323,0.0302,4.66,1.051,0.8829,"Vegan, Mexican, Restaurants",True,False,False,True,0.0,0.0,12.0,18,1.0,41,3288.6,75.6,0.1422
T-I2IG2ds_9q9gZ5NPxFxw,49,31,0.0645,0.0567,3.06,0.604,5.2712,"Restaurants, Chinese",False,False,False,False,0.0,0.0,12.0,18,0.5,6,199.7,210.2,0.0086
ojtc-D4nM13yL_95QK2P6Q,48,32,0.0,0.0,4.66,1.012,2.5115,"Tacos, Food, Restaurants",True,False,False,False,100.0,1.2,11.0,42,1.0,19,501.9,100.6,0.0217
v1F-Sgp_b8Vjbfhlp0Obrg,76,22,0.0,0.0,4.59,0.964,1.1812,"Sandwiches, Acai Bowls, Nightlife",False,,False,True,100.0,1.2,19.0,99,1.0,46,1995.1,170.5,0.0863
oeEGx3aQGS3wM8IMdDffsw,15,5,0.0,0.0,2.8,0.517,6.2925,"Restaurants, Sandwiches, Fast Food",False,False,False,False,100.0,1.8,13.0,40,0.5,18,870.6,123.5,0.0376
t13CLI7USJw37t7off4STQ,110,60,0.0333,0.0312,3.58,0.643,2.8194,"Chinese, Restaurants",False,False,False,False,0.0,0.0,12.0,14,0.5,0,0.0,9999.0,0.0
bJdKrQIF5SihmWWZD0AIkg,44,34,0.0,0.0,3.06,0.579,3.0196,"Chicken Wings, Pizza, American (Traditional)",True,False,False,False,0.0,0.0,12.0,31,1.0,42,1869.9,78.7,0.0809
PZNPCrABOBUP_rbuXkYzvg,683,38,0.1053,0.0852,3.71,0.769,4.0075,"Fashion, Shopping, Department Stores",True,False,False,False,100.0,8.8,18.0,27,1.0,11,331.7,73.1,0.0143
SNuWAGXui2MLnLFxG3tClQ,226,82,0.0488,0.0442,3.78,0.745,2.6884,"Food, International Grocery, Grocery",True,False,False,False,0.0,0.0,12.0,98,1.0,19,774.4,110.0,0.0335
ZufSfqQ4RfUk4RAQgnlc0Q,738,267,0.0187,0.0216,4.28,0.906,1.5458,"Gastropubs, Beer Bar, Restaurants",True,False,False,True,0.0,0.0,12.0,24,1.0,10,152.0,31.5,0.0066
4s7cFr4U7J7eYnwa3Suzfw,7,6,0.0,0.0,3.0,0.577,3.107,"Food Trucks, Mexican, Restaurants",False,False,False,False,0.0,0.0,12.0,1,0.5,7,164.6,304.9,0.0071
-Q32uZ1kdfhd9-KgTATx-A,61,44,0.0455,0.0415,4.89,2.432,1.805,"Food, Food Trucks, Restaurants",True,,False,True,0.0,0.0,12.0,31,1.0,13,651.0,35.2,0.0282
CLGoxOPgDMz59RSGTn4v0w,190,67,0.0448,0.0409,3.79,0.773,2.4188,"Bars, Steakhouses, Restaurants",True,False,False,False,0.0,0.0,12.0,5,1.0,0,0.0,9999.0,0.0
z6HgTWokZSpvsMhqukUCow,285,169,0.0651,0.0723,4.04,0.698,1.0817,"Bars, Nightlife, Seafood",True,False,False,False,100.0,1.8,10.0,44,1.0,12,211.9,138.1,0.0092
Zn6WQQknlNtgiil0rNf9UA,533,111,0.018,0.0174,3.5,0.623,1.6631,"Mediterranean, Cafes, Mexican",False,True,True,True,0.0,0.0,12.0,246,1.0,57,4025.9,213.0,0.1741
BCxLbqymC1TXn2FE1BYc1A,698,164,0.0854,0.1015,3.9,0.723,1.7216,"Sandwiches, Religious Organizations, Juice Bars & Smoothies",True,False,False,False,100.0,1.8,17.0,47,1.0,2,17.7,233.7,0.0008
B-SiesU4hxIiL7rl7vzayA,707,319,0.0063,0.0062,4.11,0.793,1.5844,"Cheesesteaks, Steakhouses, Salad",True,False,False,True,100.0,1.8,13.0,10,1.0,84,4991.6,316.6,0.2159
nCqQf0L0GsVHxub7BDESaA,118,43,0.0465,0.0424,3.4,0.658,2.9783,"Diners, Pizza, Sandwiches",False,False,False,False,0.0,0.0,12.0,29,0.5,2,17.1,393.4,0.0007
1nUibAh6maHrHiVwo_xIlA,142,89,0.0112,0.011,3.13,0.57,1.4644,"Gastropubs, Venues & Event Spaces, Restaurants",False,False,False,True,0.0,0.0,12.0,164,0.0,53,4407.4,125.7,0.1906
y6FxggLj1xnJ0ArqV3UoVw,374,233,0.0429,0.0472,4.4,0.89,1.7355,"Chicken Wings, Restaurants, Korean",False,False,False,True,0.0,0.0,12.0,124,0.0,102,5212.7,448.5,0.2254
12aD4pD1uCJYA4ivdAd3Ug,116,43,0.0465,0.0627,4.09,0.807,3.4565,"Mexican, Restaurants, Cafes",True,False,False,False,100.0,1.2,18.0,12,1.0,13,338.9,85.2,0.0147
UjQnH-pElJZ9jD51vOt5Rw,1943,796,0.0628,0.0609,4.24,0.852,1.1654,"Event Planning & Services, American (New), Food",True,False,False,False,100.0,0.6,12.0,44,1.0,12,181.3,132.0,0.0078
SigV0gKn7atQiBX7_IJhrg,17,12,0.0,0.0,3.25,0.544,4.1125,"Sandwiches, Restaurants, Pizza",False,False,False,False,0.0,0.0,12.0,6,0.5,5,34.3,155.6,0.0015
b1HPkR9No_faueK3dSE6_Q,7,5,0.0,0.0,3.8,0.637,3.8196,"American (New), Restaurants",False,False,False,False,0.0,0.0,12.0,0,0.5,0,0.0,9999.0,0.0
HeqB4DZiQrEIHAvi6urbLw,6,5,0.0,0.0,5.0,10.0,2.0682,"Ice Cream & Frozen Yogurt, Food",False,False,False,False,0.0,0.0,12.0,28,0.5,18,372.0,106.7,0.0161
UrRefLaVbXN-zEE9gMbKeg,33,8,0.0,0.0,4.12,0.974,5.8734,"Food, Grocery, Farmers Market",False,False,False,False,0.0,0.0,12.0,21,0.5,0,0.0,9999.0,0.0
pM8A2jlrmps94F73mdxNuw,230,121,0.0579,0.0588,3.82,0.695,1.4637,"Bars, Italian, Breakfast & Brunch",True,False,False,False,0.0,0.0,12.0,7,1.0,5,124.0,397.2,0.0054
afy79jAgsyKdySSyhepi2A,59,12,0.0,0.0,3.75,0.633,5.2331,"Food, Gas Stations, Convenience Stores",False,False,False,False,0.0,0.0,12.0,28,0.5,8,235.4,69.9,0.0102
n4k8btUo4A6OX1gnO8Sj6Q,23,13,0.0,0.0,3.85,1.038,4.4285,"Italian, Restaurants, American (Traditional)",False,False,False,False,0.0,0.0,12.0,7,0.5,11,530.1,40.2,0.0229
oVB34-UULQvgf8qxgzbugw,16,11,0.0,0.0,3.64,0.52,2.572,"Restaurants, Seafood, Cajun/Creole",False,False,False,False,0.0,0.0,12.0,6,0.5,23,1017.1,123.3,0.044
DveLJu6Wo8UCunM7iarKhA,259,94,0.0426,0.0391,4.83,1.45,2.5584,"Restaurants, Sandwiches, Salad",False,False,False,True,0.0,0.0,12.0,73,0.5,11,160.9,26.7,0.007
S5acP_c2FshCark0t16dcA,24,9,0.0,0.0,4.56,0.737,3.0716,"Bakeries, Food",False,False,False,True,0.0,0.0,12.0,71,0.5,26,753.9,43.7,0.0326
9n1Iv4X5S6SAPzDbkpfutA,217,67,0.0597,0.0659,3.65,0.636,3.4378,"Restaurants, Dive Bars, Pool Halls",True,False,False,False,100.0,0.6,0.0,95,1.0,22,889.9,196.4,0.0385
mVH85MhTrL9YUCEu17vSng,199,61,0.0656,0.0851,4.01,0.864,2.5828,"Cajun/Creole, Restaurants, Seafood",True,False,False,False,100.0,0.6,12.0,64,1.0,19,637.9,53.5,0.0276
xUOh3aGC2kdhXQBz-trQsw,64,12,0.0,0.0,3.42,0.586,6.39,"Food, Beer, Wine & Spirits",True,False,False,False,0.0,0.0,12.0,9,1.0,7,244.4,37.8,0.0106
I_1GURBE73oKkPHNCvCCiQ,479,145,0.0345,0.0322,3.83,0.638,2.1598,"Pizza, Restaurants",True,False,False,False,0.0,0.0,12.0,66,1.0,0,0.0,9999.0,0.0
QFQ8PQit-SCD5L1rUsvTBQ,356,173,0.0289,0.0327,4.05,0.768,1.2356,"Burgers, Restaurants",True,False,False,True,0.0,0.0,12.0,71,1.0,0,0.0,9999.0,0.0
ynQQJ68ZaK9hBAh13rQdrg,140,73,0.0274,0.0259,3.93,0.69,1.914,"Restaurants, Fast Food, Pizza",True,,False,,0.0,0.0,12.0,40,1.0,17,205.0,34.6,0.0089
2I2jDIr0kL2bQCtYBfknkg,23,8,0.0,0.0,4.0,0.755,5.6344,"Wineries, Breweries, Arts & Entertainment",True,False,False,False,0.0,0.0,12.0,5,1.0,8,138.3,160.3,0.006
h1RQEy-kVBy2T9rMlp5VIw,73,38,0.0526,0.07,4.07,0.824,1.5479,"Restaurants, Sandwiches",False,False,False,True,0.0,0.0,12.0,528,0.0,114,7295.6,272.4,0.3155
u19T9XKma19tc4EBzivqRA,1017,166,0.0542,0.054,3.51,0.636,1.7457,"Asian Fusion, Restaurants, Sushi Bars",,False,False,,100.0,4.8,22.0,11,0.5,0,0.0,9999.0,0.0
4haxff8tRSzRau5ndCCjrQ,57,15,0.0,0.0,1.53,0.767,4.7043,"Burgers, Restaurants, American (Traditional)",True,False,False,False,0.0,0.0,12.0,16,1.0,22,409.6,112.2,0.0177
roEYFfjB0BsQc8-IsvZxfQ,17,7,0.0,0.0,1.71,0.673,6.0707,"Fish & Chips, Restaurants, Seafood",False,False,False,False,0.0,0.0,12.0,12,0.5,1,1.7,317.9,0.0001
lWzjyk3qNgXccPDxt5NcfQ,299,153,0.0588,0.0581,4.13,0.706,2.1712,"Restaurants, Italian",True,False,False,False,0.0,0.0,12.0,40,1.0,15,282.9,122.0,0.0122
UL0oNTFnyzLvq7nc848-Vg,194,70,0.0571,0.087,3.6,0.685,2.3952,"Restaurants, Italian, Sandwiches",True,False,False,False,0.0,0.0,12.0,6,1.0,5,116.3,248.0,0.005
Ib2j3-yKALy8C_vakv_NyA,74,20,0.0,0.0,4.05,0.744,3.6051,"Restaurants, Delis, Sandwiches",True,False,False,False,0.0,0.0,12.0,78,1.0,14,348.0,67.3,0.015
q3NsTN4umVlCpOmYpIKkyA,33,11,0.0,0.0,2.45,0.533,7.8439,"Ice Cream & Frozen Yogurt, Food",False,False,False,False,100.0,1.8,16.0,30,0.5,42,1138.0,42.7,0.0492
cuYMRqzehT24XJk-YSrExw,651,290,0.0517,0.0528,4.29,0.865,1.3423,"Polish, Restaurants, American (New)",True,False,False,False,100.0,0.6,9.0,22,1.0,12,457.7,23.2,0.0198
D_JgJY5V54i0EYOdTHmWlg,774,253,0.0316,0.0297,3.08,0.643,1.141,"Food, Restaurants, Coffee & Tea",False,False,False,True,0.0,0.0,12.0,914,0.0,187,22910.6,168.2,0.9908
MDNDbOBk25yK7qphGMN9YQ,20,10,0.0,0.0,2.9,0.596,5.2722,"Golf Lessons, Golf, Sporting Goods",True,False,False,False,0.0,0.0,12.0,0,1.0,0,0.0,9999.0,0.0
kdG6HXfXPk6YKZ6lkURaEg,598,102,0.0294,0.0277,3.8,0.684,2.5726,"Restaurants, Sandwiches, Chicken Wings",True,False,False,False,100.0,0.6,20.0,8,1.0,2,27.1,421.4,0.0012
cCUXx_h4dkdZH8cxJOzSBQ,96,33,0.0303,0.0285,1.91,0.666,4.4917,"Delis, Fast Food, Food Delivery Services",False,False,False,False,100.0,0.6,12.0,59,0.5,6,99.4,336.6,0.0043
HqIDCsKbkVLSQPzXp6eSew,1074,365,0.0356,0.0407,4.17,0.732,1.4492,"American (New), Wine Bars, Restaurants",True,False,False,False,0.0,0.0,12.0,122,1.0,20,950.9,56.7,0.0411
