business_id,name,city,state,latitude,longitude,stars,review_count,is_open,categories,parking_lot,parking_street,parking_valet,parking_garage
4f-9FJn6SMRQwsI7bPKGRQ,Domino's Pizza,Ridley Park,PA,39.879137,-75.3121096,2.0,29,1,"Pizza, Restaurants",True,False,False,False
dZ1IV-9G_Oao2Ha0pC5PYg,Happy Maki,Conshohocken,PA,40.0951683549,-75.2887999409,4.0,89,1,"Restaurants, Japanese, Seafood",True,False,False,False
xPi3UL7FKhHqxGbJOYdAjw,Tang Dynasty Buffet,Philadelphia,PA,40.002977,-75.2217849,2.0,22,0,"Buffets, Chinese, Asian Fusion, Restaurants",False,False,False,False
XsW_8i0G0pvkw9q2EUsqCA,Ranoush,Kirkwood,MO,38.582417,-90.406097,4.0,65,0,"Specialty Food, Middle Eastern, Restaurants, Ethnic Food, Food",False,True,False,False
evTwdAmLkntaTX-9Z7y0MQ,Godiva Chocolatier,Cherry Hill,NJ,39.9418533,-75.0261976,4.5,9,0,"Food, Specialty Food, Candy Stores, Chocolatiers & Shops",False,False,False,False
Bx99-hT49G87I9S1V_6ikQ,McDonald's,Palm Harbor,FL,28.079972608,-82.7385235074,1.5,40,1,"Restaurants, Coffee & Tea, Fast Food, Burgers, Food",True,False,False,False
R6Pb60b01zp_CiSNhGgQ1w,Riley's Irish Tavern,Tucson,AZ,32.3002125,-111.0115893,3.5,11,1,"Nightlife, Dive Bars, Bars, Irish, Restaurants",True,,False,
Jpp41f0uoOMTnQQSAfKDkg,Frida's,University City,MO,38.6600049611,-90.3372195878,4.0,245,1,"Vegan, Vegetarian, Gluten-Free, Restaurants, Food, Juice Bars & Smoothies, Live/Raw Food",False,True,False,False
v9KEngkiGRefSFXj0OD1_A,Devone's,Williamstown,NJ,39.6597574543,-74.9614525548,3.5,36,0,"Pubs, Nightlife, American (New), Restaurants, Bars",True,False,False,False
Abd2Md-wQLlUzViL5T3xDQ,Coffee Cup Cafe,Langhorne,PA,40.1592033,-74.9116844,4.5,46,1,"American (Traditional), Cafes, Restaurants, Breakfast & Brunch",True,True,False,False
LIZp9OehSG1AUCEc8FSF7A,Koutouki Taverna,Edmonton,AB,53.483286,-113.49272,3.0,29,0,"Middle Eastern, Mediterranean, Restaurants, Greek",True,True,False,False
kJvVunz1OUHcx-wJAepHTw,Salsolito Cafe,Philadelphia,PA,39.941873,-75.1525336,4.0,10,0,"Restaurants, Mexican",False,False,False,False
cIv3aNvqMqvGZs79WqwvRQ,White Castle,Avon,IN,39.7632865,-86.3324078,2.5,12,1,"Restaurants, Burgers, American (New), Fast Food",False,False,False,False
hNYgEnEfGAvHyuHuMHsWMQ,CBS Barbeque and Cafe Brown Stone Catering,Saint Louis,MO,38.6768214,-90.2675977,5.0,6,1,"Barbeque, Restaurants",False,False,False,False
eG-XKCjF8VwxM_SH9MZhaw,Produce Junction,Willingboro,NJ,40.0263442283,-74.9073454466,4.0,12,1,"Specialty Food, Food, Fruits & Veggies",False,False,False,False
5X0M4waoFm4kH612ezVvtA,Cafe Seventy Two,Ewing,NJ,40.2657882,-74.8200298,4.0,469,1,"Sandwiches, Breakfast & Brunch, Italian, Restaurants, Coffee & Tea, Food, Cafes",True,False,False,False
9Mm9xvLfiI72E3Inhmn82g,Elephant & Castle,Philadelphia,PA,39.9528337,-75.1703455,2.5,75,0,"American (Traditional), Nightlife, Pubs, Restaurants, Bars, British",False,True,False,False
DRf9kP-oLQs7grp7-J8Gog,Little Caesars Pizza,Avon,IN,39.7648416,-86.3273094,2.0,7,1,"Restaurants, Pizza",False,False,False,False
mF8czpMukj36ovHb3lGSeg,Azie on Main,Villanova,PA,40.037734,-75.351639,3.5,238,1,"Sushi Bars, Asian Fusion, Restaurants, Nightlife, Breakfast & Brunch, Beer Bar, Bars",True,False,False,False
SF3QNTmBtT7W4pSgFDaQsQ,Ayesha's Kitchen,Edmonton,AB,53.460498,-113.531538,2.5,6,1,"Pakistani, Restaurants",False,False,False,False
mFIffumYpySeZnQ3ckqpDA,Don Gabriel Restaurant,West Chester,PA,39.959281,-75.617449,4.5,51,0,"Restaurants, Mexican",True,False,False,False
HyRfEKWwO9IlAF2PTAzcYQ,Smoothie King,West Chester,PA,39.968395,-75.57816,4.0,5,1,"Juice Bars & Smoothies, Specialty Food, Food, Health Markets",False,False,False,False
FV_ldPWE2wQuSHk0O50iFg,Booster Juice,Sherwood Park,AB,53.5290942,-113.2902112,4.5,5,1,"Juice Bars & Smoothies, Food",False,False,False,False
PniDGhPSa_bMWA8gU2AipA,Cafe Cuong,Philadelphia,PA,39.9388055,-75.1560658,4.5,88,1,"Restaurants, Vietnamese",False,True,False,False
xOr8R9oZWzKjv_29z5OOQg,Krish’s Indian Bistro,Sewell,NJ,39.7394328563,-75.0768999883,4.5,10,1,"Indian, Restaurants",False,False,False,False
Q5LEQzTT85ys8zSaqyeAaA,The Whiskey Exchange,St. Petersburg,FL,27.7709125,-82.6410538,4.0,21,1,"Nightlife, Bars, Restaurants",,,False,
cHts_R1qf8KJiVm9gb-pJg,honeygrow,Marlton,NJ,39.8955551133,-74.930178,3.5,86,1,"Noodles, Restaurants, Salad, Vegetarian, Vegan",True,False,False,False
1vi4P6rc2tj-VodBUe_jkg,Hudson Beach Ice Cream Parlor,Hudson,FL,28.3603757,-82.699225,4.5,106,1,"Ice Cream & Frozen Yogurt, Desserts, Food, Restaurants, Hot Dogs",True,,False,False
BsZHeZqCirB_9xS_7kZlvw,Southern Hospitality Diner,Nolensville,TN,35.952871,-86.670021,3.5,91,1,"Restaurants, Southern, Breakfast & Brunch, Diners",True,,False,False
K82E9u79QkUzBPYkNFBhuA,Subway,Kenner,LA,30.021267066,-90.2552867656,1.5,7,1,"Restaurants, Sandwiches, Fast Food",False,False,False,False
peOpx8kzMsT6NQ3JQNuPyw,A P Quality Produce,Tampa,FL,28.0402979,-82.4811672,4.5,13,1,"Food, Health Markets, Fruits & Veggies, Specialty Food",True,False,False,False
nOuYFVtC-I1-dPOToQqB7A,Dunkin',Quakertown,PA,40.4409885916,-75.3362831846,2.0,6,1,"Donuts, Coffee & Tea, Food",True,False,False,False
gYVKvm64vH75YQKQrdKnnw,Mi Lah,Philadelphia,PA,39.9557799,-75.1819683,4.0,14,0,"Sandwiches, Restaurants, Vietnamese, Vegan, Vegetarian",False,False,False,False
_WxO_7bJmeeKF-wCcvgeFQ,Seafood Sensations,Philadelphia,PA,40.0543117,-75.1555082,1.0,5,0,"Seafood, Restaurants",False,False,False,False
AERUfTdsFmd5r-X55CMUmw,Crankees Pizzeria,Nashville,TN,36.2305398,-86.7718017,4.0,10,1,"Food, Food Trucks",False,False,False,False
Cb85PgiOfcmHza5GQFTB6A,Royal's Restaurants,Philadelphia,PA,40.0719286,-75.1614096,4.0,95,1,"Cajun/Creole, Restaurants, Caribbean",False,True,False,False
2L_pHzx2BisNY2mL2qIvmQ,Tea Cup Tea Rm Gift & Events,Brandon,FL,27.921052,-82.267355,5.0,5,0,"Tea Rooms, Food",False,False,False,False
CSYO3-vXbssAbZ3Ox_qsuQ,Maria's Prime Time Bakery,Folsom,PA,39.8855905,-75.3310602,4.0,52,1,"Bakeries, Food, Restaurants",True,False,False,False
tRehZAlO5U9dxxplzAzvng,June's Delicatessen,Edmonton,AB,53.56478,-113.437542,4.0,18,0,"Food, Delicatessen",False,True,False,False
IJEivHHf5A8LzXXOn0o0Nw,Skull's Rainbow Room,Nashville,TN,36.164652,-86.778809,4.5,993,1,"American (New), Public Services & Government, Landmarks & Historical Buildings, Diners, Salad, Bars, Burgers, Nightlife, American (Traditional), Restaurants, Steakhouses, Seafood, Breakfast & Brunch, Cocktail Bars",False,True,False,True
aV8lLV-o6g53R-HUTmykpw,MKM Creations,New Orleans,LA,29.9355417,-90.0945378,4.5,16,1,"Food, Cajun/Creole, Breakfast & Brunch, Juice Bars & Smoothies, Restaurants",False,False,False,False
mhWhJjYnUNWSpx4roxtnQQ,QDOBA Mexican Eats,Indianapolis,IN,39.7674007,-86.1578678,3.0,37,1,"Restaurants, Event Planning & Services, Fast Food, Caterers, Mexican",False,True,False,False
gk9sR_lEH3q3EyE8GtvZsA,Schnucks -  Bridgeton,Bridgeton,MO,38.740774195,-90.4003595712,2.5,18,1,"Flowers & Gifts, Grocery, Florists, Food, Restaurants, Shopping, Drugstores, Delis, Bakeries",True,False,False,False
VZxyWuhu_wF1wqeZHo2uDg,McDonald's,Hazelwood,MO,38.7738449516,-90.3357924521,1.5,9,1,"Food, Coffee & Tea, Fast Food, Restaurants, Burgers",False,False,False,False
F15aE52NtReplVtqxFHRqQ,Beef 'O' Brady's,Land O' Lakes,FL,28.2600168,-82.4740911,2.0,46,1,"Bars, Restaurants, Nightlife, American (Traditional), Pubs, Sports Bars",False,False,False,False
4uFdsXh_CveCGsx3DgET1Q,Lavi Smoke & Head Shop,Reno,NV,39.5175543,-119.8091944,4.0,17,1,"Head Shops, Tobacco Shops, Food, Vape Shops, Shopping, Beer, Wine & Spirits",False,False,False,False
_5_x1-g7vMxag8fPNJT_3A,Village Wine Cellar Wine Bar and Bistro,Skippack,PA,40.2235,-75.400216,2.5,26,0,"Restaurants, Tapas Bars, American (New), Wine Bars, Bars, Breakfast & Brunch, Nightlife",True,False,False,False
7M3s8VytKFCk9-Fl-8IFQA,Villano's Italian Restaurant & Pizzeria,Hudson,FL,28.3499042,-82.6996255,4.5,32,0,"Pizza, Restaurants, Italian",False,False,False,False
NfyMmdhkwSPjhFrckLbj-w,Park25 Bistro,Nashville,TN,36.1453227,-86.8092847,3.0,9,0,"American (New), Restaurants, Cafes, Breakfast & Brunch, Southern",False,False,True,False
C8_zQVh3L7-yFazQs76fzg,Philly's Gourmet Cafe,Philadelphia,PA,39.94955,-75.14285,2.0,33,0,"Sandwiches, Breakfast & Brunch, Restaurants, Coffee & Tea, Cafes, Food",False,True,False,False
K6rN4W4ErLVItpH_nIZncg,Our Deli & Meats,Paoli,PA,40.0422453,-75.481585,4.0,59,1,"Sandwiches, Coffee & Tea, Food, Restaurants, Delis, Breakfast & Brunch",True,False,False,False
6-2QBFJ1puUvtWFhwlXimQ,Pizza Hut,Indianapolis,IN,39.8395746,-86.0456340015,1.5,14,1,"Pizza, Chicken Wings, Fast Food, Italian, Restaurants",False,False,False,False
JLumGKzGu9kqGTdwYF41CA,The Cup Café,Reno,NV,39.4649437,-119.7830095,4.0,606,1,"Food, Restaurants, Breakfast & Brunch, Sandwiches, American (Traditional)",True,False,False,False
5hfTLCKQg65fRWvgYJdewQ,Miller's Crossing,Chesterfield,MO,38.679409,-90.5189756,3.0,13,0,"American (Traditional), Nightlife, Restaurants, Pubs, Sports Bars, Bars",True,False,False,False
I7dMsQlB-f2k0XRJgmyjIg,Goodcents Deli Fresh Subs,Arnold,MO,38.414518,-90.395639,3.0,14,1,"Sandwiches, Italian, Delis, Soup, Cheesesteaks, Restaurants",False,False,False,False
WStVCYmGWYtn1AZ_SvEDtQ,NolaNica,Kenner,LA,29.9811463106,-90.2745331753,5.0,152,1,"Nicaraguan, Caribbean, Restaurants, Caterers, Spanish, Event Planning & Services, Latin American",True,False,False,False
XvFImQnVmlZnSCE9X36Tcg,Great Wall Chinese Restaurant,Philadelphia,PA,39.9304241,-75.1563112,4.0,13,1,"Restaurants, Chinese",False,True,False,False
LgsTZ9FdXjcBpo-mqSjw7w,Gem Meat Packing Co,Garden City,ID,43.6396363,-116.2494057,4.0,8,1,"Food, Specialty Food, Meat Shops",False,False,False,False
JSVU1Ayc-Vow8Yz_8_O1HQ,Jamba Juice,St. Louis,MO,38.599775,-90.447381,3.5,16,1,"Juice Bars & Smoothies, Food",False,False,False,True
i1eCOY99XXkn3zEJMp6kew,Domino's Pizza,Indianapolis,IN,39.7642483,-86.2386524,1.5,17,1,"Pizza, Sandwiches, Chicken Wings, Restaurants",True,,False,False
JpeQ0CqPAKejAun64bjrfw,Zaxby's Chicken Fingers & Buffalo Wings,Greenwood,IN,39.63596351,-86.08279265,3.0,58,1,"Restaurants, Salad, Chicken Wings, Fast Food, American (Traditional)",True,False,False,False
mW6A9DYIIhfnDy1nlEvJfQ,Seno Mexicano,Hernando Beach,FL,28.481466,-82.650012,3.0,5,0,"Event Planning & Services, Mexican, Venues & Event Spaces, Restaurants",False,False,False,False
XP-aqBkH2YAMRmdkVZ3HBg,Rally's,Plainfield,IN,39.7164553372,-86.3617819153,2.0,13,1,"Burgers, Chicken Wings, Restaurants, Fast Food",True,,False,
WVokxjYmNVU-AsFNV3loPw,Ryan's Pub,West Chester,PA,39.959648,-75.606888,3.5,51,1,"Bars, American (Traditional), Restaurants, Nightlife, Irish",False,True,False,False
iryPcdtXO3HQfUzXBqzckw,McDonald's,Clearwater,FL,27.960214,-82.718385,2.0,30,1,"Coffee & Tea, Restaurants, Food, Burgers, Fast Food",False,False,False,False
Ov-_vDIKlnBnMWAPDc1RFA,Charlie Brown’s Pancake & Steak House,Indianapolis,IN,39.781351,-86.241162,4.0,167,1,"American (Traditional), Restaurants, Steakhouses, Breakfast & Brunch",True,True,False,False
jdJWkyrbKnlMnnYB9fya0w,Giant,King of Prussia,PA,40.0914967,-75.3578877,2.0,22,1,"Food, Grocery",True,False,False,False
0-JRAY0LpBazDuA9761U5w,Pizzeria Vetri,Philadelphia,PA,39.94941083,-75.1686977423,4.0,313,1,"Salad, Italian, Pizza, Restaurants, Cafes",False,True,False,True
Wias67X-A9Qcruv_nD14tg,Maxim Super Buffet,Tucson,AZ,32.2196636,-110.8439392,2.0,14,0,"Chinese, Buffets, Restaurants",False,False,False,False
bSehfDoKVeCXIcwcFwX38w,Dumpling House,Philadelphia,PA,39.9538136,-75.1558378,3.5,18,0,"Asian Fusion, Restaurants",False,False,False,False
PCKC8qjaEUHIm8yN9v9Juw,Magpie's Cafe,Saint Charles,MO,38.7748909,-90.484895,3.5,105,1,"American (New), American (Traditional), Restaurants, Cafes",False,True,False,False
31ADZa_GlIyAvvHTDrtdnw,The Birchwood,St Petersburg,FL,27.7759764484,-82.6321082209,4.0,165,1,"Hotels & Travel, Party & Event Planning, Nightlife, Restaurants, Cocktail Bars, Venues & Event Spaces, Event Planning & Services, Bars, Hotels",False,False,False,False
Ft5fpvevlnMJbugX_w2YsQ,Grey Social,Philadelphia,PA,39.948269,-75.143783,2.5,14,0,"Lounges, Restaurants, Bars, Nightlife",False,False,False,False
eOJovtfgmGhvHYDKsjvKWw,Honey Baked Ham Company,Norristown,PA,40.1430932,-75.3153896,4.0,13,1,"Sandwiches, Meat Shops, Food, Specialty Food, Restaurants, Cafes, Delis",False,False,False,False
8dZc9P_PZJQHELeB3Bf-AA,Side Wok Cafe,Indianapolis,IN,39.8688419,-86.1395169,3.5,58,1,"Chinese, Restaurants",True,False,False,False
JM_XlMXEZEl8-nAcNHHtdg,Joe's Pizza,West Deptford,NJ,39.8226558,-75.1815786,4.0,24,1,"Sandwiches, Pizza, Restaurants",False,False,False,False
RqduySV3Znrn3DCEKNeV6A,The Wild Hare,Nashville,TN,36.1462561982,-86.8577921391,3.5,87,0,"American (New), Restaurants",True,False,False,False
IhFFaTI75gkdZPebju8BKQ,Divine Bar B Cue,Indianapolis,IN,39.7327393568,-86.3161515445,3.0,34,1,"Caterers, Event Planning & Services, Barbeque, Restaurants",True,False,False,False
N4o-T6EeZja_fIatrFwx1A,The Lodge,Reno,NV,39.3720648,-119.8451315,4.5,36,1,"Beer, Wine & Spirits, Bars, Wine Bars, Venues & Event Spaces, Event Planning & Services, Nightlife, Juice Bars & Smoothies, Food, Coffee & Tea, Restaurants, Tapas/Small Plates",True,False,False,False
7Ljrtr65Q7-uX2Nl4I_7Iw,Tea Magic,Philadelphia,PA,39.9540079581,-75.1560426391,3.0,49,0,"Restaurants, Bubble Tea, Coffee & Tea, Food, Chinese, Shanghainese, Tea Rooms",False,True,False,False
Qo3q65AoWU0bZLrrcj1Hdg,Jack in the Box,Glen Carbon,IL,38.7764546145,-89.9552205205,2.5,11,1,"Fast Food, Tacos, Restaurants, Breakfast & Brunch, Burgers, Mexican",False,False,False,False
Z5ChhCqYhsObkLmbjAR8Tw,Taste of China,Hudson,FL,28.3567447,-82.6647873,2.5,14,1,"American (Traditional), Chinese, Restaurants",False,False,False,False
LrZ5-YoLk-n6OsmE7NUskQ,Wawa,Voorhees,NJ,39.8716692306,-74.9331461567,3.0,5,1,"Delis, Food, Sandwiches, Coffee & Tea, Restaurants, Convenience Stores",False,False,False,False
OV9hW5TKgoFODNNTrKNidw,Cesar's Pizzeria,Lansdale,PA,40.2449744,-75.2832531,3.5,11,0,"Italian, Restaurants, Pizza, Cheesesteaks",True,True,False,False
obYxIb1jp4XDdIJvK-xdUw,Nico,Saint Louis,MO,38.655928,-90.3045512,3.5,69,0,"Nightlife, American (New), Restaurants, Mediterranean, Bars",False,True,False,False
pqujXRfvvMSjcVLfzzKghQ,Smokehouse Tavern,Lansdale,PA,40.2278213501,-75.2827835083,2.5,141,1,"Nightlife, Restaurants, Barbeque, Bars, Smokehouse, Food, Steakhouses",True,False,False,False
nedGJG-guzEzTpJM0sbwwg,Amalfi Pizza Ristorante,Sewell,NJ,39.7777777847,-75.0958361706,4.5,50,0,"Seafood, Italian, Restaurants, Pizza",False,False,False,False
e7I5Kj_kVMFdEW35RN0AEA,Perkins Restaurant & Bakery,Moorestown,NJ,39.945467,-74.967276603,4.0,59,0,"Bakeries, Cafes, Food, Restaurants, American (Traditional), Breakfast & Brunch",True,False,False,False
DTwt8_pCuGyQbiIfXNdhDw,Barnes & Noble Booksellers,Philadelphia,PA,39.9504016925,-75.1709848461,3.0,126,1,"Bakeries, Coffee & Tea, Food, Bagels, Sandwiches, Restaurants, Shopping, Bookstores, Music & DVDs, Toy Stores, Books, Mags, Music & Video",False,True,False,False
Zv-YzDBBOJUanuWvfNCUJw,Fitlife Foods - South Howard,Tampa,FL,27.940551,-82.477551,4.5,34,0,"Grocery, Restaurants, Health Markets, Food, Specialty Food",True,False,False,False
HuawlT4tXzCXL8ftyvCZ0Q,Topgolf,Tampa,FL,27.9298601275,-82.3342503906,4.0,734,1,"Golf, Sports Bars, Nightlife, Active Life, Bars, Restaurants, American (New)",True,False,False,False
IC4_eqxeqLqN0P_6Zqa6rA,Plan Shop Live,Maryville,IL,38.7314241,-89.9572679022,5.0,12,1,"Food, Breakfast & Brunch, Sandwiches, Coffee & Tea, Specialty Food, Restaurants",False,False,False,False
gZxZpb21YNjCIYg5_yy6xA,Emiliano's Pizza,Willow Grove,PA,40.1423728,-75.113381,2.5,55,1,"Food Delivery Services, Restaurants, Pizza, Food",False,True,False,False
zvF7QbQ7d5rO88RxFVnwow,McAlister's Deli,Franklin,TN,35.9455315716,-86.8286643552,3.0,53,1,"Salad, Sandwiches, Delis, Restaurants",True,False,False,False
mZ-pJSdAVrBa7ioXVzE7-Q,Marbella,Santa Barbara,CA,34.4176519804,-119.6691209078,3.5,22,1,"Tapas/Small Plates, Restaurants, Breakfast & Brunch, Seafood, American (New)",False,False,False,False
YuCI8fv9oRHU7aiiA5xrZQ,Burger King,Hudson,FL,28.3633350726,-82.6947269024,3.0,12,1,"Restaurants, Burgers, Fast Food",,,False,False
VYuvfDSzaENso6-iNrYIWA,Publix,Riverview,FL,27.8335671827,-82.3268465092,4.0,11,1,"Food, Beer, Wine & Spirits, Grocery",,False,False,False
dhj16roKb6Z-TyJ0w6iqjQ,Mr. An's Teppan Steak & Seafood Sushi Bar,Tucson,AZ,32.31686,-110.976664,3.5,384,1,"Teppanyaki, Restaurants, Steakhouses, Seafood, Japanese, Bars, Nightlife, Sushi Bars, Sports Bars",True,False,False,False
mRTRMo-M0B_9fMOnzzMtsQ,Savaya Coffee Market,Marana,AZ,32.4260186725,-111.079223156,4.5,50,0,"Restaurants, Coffee & Tea, Cafes, Food",True,False,False,False
BjgJLDM2wHaZaIFySK7K6w,Miyabi Sushi Bar Steakhouse,Arnold,MO,38.43596,-90.383887,4.0,116,1,"Sushi Bars, Japanese, Steakhouses, Restaurants",True,False,False,False
y9RVRXJWxu2Hr54F3l8KrA,B&C's Hideout,New Palestine,IN,39.7314938,-85.93722549,3.5,83,1,"American (New), Chicken Wings, American (Traditional), Food, Salad, Restaurants, Diners, Nightlife, Bars",True,False,False,False
ZQc6EvnfQXtIK-8w-d0N5Q,Mad Rex,Philadelphia,PA,39.96486,-75.13463,3.5,337,0,"American (New), Cocktail Bars, Bartenders, Nightlife, Bars, Event Planning & Services, Restaurants",False,True,False,False
FaFJIw_WlpG-q8tkUY0gGw,Murphy's Steak House,Indianapolis,IN,39.832582,-86.1207809,2.5,11,0,"Restaurants, Steakhouses",False,False,False,False
GZcZ5wUcGcIVAM0_OEmIRw,Sonic Drive-In,Philadelphia,PA,39.9983682,-75.093851,1.5,41,0,"Restaurants, Burgers, Ice Cream & Frozen Yogurt, Food, Fast Food",True,False,False,False
XF7qNhRJktAfLoH5GP4tCw,Au Bon Pain,Philadelphia,PA,39.952398,-75.167928,3.0,31,1,"Restaurants, Cafes, Food, Bakeries",False,False,False,False
ClIkpkKO-Es8MHlsfDOKMQ,Target,Philadelphia,PA,39.923772,-75.145899,3.0,106,1,"Department Stores, Furniture Stores, Food, Grocery, Shopping, Fashion, Home & Garden, Electronics",True,False,False,False
9xErhLpjFcoA39AFeN3lUA,Liuzza's By The Track,New Orleans,LA,29.9803209101,-90.0831179198,4.5,274,1,"Cajun/Creole, Restaurants, Nightlife",False,True,False,False
3K-nR2nGDHSg-ENYZ3HVXw,Dollar General,Indianapolis,IN,39.7965378,-86.1490227,2.5,11,1,"Discount Store, Food, Shopping, Grocery",False,False,False,False
AI27j5T0Le6Dy_JkaG4HQQ,Perks Coffee & Cafe,Kenner,LA,30.006968808,-90.2367091485,4.5,13,1,"Sandwiches, Breakfast & Brunch, Food, Coffee & Tea, Restaurants",False,False,False,False
7dtnDUJuF6cyqkv5Hvuumg,McDonald's,Belleville,IL,38.5029623421,-89.9821762982,2.0,16,1,"Fast Food, Coffee & Tea, Burgers, Food, Restaurants",False,False,False,False
uaX77w8_uIhu9EwxpdwOZQ,East Side Banh Mi,Nashville,TN,36.1886717788,-86.7465401091,4.5,77,1,"Vietnamese, Restaurants, Sandwiches",False,True,False,False
nsv7zQb3YUW_ZFHP0VVvoA,Venice Pizza & Pasta,Malvern,PA,40.0431906,-75.5268928,4.5,91,1,"Restaurants, Pizza",True,False,False,False
-T2221hiXtMFXkNXPAcVCA,Crown Fried Chicken,Glassboro,NJ,39.7059668,-75.1079859,3.0,11,1,"Chicken Wings, Fast Food, Restaurants, American (Traditional)",False,False,False,False
_YfnWUGgsLiH13wiPuC7jg,Cotardo's Ristorante Italiano,Clementon,NJ,39.8025371165,-75.0416321067,4.0,96,1,"Italian, Restaurants",True,False,False,False
Vu3Rh7dwt9Gb3S786DAYrA,Bosna Gold,Saint Louis,MO,38.5838641,-90.2643188,4.0,17,0,"Middle Eastern, Greek, Restaurants, Modern European, Diners, Mediterranean",True,False,False,False
IhZ9o2ZzwO8_WiaGgo7rJg,Jewel Cafe & Tea Room,Belleair Bluffs,FL,27.9216979,-82.8150177,4.5,36,1,"Breakfast & Brunch, Restaurants",True,False,False,False
P14-2c4jEtNSVfsly3nBFQ,Social Security Administration,Tampa,FL,28.0390421,-82.5098727,3.0,14,1,"Food, Public Services & Government, Desserts",False,False,False,False
9AxWt9VSp1yg7dv5D62W5Q,Old Eagle Tavern,Philadelphia,PA,40.0227463566,-75.2144878592,4.0,103,0,"American (Traditional), Restaurants, Bars, Nightlife",False,True,False,False
6DBEXjqb2NEsdTX-wuXk8w,Teleo Coffee,Kirkwood,MO,38.5786067,-90.4081508,4.5,21,1,"Restaurants, Coffee & Tea, Cafes, Juice Bars & Smoothies, Food",True,,False,False
HAr2AFGvkdfifHUxQ-d9Tg,Sansui Japanese Sushi Restaurant,Carmel,IN,39.9600331,-86.1262339,3.0,40,0,"Japanese, Restaurants, Sushi Bars",True,False,False,False
vMNR7pvwQDPtdf1Wuxqn4Q,Starbucks,Boise,ID,43.6192283685,-116.3222929468,3.0,6,1,"Food, Coffee & Tea, Bakeries, Internet Cafes",True,False,False,False
kn0-Tc4JFnpnlCyqG-3X9A,IHOP,Philadelphia,PA,39.94911,-75.16309,3.0,166,1,"American (Traditional), American (New), Food, Breakfast & Brunch, Burgers, Coffee & Tea, Restaurants",False,True,False,False
XuQ5ekbJ9eRUX06JTqJHaQ,The Mill Restaurant,Saint Petersburg,FL,27.771050273,-82.6357587463,4.5,1257,1,"Breakfast & Brunch, American (New), Bars, Lounges, Restaurants, Nightlife",False,True,True,True
3VrqxApK-iwfRohlAuIt0g,Cajun Kitchen Cafe,Goleta,CA,34.4411364746,-119.8316261958,4.0,113,1,"Cajun/Creole, Restaurants, Breakfast & Brunch",True,False,False,False
SjGMEavgmUmGqGdZPkNQhA,District Riverton Bistro,Riverton,NJ,40.0108677,-75.0102316,3.5,44,0,"Bistros, Pizza, Restaurants, American (New)",True,False,False,False
QFwWERpeo3kESm-wX0j2kw,La Casita De Molina,Tucson,AZ,32.1341617,-111.0358415,3.0,51,1,"Mexican, Restaurants",True,False,False,False
YHx0sYnffw56obntZXd7hA,Crescent Tobacco Shop & Newsstand,Tucson,AZ,32.2220199,-110.9686067,3.5,11,1,"Food, Convenience Stores, Vape Shops, Books, Mags, Music & Video, Tobacco Shops, Shopping, Newspapers & Magazines",False,True,False,False
tVfJPW14AeuAHDJeleWWdQ,Dunkin',Wyncote,PA,40.0777927,-75.1599648,1.5,15,1,"Restaurants, Coffee & Tea, Food, Donuts",False,False,False,False
L3492THPX3WRpAKoPktqMg,Donut Wheel,Tucson,AZ,32.1338446,-110.9792118,4.5,26,1,"Donuts, Food, Bakeries, Coffee & Tea",True,False,False,False
Jfvd4mr8axS3l5i_Segw4g,Gaby's Family Restaurant,Clearwater,FL,27.8823980324,-82.699793838,4.5,34,1,"Restaurants, American (Traditional)",True,False,False,
2YYW9YHAifxETCuEwrdKKg,Number One Chinese Restaurant,Trenton,NJ,40.2082766,-74.7526574,3.0,6,1,"Chinese, Restaurants",False,False,False,False
-ka45SR1nuoxUU4eTamE_w,Abington All Star Bagel,Abington,PA,40.1356898,-75.1144084,4.5,58,0,"Sandwiches, Coffee & Tea, Restaurants, Food, Delis, Breakfast & Brunch, Bagels",False,False,False,False
JTSQSlrTzQ7joHuN84hhAA,Jack in the Box,Fenton,MO,38.5420891369,-90.463861227,3.0,5,1,"Fast Food, Mexican, Breakfast & Brunch, Restaurants, Salad, Tacos, Burgers",False,False,False,False
pBoCNJzmjGghZL-osNH6sw,Taste Of New York Pizzeria,Tampa,FL,28.1280542,-82.3694407,4.0,133,1,"Pizza, Italian, Restaurants",False,True,False,False
P7DHeqAC3d215bbGS_btvg,Chocolate Chocolate Chocolate,Shiloh,IL,38.5713461,-89.9263868,3.5,6,0,"Desserts, Specialty Food, Food, Candy Stores, Chocolatiers & Shops",False,False,False,False
r5tOTGKVRti4NTmZ4ERsjQ,Slap Yo Mama,Tampa,FL,28.01574,-82.5510469,4.0,16,1,"Food Trucks, Food Delivery Services, Restaurants, Comfort Food, American (Traditional), Food",False,False,False,False
M8TlKtx2D5U28U13XGH9WA,Scholars Inn Bakehouse,Indianapolis,IN,39.8695854,-86.1458504,3.5,5,0,"Bakeries, Food",False,False,False,False
t2B_HVgPg--eUVprWQX_Eg,Jersey Mike's Subs,Nashville,TN,36.169884,-86.685102,2.5,26,1,"Sandwiches, Fast Food, Delis, Restaurants",True,False,False,False
CANk57JhjPTrpOkOCvECKQ,Starbucks,St Albert,AB,53.64583,-113.624091,3.0,8,1,"Food, Coffee & Tea",True,False,False,False
