business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,subcategory
3Ce8r1K1O-2JKSMXdXID-w,Linvilla Orchards,137 W Knowlton Rd,Media,PA,19063,39.8841628,-75.4125789,3.5,405,1,"Fruits & Veggies, Farmers Market, Food, Pick Your Own Farms, Arts & Entertainment, Shopping, Tours, Specialty Food, Nurseries & Gardening, Farms, Hotels & Travel, Home & Garden",Hotel
h0wHeh0hTt6Us4W-1SHQOw,Reno-Tahoe International Airport,2001 E Plumb Ln,Reno,NV,89502,39.5050485054,-119.7757894838,4.0,583,1,"Transportation, Hotels & Travel, Airports, Airlines",Hotel
rcD0_uJvzc8Rtbt49rvHeA,Woldenberg Park,1 Canal St,New Orleans,LA,70130,29.9510013,-90.0630718,4.0,55,1,"Aquariums, Hotels & Travel, Parks, Active Life, Tours",Hotel
Sir9FHQVMOugs-4L0fusRw,Hilton Brentwood/Nashville Suites,9000 Overlook Blvd,Brentwood,TN,37027,36.0326309,-86.7808761,3.5,70,1,"Venues & Event Spaces, Event Planning & Services, Hotels, Hotels & Travel",Hotel
F9BES1HFD3BkIudUe4oTgg,Pima Air & Space Museum,6000 E Valencia Rd,Tucson,AZ,85756,32.1394160936,-110.8656293082,4.5,350,1,"Hotels & Travel, Tours, Museums, Arts & Entertainment, Public Services & Government, Landmarks & Historical Buildings",Hotel
baiCsstiEVBIN2qoUCgUng,Hilton Garden Inn New Orleans Airport,4535 Williams Blvd,Kenner,LA,70065,30.039010738,-90.239341557,2.5,58,1,"Hotels, Hotels & Travel, Event Planning & Services",Hotel
zM2G_zQl9lXkrFwKCl75VA,Nifty Car Rental,2070 Poydras St,New Orleans,LA,70112,29.9550759633,-90.0864685059,4.0,59,1,"Hotels & Travel, Car Rental",Hotel
TsDRKR088EVr7yD8JLhrIA,Anniversary Inn Boise,1575 S Lusk Pl,Boise,ID,83706,43.6039139,-116.2155021,4.0,51,1,"Event Planning & Services, Bed & Breakfast, Hotels, Hotels & Travel",B&B
956T4nw0gCoORsLtes6rlg,Motel 6 Santa Barbara - State Street,3505 State St,Santa Barbara,CA,93105,34.4399624,-119.7389569,2.0,86,1,"Hotels & Travel, Hotels, Event Planning & Services",Hotel
QgVbV1dZG1baYy5WA7-AXQ,Crowne Plaza St. Louis - Downtown,200 N 4th St,St. Louis,MO,63102,38.627027,-90.187379,2.0,260,0,"Hotels, Venues & Event Spaces, Hotels & Travel, Resorts, Event Planning & Services",Resort
Cvsnu42EAZeia5UJnbKeHA,Fair Grounds Race Course and Slots,1751 Gentilly Blvd,New Orleans,LA,70119,29.9817654421,-90.0777723613,4.0,67,1,"Arts & Entertainment, Venues & Event Spaces, Active Life, Hotels & Travel, Casinos, Horse Racing, Event Planning & Services, Tours",Hotel
sNyeqSoXKH84Qdtr_-jwhw,Holiday Inn Reno-Sparks,55 E Nugget Ave,Sparks,NV,89431,39.533337,-119.7425568,2.5,68,1,"Event Planning & Services, Hotels & Travel, Resorts, Venues & Event Spaces, Hotels",Resort
cGVXxNvAWRgEnmVkr7Ji6Q,Scott Honda Of West Chester,706 Autopark Blvd,West Chester,PA,19382,39.954545,-75.586194,3.0,90,1,"Auto Parts & Supplies, Hotels & Travel, Auto Repair, Automotive, Car Rental, Tires, Car Dealers",Hotel
3-69Zp0UWQafow9ilWDjvA,Holiday Inn Express New - Orleans Downtown,334 Okeefe Ave,New Orleans,LA,70112,29.951759,-90.0736912,2.0,68,1,"Event Planning & Services, Hotels & Travel, Venues & Event Spaces, Hotels",Hotel
Z611YaONl56lXe-Op0I8Gw,Alamo Rent A Car,600 Rental Blvd,Kenner,LA,70062,29.9851054,-90.259958,3.0,70,1,"Car Rental, Hotels & Travel",Hotel
bjkA3ustWdg3EsTLRiUNKA,"The Inn at Penn, a Hilton Hotel",3600 Sansom St,Philadelphia,PA,19104,39.9537829039,-75.1957815881,4.0,118,1,"Hotels & Travel, Hotels, Event Planning & Services",Hotel
we7Eb82sguRbhDlVQHRYXg,AC Hotel by Marriott Tampa Airport,4020 West Boy Scout Boulevard,Tampa,FL,33607,27.965086,-82.510903,4.5,53,1,"Venues & Event Spaces, Hotels, Event Planning & Services, Hotels & Travel",Hotel
N5u3K2Ec5GDOfWu0oXUqYA,Holiday Inn Bensalem-Philadelphia Area,3327 Street Road,Bensalem,PA,19020,40.1193075305,-74.9578409727,3.0,54,1,"Hotels & Travel, Venues & Event Spaces, Bed & Breakfast, Event Planning & Services, Vacation Rentals, Resorts, Hotels",B&B
XIxRVknkLox7_Z9ppmHepg,Rancho Oso RV & Camping Resort,3750 Paradise Rd,Santa Barbara,CA,93105,34.5363550424,-119.7713184357,3.5,90,1,"Campgrounds, RV Parks, Hotels & Travel, Horseback Riding, Active Life",Hotel
ACTZLHIiEZRNhmnnckRHTA,St Pete-Clearwater International Airport - PIE,14700 Terminal Blvd,Clearwater,FL,33762,27.9094855203,-82.6920318604,3.5,150,1,"Hotels & Travel, Airports",Hotel
hvG95BoabY6ADuJeviPBng,Carnival Cruise Line,Port Of New Orleans,New Orleans,LA,70130,29.922748802,-90.0744761846,3.0,64,1,Hotels & Travel,Hotel
-2aGyAUenQEZWAtNUnMHzg,St. Louis Old Courthouse,11 N 4th St,Saint Louis,MO,63102,38.6253977722,-90.1883268572,4.5,59,1,"Tours, Hotels & Travel, Local Flavor, Landmarks & Historical Buildings, Public Services & Government",Hotel
shtNOsRUiZtTa36RNzI32A,Hyatt Place Santa Barbara,4111 State St,Santa Barbara,CA,93110,34.4402791,-119.760044,3.0,67,1,"Event Planning & Services, Hotels, Hotels & Travel",Hotel
Sa4XawsvhELaeL6-5-pGKg,La Playa Inn,116 Castillo St,Santa Barbara,CA,93101,34.4095661,-119.6951589,4.5,54,1,"Hotels & Travel, Event Planning & Services, Hotels",Hotel
QId4aumjCTC079MPOJF0CA,Nashville Ghost Tours,,Nashville,TN,37229,36.1459183,-86.6657852,3.5,65,1,"Tours, Hotels & Travel",Hotel
3QPAh9VvYNTnqAFgBeBcng,Alexander Inn,301 S 12th St,Philadelphia,PA,19107,39.946396818,-75.1609669488,4.5,168,1,"Event Planning & Services, Hotels & Travel, Bed & Breakfast, Hotels",B&B
wqXxljKfGErIHz3LQfuQlg,St Louis Union Station,1820 Market St,Saint Louis,MO,63103,38.6283101,-90.2078813,2.5,106,0,"Arts & Entertainment, Transportation, Hotels & Travel, Restaurants, Shopping Centers, Shopping, Tours",Hotel
SC1ZjTyz-I0HAuvadzqnhQ,Hotel Tucson City Center,475 N Granada Ave,Tucson,AZ,85701,32.2262232,-110.9791178,2.0,201,1,"Event Planning & Services, Venues & Event Spaces, Hotels, Hotels & Travel",Hotel
rSYyGcZZziJLsqKl5hMcDw,Circus Circus Reno,500 N Sierra St,Reno,NV,89503,39.5322014,-119.815363,2.5,1249,1,"Hotels & Travel, Casinos, Hotels, Event Planning & Services, Nightlife, Restaurants, Pet Services, Pets, Arts & Entertainment, Pet Sitting",Hotel
WjgaTiLOoLfGM4yHMQyv3g,Treasure Bay Resort & Marina,11125 Gulf Blvd,Treasure Island,FL,33706,27.7717138,-82.7710551,3.5,77,1,"Hotels, Event Planning & Services, Hotels & Travel",Hotel
qxo35x030xfjwjxJ4LGC6w,The Presidio Hotel,1620 State St,Santa Barbara,CA,93101,34.4277775,-119.7100343,4.0,215,1,"Hotels & Travel, Hotels, Event Planning & Services",Hotel
F2PecFeTI-I9FTWlQCjMGg,Motel 6 Carpinteria North,4200 Via Real,Carpinteria,CA,93013,34.4048841,-119.5314791,2.0,107,1,"Hotels & Travel, Event Planning & Services, Hotels",Hotel
F1nK5KDqxFWMMLdaz_djoQ,Sixt Rent A Car,5105 W Cypress St,Tampa,FL,33607,27.9527455276,-82.5308954716,2.5,172,0,"Hotels & Travel, Vacation Rentals, Car Rental",Hotel
V2cQOeZwPBmjpln6_p1Ygw,Stearns Wharf,217 Starnms Wharf,Santa Barbara,CA,93190,34.4100137734,-119.6855497819,4.0,297,1,"Public Services & Government, Landmarks & Historical Buildings, Local Flavor, Restaurants, Tours, Shopping, Shopping Centers, Seafood, Hotels & Travel, Boat Tours",Hotel
Juv86fmSKyZ1nIZN21xE-A,Sprads RV,10000 S Virginia,Reno,NV,89511,39.4386761,-119.768617,3.0,65,1,"RV Rental, Automotive, Auto Parts & Supplies, RV Dealers, Hotels & Travel, RV Repair",Hotel
y7IbpgftK97lerMOrgHFoA,United Airlines,8000 Essington Ave,Philadelphia,PA,19153,39.8757359,-75.2493279,2.0,61,1,"Hotels & Travel, Transportation, Airlines",Hotel
CyxydbHSwkhH5T52QfaA4w,Red Roof PLUS+ Nashville Airport,510 Claridge Dr,Nashville,TN,37214,36.1458833333,-86.6676916667,3.0,63,1,"Hotels, Event Planning & Services, Hotels & Travel",Hotel
fq44yNPMuN0dF5ZHdDuvYw,Movie Tavern Flourtown,1844 Bethlehem Pike,Flourtown,PA,19031,40.1113704,-75.2105291,2.5,400,1,"Arts & Entertainment, Dinner Theater, Cinema, Restaurants",Inn
R-FCQ9R0emv37lMJt4hN9Q,The Westin St. Louis,811 Spruce St,Saint Louis,MO,63102,38.623493,-90.194839,3.5,235,1,"Event Planning & Services, Hotels & Travel, Hotels",Hotel
qfOuGY0MMh068ZFDbG5Egw,Cheshire Cat Inn,36 W Valerio St,Santa Barbara,CA,93101,34.4272075,-119.7120215,4.5,232,1,"Bed & Breakfast, Event Planning & Services, Hotels & Travel, Hotels, Guest Houses",B&B
ecapYwbEvmKHKAfsGA4tow,Santa Barbara Sunrise RV Park,516 S Salinas St,Santa Barbara,CA,93103,34.4217938,-119.6666463,3.5,88,1,"Hotels & Travel, RV Parks",Hotel
Aa0EldaVchavAAWL1DIJCw,Tucson International Airport - TUS,7250 S Tucson Blvd,Tucson,AZ,85706,32.120286,-110.937329,4.0,415,1,"Professional Services, Employment Agencies, Hotels & Travel, Airports, Shopping, Shopping Centers",Hotel
lDhBIE5Uzb0jZwkEjGvsfg,Bolt Bus,N 30th St & Market St,Philadelphia,PA,19104,39.9558308137,-75.1835042619,3.0,217,1,"Transportation, Hotels & Travel, Public Transportation",Hotel
TnB88L2wYnBL6X9axvzg2Q,Hotel McCoy,720 W Silverlake Rd,Tucson,AZ,85713,32.19975,-110.980546,4.5,218,1,"Hotels, Event Planning & Services, Bed & Breakfast, Venues & Event Spaces, Hotels & Travel",B&B
ngJLl0tdJPBgdUc-tn1Stg,Ogden Museum of Southern Art,925 Camp St,New Orleans,LA,70130,29.9433398,-90.0715197,4.5,129,1,"Tours, Art Museums, Museums, Hotels & Travel, Arts & Entertainment",Hotel
xZE_DEw40-iu1Gz_8o0aAQ,Colonial Airport Parking,630 S Governor Printz Blvd,Essington,PA,19029,39.8675413314,-75.2900550089,3.5,86,1,"Automotive, Parking, Hotels & Travel, Airport Shuttles, Transportation",Hotel
OFTDacnyj-X2Rq3jXnPsNg,Louisiana Children's Museum,15 Henry Thomas Dr,New Orleans,LA,70124,29.9898580143,-90.0939811056,4.5,102,1,"Tours, Museums, Arts & Entertainment, Party & Event Planning, Event Planning & Services, Hotels & Travel, Toy Stores, Books, Mags, Music & Video, Shopping, Bookstores, Children's Museums",Hotel
bcjCxkUn77_YAPg4mPH39g,Le Méridien Tampa,601 North Florida Ave,Tampa,FL,33602,27.9494683,-82.4577246,4.0,114,1,"Event Planning & Services, Venues & Event Spaces, Hotels, Hotels & Travel",Hotel
sBZClv18j7gr1HIGIMXNcA,Hampton Inn Philadelphia Center City-Convention Center,1301 Race St,Philadelphia,PA,19107,39.9562835951,-75.1607483625,3.5,175,1,"Event Planning & Services, Hotels & Travel, Hotels",Hotel
70Sktqfxq5HHhowpB0PKEQ,Baymont by Wyndham Nashville Airport,2350 Elm Hill Pike,Nashville,TN,37214,36.1538243,-86.6851044,3.0,98,1,"Event Planning & Services, Hotels & Travel, Hotels",Hotel
xcySfsPDols3EdtFC6b76g,Sheraton Philadelphia University City Hotel,3549 Chestnut St,Philadelphia,PA,19104,39.954872,-75.194173,2.5,149,1,"Hotels, Hotels & Travel, Venues & Event Spaces, Event Planning & Services",Hotel
ECmPXOHont5XlHp3zs4g4A,Spa Atlantis,"Atlantis Casino Resort Spa, 3800 S Virginia St",Reno,NV,89502,39.4889497,-119.7937189,4.0,221,1,"Beauty & Spas, Restaurants, Hotels & Travel, Massage, Day Spas, Event Planning & Services, Arts & Entertainment, Hotels, Casinos, Resorts",Resort
DVFlOevRsyNdCe4VqoJI0A,The Mercantile Hotel,727 S Peters St,New Orleans,LA,70130,29.94557253,-90.06602828,4.0,80,1,"Hotels, Hotels & Travel, Event Planning & Services",Hotel
JdR1vhCkBiTNkh_kM6Wsjg,Southwest Airlines,4100 George J Bean Pkwy,Tampa,FL,33607,27.9807435,-82.5340121,3.0,118,1,"Hotels & Travel, Transportation, Airlines",Hotel
YGdLTubcDfTdhQhyLL8LFQ,Holiday Inn Clearwater Beach S-Harbourside,401 Second St,Indian Rocks Beach,FL,33785,27.8823519,-82.8476129,3.0,79,1,"Venues & Event Spaces, Hotels & Travel, Event Planning & Services, Hotels",Hotel
py_xCryhIVIiJLqSSFv2YA,Lady Liberty Transportation,1242 S 47th St,Philadelphia,PA,19143,39.9434689,-75.2114845,2.5,67,0,"Airport Shuttles, Hotels & Travel, Transportation",Hotel
3pamD1Qj7MXrF6dglK_guQ,Club Congress,311 E Congress St,Tucson,AZ,85701,32.222337,-110.9668233,4.0,159,1,"Local Flavor, American (New), Breakfast & Brunch, Performing Arts, Event Planning & Services, Restaurants, Dance Clubs, Arts & Entertainment, Nightlife, Bars, Karaoke, Music Venues, Hotels, Hotels & Travel",Hotel
ixE9yNFYyXYtuZIEKKUl_A,Casa Del Sol,5585 Carpinteria Ave,Carpinteria,CA,93013,34.3915495,-119.5101665,2.5,50,1,"Real Estate, Property Management, Home Services, Bed & Breakfast, Hotels & Travel, Event Planning & Services, Hotels, Vacation Rentals",B&B
qwmlqH4blnTNTFDhUaCBXw,Peddler's Village,64 Peddlers Village,Lahaska,PA,18931,40.3474184984,-75.032283906,4.0,177,1,"Hotels & Travel, Dry Cleaning & Laundry, Local Services, Restaurants, Shopping, Accessories, Shopping Centers, American (Traditional), Local Flavor, Fashion",Hotel
41VRaFKM_6EaBX7eiM5dog,Ramada by Wyndham Reno Hotel and Casino,1000 East Sixth St,Reno,NV,89512,39.5341343,-119.7995919,2.0,239,1,"Event Planning & Services, Hotels & Travel, Arts & Entertainment, Casinos, Hotels",Hotel
4JWuSA8tyXHteRgh_hU_Cw,French Market Inn,509 Decatur St,New Orleans,LA,70130,29.9554178,-90.0641334,4.0,355,1,"Event Planning & Services, Hotels, Hotels & Travel",Hotel
SkaRHOk0ptxvndpjO5KK8w,Desert Diamond Casino Tucson,7350 S Nogales Hwy,Tucson,AZ,85756,32.1180655,-110.9638911,2.5,114,1,"Casinos, Event Planning & Services, Arts & Entertainment, Hotels, Hotels & Travel",Hotel
dn7j1FWVxccXsL2lORqlfQ,Tanque Verde Guest Ranch,14301 E Speedway Blvd,Tucson,AZ,85748,32.2420514,-110.6840771,3.5,114,1,"Horseback Riding, Hotels & Travel, Event Planning & Services, Hotels, American (Traditional), Restaurants, Active Life",Hotel
N-WnC5uIiPZAlojSaE-swA,Delta Airlines,900 Airline Dr,Kenner,LA,70062,29.9861166404,-90.2589789396,2.5,51,1,"Hotels & Travel, Airlines, Airports, Transportation",Hotel
Hc8NS3faFHUnNhYYQt0z7A,ART Bar at Angad Arts Hotel,3550 Samuel Shepard Dr,St. Louis,MO,63103,38.639677586,-90.230807941,4.0,110,1,"Venues & Event Spaces, Event Planning & Services, Breakfast & Brunch, Hotels, Hotels & Travel, Restaurants",Hotel
crjRqGzxe6-MM4ylqlSfmw,Mayfield Dinner Theatre,16615 109 Avenue,Edmonton,AB,T5J 1W5,53.5547235146,-113.6079470512,4.5,75,1,"Restaurants, Canadian (New), Cabaret, Performing Arts, Arts & Entertainment, Dinner Theater, Buffets",Inn
4EGJGPoqxyLZzVcO4feBXg,Millennium Hotel St Louis,200 S 4th St,Saint Louis,MO,63102,38.622838,-90.1889457,2.0,112,0,"Hotels & Travel, Restaurants, Hotels, Event Planning & Services",Hotel
Nypj-FbRKPRiKJUo3UvmsQ,Hilton Garden Inn Indianapolis Downtown,10 E Market St,Indianapolis,IN,46204,39.768685,-86.156518,4.0,86,1,"Resorts, Hotels & Travel, Architects, Professional Services, Event Planning & Services, Party & Event Planning, Hotels",Resort
Lw_mMFUYk4GmiyRF-iETbg,Indianapolis Motor Speedway Museum,4750 W 16th St,Indianapolis,IN,46222,39.7903146,-86.2336611,4.5,91,1,"Local Flavor, Museums, Arts & Entertainment, Race Tracks, Tours, Hotels & Travel, Historical Tours",Hotel
Hwq3zoAbv8kWrCRWzK4_7w,Super Trans,2362 State Rd,Bensalem,PA,19020,40.0703923,-74.942295,1.5,73,1,"Airport Shuttles, Buses, Limos, Transportation, Hotels & Travel",Hotel
ArZHhE6Pmo49bJsB_a4n4A,Club-Hotel Inn & Suites,2435 Atrium Way,Nashville,TN,37214,36.1600899,-86.6908109,3.0,132,1,"Hotels & Travel, Event Planning & Services, Hotels",Hotel
-WFaU3i9zztFMO7WoPAPcw,Dayton Andrews Dodge Chrysler Jeep Ram,2301 34th St N,Saint Petersburg,FL,33713,27.7933577,-82.6788477,2.0,83,1,"Car Rental, Automotive, Body Shops, Hotels & Travel, Car Dealers",Hotel
nhVlnqc_LrI7Z23rrdO-TQ,Embassy Suites by Hilton Tampa Brandon,10220 Palm River Rd,Tampa,FL,33619,27.941591,-82.3324246,4.0,51,1,"Hotels & Travel, Hotels, Venues & Event Spaces, Event Planning & Services",Hotel
gQYUyfiX0q0uTnueAyeqLA,The Gateway Arch,11 N 4th St,Saint Louis,MO,63102,38.6256744,-90.1892739,4.0,568,1,"Active Life, Tours, Parks, Public Services & Government, Museums, Arts & Entertainment, Landmarks & Historical Buildings, Hotels & Travel",Hotel
MnTKfAJmcLYB1XA7L7uCsQ,Courtyard by Marriott Santa Barbara Goleta,401 Storke Road,Goleta,CA,93117,34.4248466492,-119.8705215454,3.5,122,1,"Event Planning & Services, Venues & Event Spaces, Hotels & Travel, Hotels",Hotel
F13x4Y7Lmv_FgyWUxka5xg,AAA South Philadelphia Car Care Insurance Travel Center,1601 S Columbus Blvd,Philadelphia,PA,19148,39.924026,-75.142548,2.5,55,1,"Auto Repair, Automotive, Financial Services, Auto Insurance, Travel Services, Insurance, Hotels & Travel",Hotel
7FHybOrOMaK6w0jQa--YSg,Red Roof Inn St Petersburg - Clearwater/ Airport,3580 Ulmerton Rd,Clearwater,FL,33762,27.89379,-82.6823,2.0,56,1,"Hotels & Travel, Hotels, Event Planning & Services",Hotel
X2J_iYaWmqI-7PoYVNbp-g,St. Charles Streetcar Line,,New Orleans,LA,70130,29.9335594,-90.0700051,4.0,298,1,"Local Flavor, Arts & Entertainment, Public Transportation, Hotels & Travel, Transportation",Hotel
Hmla5-rI6eLz4ARuJMHIjQ,The Westin Nashville,807 Clark Pl,Nashville,TN,37203,36.155151,-86.780741,3.0,225,1,"Venues & Event Spaces, Event Planning & Services, Hotels, Hotels & Travel",Hotel
-iXHEMcqfMXvRjbKFh3IYA,Hilton Garden Inn Santa Barbara/Goleta,6878 Hollister Ave,Goleta,CA,93117,34.4309514,-119.8686412,3.5,68,1,"Event Planning & Services, Hotels, Hotels & Travel",Hotel
5h-EHY-44kXZGqdTiHpiLg,Hampton Inn & Suites Nashville-Airport,583 Donelson Pike,Nashville,TN,37214,36.1430399,-86.6659633,3.5,52,1,"Hotels, Event Planning & Services, Hotels & Travel",Hotel
FGeuENd_1Yc2a_uze3NQ_Q,United Airlines,4100 George J Bean Pkwy,Tampa,FL,33607,27.9807435,-82.5340121,2.0,60,1,"Airlines, Transportation, Airports, Hotels & Travel",Hotel
lJzfEleeQ1uYnYQp37LD9Q,Dollar Car Rental,"1 Terminal Ln, Ste 312",Nashville,TN,37214,36.1153052298,-86.6708143318,2.5,72,1,"Car Rental, Hotels & Travel",Hotel
TDEV16C4GhK5wyhL-5V7ww,Flambeaux Bicycle Tours,626 N Rampart St,New Orleans,LA,70112,29.9600256,-90.0685363,5.0,167,1,"Bike Rentals, Local Flavor, Tours, Historical Tours, Hotels & Travel, Active Life, Bike tours",Hotel
iOvSTM49ffb4umPtCxb7SQ,Econo Lodge Near Reno-Sparks Convention Center,1885 S Virginia St,Reno,NV,89502,39.5063144,-119.804139,1.5,68,1,"Hotels, Hotels & Travel, Event Planning & Services",Hotel
f16XBh0ZDktiWNqWsPYphw,Catalina State Park,11570 N Oracle Rd,Tucson,AZ,85737,32.4186633811,-110.9372028,4.5,99,1,"Hotels & Travel, Hiking, Active Life, Campgrounds, Parks",Hotel
LmKpHMXSsm36viJOGVodFw,Missouri Botanical Garden,4344 Shaw Blvd,Saint Louis,MO,63110,38.616109,-90.258071,4.5,468,1,"Botanical Gardens, Tours, Hotels & Travel, Antiques, Shopping, Parks, Farmers Market, Museums, Active Life, Festivals, Home & Garden, Arts & Entertainment, Nurseries & Gardening, Food",Hotel
I26ji6UStFLiMVTTYdOr_w,Residence Inn by Marriott New Orleans Downtown,345 St Joseph St,New Orleans,LA,70130,29.943525,-90.068153,3.5,108,1,"Home Services, Real Estate, Apartments, Hotels & Travel, Event Planning & Services, Hotels, Venues & Event Spaces",Hotel
-rpI6XyHt76wV5g-mgibTg,Mid Town Hotel,3900 Tulane Ave,New Orleans,LA,70119,29.9675536,-90.1039233,2.0,75,1,"Hotels & Travel, Event Planning & Services, Hotels",Hotel
W10EeOPftkw3CK0NiJawgw,Fairmont Hotel Macdonald,10065 - 100th Street,Edmonton,AB,T5J 0N6,53.5402946401,-113.489574194,4.0,87,1,"Event Planning & Services, Hotels, Wedding Planning, Hotels & Travel, Venues & Event Spaces",Hotel
m-7KjNS6cXpHC3ePfLA36w,Residence Inn by Marriott Reno,9845 Gateway Dr,Reno,NV,89521,39.4398326509,-119.7627574727,3.0,57,1,"Hotels & Travel, Venues & Event Spaces, Hotels, Home Services, Real Estate, Apartments, Event Planning & Services",Hotel
FLFhyPpg3DNj_8YE2x4upw,The Ritz-Carlton Spa - Santa Barbara,8301 Hollister Ave,Santa Barbara,CA,93117,34.4335126,-119.9206407,4.0,86,1,"Day Spas, Beauty & Spas, Hotels, Event Planning & Services, Shopping, Resorts, Hotels & Travel, Massage",Resort
PvHhnbfr1HBEdIJuBqNvag,The Beachcomber,6200 Gulf Blvd,St. Pete Beach,FL,33706,27.733669756,-82.7462589614,3.0,98,1,"Hotels & Travel, Restaurants, Bars, Hotels, Caterers, Event Planning & Services, Nightlife",Hotel
rjFGFcTduZ5wh-5pl1IbCg,Tours by Isabelle,,New Orleans,LA,70174,29.9028767266,-89.9838939306,4.5,223,1,"Tours, Hotels & Travel",Hotel
t4Xg0j6xTJLph5Tb1VaMOw,The Butterfly House,15193 Olive Blvd,Chesterfield,MO,63017,38.6645754987,-90.5428576467,4.5,94,1,"Parks, Botanical Gardens, Hotels & Travel, Local Flavor, Tours, Active Life, Event Planning & Services, Venues & Event Spaces, Museums, Arts & Entertainment",Hotel
igPljBJMnUWU3S98wlFX6w,Budget Car Rental,9636 Natural Bridge Rd,Saint Louis,MO,63145,38.7275594,-90.3442974,2.0,99,1,"Car Rental, Hotels & Travel",Hotel
rNsp7nrol14yPO5tv25Qfg,Chollar Mine Tours,615 F St,Virginia City,NV,89440,39.3016273,-119.6509238,4.5,86,1,"Historical Tours, Tours, Hotels & Travel",Hotel
yys8OffwaaYsqwcRON-3-g,New Orleans Regional Transit Authority,2817 Canal St,New Orleans,LA,70118,29.967502,-90.089339,2.5,71,1,"Public Transportation, Transportation, Hotels & Travel",Hotel
uFZYgXAubtiZejamwYk_eA,Freedom Taxi,2351 S Swanson St,Philadelphia,PA,19148,39.917793,-75.1461099,1.5,129,1,"Transportation, Taxis, Hotels & Travel",Hotel
vAtVp9NI8uyqDM7Wi7pcVA,Gray Line Tours,400 Toulouse St,New Orleans,LA,70130,29.9552704,-90.0627252,4.0,367,1,"Tours, Hotels & Travel",Hotel
2KWdqoTYBTpBq-Rlb4sR5w,Montecito Inn,1295 Coast Village Rd,Santa Barbara,CA,93108,34.4212447,-119.640407,3.5,262,1,"Hotels & Travel, Hotels, Event Planning & Services, Venues & Event Spaces",Hotel
QCPhg4xl22h2IuCKGmkaNw,City Place Hotel,200 N 4th St,St. Louis,MO,63102,38.6270213794,-90.1881847909,1.5,150,0,"Event Planning & Services, Venues & Event Spaces, Hotels, Hotels & Travel",Hotel
-QI8Qi8XWH3D8y8ethnajA,Philadelphia International Airport - PHL,8500 Essington Ave,Philadelphia,PA,19153,39.8730739955,-75.2432488754,2.5,2149,1,"Professional Services, Airports, Local Services, Hotels & Travel",Hotel
PRWLolApFNliC92zQMfm9w,Shula's Steak House,4860 W Kennedy Blvd,Tampa,FL,33609,27.94433,-82.52547,3.0,155,0,"Hotels & Travel, Airports, American (Traditional), Restaurants, Steakhouses, Seafood",Hotel
SEFujmfGZI08JWRyhIpYeQ,Embassy Suites by Hilton Philadelphia Airport,9000 Bartram Ave,Philadelphia,PA,19153,39.8838478195,-75.2497038245,2.5,170,1,"Hotels & Travel, Event Planning & Services, Hotels",Hotel
QBiNLoutKIgS6lzGks-50A,Bilmar Beach Resort,10650 Gulf Blvd,Treasure Island,FL,33706,27.7674978866,-82.7693894062,3.5,130,1,"Caterers, Hotels, Resorts, Party & Event Planning, Venues & Event Spaces, Event Planning & Services, Hotels & Travel",Resort
1NwmSlcnhVttwMWNx9fqLw,Royal Carriages,700 Decatur St,New Orleans,LA,70116,29.9568456,-90.0625017,4.5,323,1,"Event Planning & Services, Historical Tours, Tours, Wedding Planning, Hotels & Travel",Hotel
xEnNPPOeoKCfyaOkUX0tFQ,Zipcar,,Philadelphia,PA,19107,39.9559288,-75.1574567,2.5,67,0,"Car Rental, Hotels & Travel, Automotive, Truck Rental, Car Share Services",Hotel
su6eqhafkXNxBDHDAH5_SQ,Clarion Inn & Suites New Hope-Lambertville,6426 Lower York Rd,New Hope,PA,18938,40.3564238,-74.9840265,2.5,51,1,"Hotels & Travel, Hotels, Event Planning & Services",Hotel
xmHRpcFzeV3TbnhB7PAlZQ,The Birch & Vine,340 Beach Dr NE,Saint Petersburg,FL,33701,27.7760262204,-82.6320520729,3.5,398,1,"Local Flavor, Wine Bars, Bars, Hotels, Specialty Food, American (New), Nightlife, Food, Restaurants, Hotels & Travel, Event Planning & Services",Hotel
dl0k_EKOOSwsN9DOXMrznA,St Louis County & Yellow Taxi,4628 Crossroads Industrial Dr,St. Louis,MO,63044,38.7756496,-90.4503107,3.0,106,1,"Couriers & Delivery Services, Health & Medical, Airport Shuttles, Hotels & Travel, Medical Transportation, Limos, Transportation, Taxis, Local Services, Public Transportation",Hotel
_yqopnN2FwpUrSQa-2PXXg,AutoCamp Santa Barbara,2717 De La Vina St,Santa Barbara,CA,93105,34.435643,-119.726121,4.0,77,0,"Hotels & Travel, RV Dealers, RV Parks, RV Rental, Vacation Rentals, Event Planning & Services, Campgrounds, Automotive, Hotels",Hotel
8ynnZAfsIHltv72hiM-rlA,DoubleTree Suites by Hilton Hotel Philadelphia West,640 Fountain Rd,Plymouth Meeting,PA,19462,40.1202594085,-75.2822801284,2.5,122,1,"Hotels & Travel, Hotels, Restaurants, Event Planning & Services",Hotel
yrpbZJblFvKpXSMvj--WVQ,Blue Cross RiverRink Winterfest,101 S Columbus Blvd,Philadelphia,PA,19106,39.9482667972,-75.1399237486,4.0,67,1,"Nightlife, Skating Rinks, Restaurants, Hotels & Travel, Event Planning & Services, Bars, Comfort Food, Active Life, Hotels",Hotel
